DATUM;1(TAFGA);2(TAFBA)
2020-06-25 00:00:00;0;0
2020-06-25 00:15:00;0;0
2020-06-25 00:30:00;0;0
2020-06-25 00:45:00;0;0
2020-06-25 01:00:00;0;0
2020-06-25 01:15:00;0;0
2020-06-25 01:30:00;0;0
2020-06-25 01:45:00;0;0
2020-06-25 02:00:00;0;0
2020-06-25 02:15:00;0;0
2020-06-25 02:30:00;0;0
2020-06-25 02:45:00;0;0
2020-06-25 03:00:00;0;0
2020-06-25 03:15:00;0;0
2020-06-25 03:30:00;0;0
2020-06-25 03:45:00;0;0
2020-06-25 04:00:00;0;0
2020-06-25 04:15:00;0;0
2020-06-25 04:30:00;0;0
2020-06-25 04:45:00;0;0
2020-06-25 05:00:00;0;0
2020-06-25 05:15:00;0;0
2020-06-25 05:30:00;3;0
2020-06-25 05:45:00;3;0
2020-06-25 06:00:00;5;0
2020-06-25 06:15:00;1;0
2020-06-25 06:30:00;5;4
2020-06-25 06:45:00;13;9
2020-06-25 07:00:00;12;4
2020-06-25 07:15:00;14;4
2020-06-25 07:30:00;17;2
2020-06-25 07:45:00;13;7
2020-06-25 08:00:00;12;0
2020-06-25 08:15:00;13;4
2020-06-25 08:30:00;18;0
2020-06-25 08:45:00;18;4
2020-06-25 09:00:00;10;0
2020-06-25 09:15:00;14;2
2020-06-25 09:30:00;15;4
2020-06-25 09:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-25 10:00:00;20;4
2020-06-25 10:15:00;26;8
2020-06-25 10:30:00;20;1
2020-06-25 10:45:00;18;5
2020-06-25 11:00:00;21;1
2020-06-25 11:15:00;13;2
2020-06-25 11:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-25 11:45:00;23;6
2020-06-25 12:00:00;12;6
2020-06-25 12:15:00;14;6
2020-06-25 12:30:00;21;4
2020-06-25 12:45:00;22;2
2020-06-25 13:00:00;13;4
2020-06-25 13:15:00;18;11
2020-06-25 13:30:00;20;3
2020-06-25 13:45:00;17;5
2020-06-25 14:00:00;19;4
2020-06-25 14:15:00;18;6
2020-06-25 14:30:00;21;4
2020-06-25 14:45:00;20;2
2020-06-25 15:00:00;23;3
2020-06-25 15:15:00;18;3
2020-06-25 15:30:00;20;3
2020-06-25 15:45:00;20;6
2020-06-25 16:00:00;14;2
2020-06-25 16:15:00;26;1
2020-06-25 16:30:00;15;3
2020-06-25 16:45:00;27;3
2020-06-25 17:00:00;22;4
2020-06-25 17:15:00;24;9
2020-06-25 17:30:00;16;8
2020-06-25 17:45:00;18;3
2020-06-25 18:00:00;22;4
2020-06-25 18:15:00;20;7
2020-06-25 18:30:00;19;2
2020-06-25 18:45:00;26;9
2020-06-25 19:00:00;20;16
2020-06-25 19:15:00;14;26
2020-06-25 19:30:00;17;27
2020-06-25 19:45:00;22;5
2020-06-25 20:00:00;17;12
2020-06-25 20:15:00;17;11
2020-06-25 20:30:00;18;9
2020-06-25 21:00:00;6;6
2020-06-25 21:15:00;13;4
2020-06-25 21:30:00;2;4
2020-06-25 21:45:00;4;3
2020-06-25 22:00:00;11;10
2020-06-25 22:15:00;2;2
2020-06-25 22:30:00;6;0
2020-06-25 22:45:00;0;0
2020-06-25 23:00:00;0;0
2020-06-25 23:15:00;0;0
2020-06-25 23:30:00;0;0
2020-06-25 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
