DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2019-12-09 00:00:00;1;2;5;0;0;0;4;0;0
2019-12-09 00:15:00;0;2;3;1;1;0;5;0;0
2019-12-09 00:30:00;2;4;3;1;0;0;2;0;0
2019-12-09 00:45:00;1;1;2;0;0;0;3;0;0
2019-12-09 01:00:00;1;0;3;0;0;0;2;0;0
2019-12-09 01:15:00;2;4;10;4;1;2;6;0;0
2019-12-09 01:30:00;2;3;7;0;0;0;5;0;0
2019-12-09 01:45:00;1;2;2;1;0;0;0;0;0
2019-12-09 02:00:00;0;2;1;0;0;0;1;0;0
2019-12-09 02:15:00;1;1;2;0;0;0;1;0;0
2019-12-09 02:30:00;1;2;2;0;0;0;2;0;0
2019-12-09 02:45:00;1;1;1;1;1;1;2;0;0
2019-12-09 03:00:00;0;1;1;0;0;0;0;0;0
2019-12-09 03:15:00;2;4;7;0;0;0;2;0;0
2019-12-09 03:30:00;2;2;2;0;0;0;1;0;0
2019-12-09 03:45:00;3;4;4;0;0;0;0;0;0
2019-12-09 04:00:00;3;4;7;0;0;0;2;0;0
2019-12-09 04:15:00;4;9;10;2;0;0;4;0;0
2019-12-09 04:30:00;2;3;4;2;1;1;8;0;0
2019-12-09 04:45:00;5;9;14;1;0;1;11;0;0
2019-12-09 05:00:00;11;13;31;6;3;3;34;0;0
2019-12-09 05:15:00;12;14;41;5;2;7;63;2;0
2019-12-09 05:30:00;12;23;44;10;3;6;87;7;0
2019-12-09 05:45:00;27;26;57;12;10;11;63;0;0
2019-12-09 06:00:00;20;33;50;17;12;13;54;0;4
2019-12-09 06:15:00;19;33;48;24;14;22;59;0;0
2019-12-09 06:30:00;45;47;85;28;28;50;91;3;0
2019-12-09 06:45:00;32;41;81;26;28;55;137;5;3
2019-12-09 07:00:00;51;48;89;17;15;39;132;1;1
2019-12-09 07:15:00;51;50;78;32;17;23;138;0;3
2019-12-09 07:30:00;74;52;99;26;9;19;128;18;27
2019-12-09 07:45:00;100;77;120;23;14;30;171;3;7
2019-12-09 08:00:00;76;62;120;31;14;26;156;2;11
2019-12-09 08:15:00;52;38;74;24;13;18;130;12;9
