DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2019-12-20 00:00:00;13;10;2;2;0;20;21;9;1;0;0;0;0;0
2019-12-20 00:15:00;16;8;3;1;8;31;25;13;4;2;0;0;0;0
2019-12-20 00:30:00;19;16;4;2;3;26;20;9;9;4;0;0;0;0
2019-12-20 00:45:00;15;9;2;2;4;11;12;5;0;0;0;0;0;0
2019-12-20 01:00:00;10;3;3;1;2;12;18;9;2;1;0;0;0;0
2019-12-20 01:15:00;8;10;3;2;3;20;12;6;1;0;0;0;0;0
2019-12-20 01:30:00;5;7;0;4;7;6;9;4;3;1;0;0;0;0
2019-12-20 01:45:00;6;9;1;0;0;16;13;6;1;0;0;0;0;0
2019-12-20 02:00:00;3;5;3;0;1;9;12;5;0;1;0;0;0;0
2019-12-20 02:15:00;6;10;0;0;2;5;8;5;1;0;0;0;0;0
2019-12-20 02:30:00;6;5;1;1;2;4;4;3;1;0;0;0;0;0
2019-12-20 02:45:00;8;4;1;2;1;3;9;5;1;1;0;0;0;0
2019-12-20 03:00:00;5;6;1;2;3;16;12;4;1;1;0;0;0;0
2019-12-20 03:15:00;3;1;2;0;1;9;4;0;0;0;0;0;0;0
2019-12-20 03:30:00;10;8;1;0;0;9;7;2;1;1;0;0;0;0
2019-12-20 03:45:00;6;5;1;0;0;9;6;4;0;1;0;0;0;0
2019-12-20 04:00:00;6;6;2;0;1;9;8;3;0;0;0;0;0;0
2019-12-20 04:15:00;8;7;2;3;4;7;13;7;0;0;0;0;0;0
2019-12-20 04:30:00;7;5;1;6;3;12;11;9;2;0;0;0;0;0
2019-12-20 04:45:00;14;7;0;4;2;18;15;4;5;4;0;0;0;0
2019-12-20 05:00:00;22;15;2;3;5;18;15;5;1;1;0;0;0;0
2019-12-20 05:15:00;35;26;4;5;8;26;20;16;3;5;0;0;0;0
2019-12-20 05:30:00;42;34;1;12;16;24;20;14;4;0;0;0;0;0
2019-12-20 05:45:00;41;62;2;19;20;34;24;20;7;2;0;0;0;0
2019-12-20 06:00:00;47;56;3;14;19;34;26;28;8;5;0;0;0;0
2019-12-20 06:15:00;55;65;3;18;17;34;28;16;12;7;0;0;0;0
2019-12-20 06:30:00;62;98;4;12;29;63;49;45;11;6;0;0;0;0
2019-12-20 06:45:00;72;85;12;25;35;50;42;31;22;8;0;0;0;0
2019-12-20 07:00:00;75;85;13;21;60;59;48;21;14;7;0;0;3;0
2019-12-20 07:15:00;105;127;22;46;77;59;59;34;14;11;0;0;2;0
2019-12-20 07:30:00;93;111;24;41;74;86;62;30;12;12;2;0;3;1
2019-12-20 07:45:00;89;105;23;66;85;106;108;37;16;14;0;0;3;4
2019-12-20 08:00:00;71;86;24;44;51;92;79;38;14;8;0;0;0;0
2019-12-20 08:15:00;87;96;30;32;43;68;91;34;19;4;0;0;1;0
2019-12-20 08:30:00;91;104;26;33;38;89;91;52;12;8;0;0;1;0
2019-12-20 08:45:00;100;98;18;41;39;103;94;53;12;15;0;0;4;0
2019-12-20 09:00:00;80;85;30;50;58;83;92;38;14;6;1;0;1;1
2019-12-20 09:15:00;101;102;26;49;44;112;90;44;19;6;0;0;0;0
2019-12-20 09:30:00;81;105;25;49;43;114;92;39;21;7;3;0;0;0
2019-12-20 09:45:00;100;113;28;57;56;111;94;45;13;14;0;0;0;0
2019-12-20 10:00:00;108;117;30;36;45;110;114;40;18;11;0;1;2;0
2019-12-20 10:15:00;104;111;33;77;49;111;112;41;14;6;0;0;0;0
2019-12-20 10:30:00;111;119;39;47;42;117;133;42;12;19;3;1;5;0
2019-12-20 10:45:00;98;110;32;55;60;111;116;53;34;5;1;0;4;2
2019-12-20 11:00:00;115;118;36;55;57;135;128;51;22;8;0;0;4;0
2019-12-20 11:15:00;120;109;34;70;67;111;138;54;21;8;4;0;4;1
2019-12-20 11:30:00;119;128;31;58;87;122;148;53;19;14;7;6;17;2
2019-12-20 11:45:00;117;125;26;57;59;127;148;51;32;12;4;0;2;0
2019-12-20 12:00:00;94;91;26;54;47;127;150;59;33;15;1;0;7;0
2019-12-20 12:15:00;101;108;30;46;58;120;148;52;23;10;1;0;0;2
2019-12-20 12:30:00;106;120;22;65;42;137;173;46;24;6;1;0;1;0
2019-12-20 12:45:00;100;115;28;62;46;142;162;60;26;17;21;0;0;0
2019-12-20 13:00:00;92;82;28;47;34;134;139;55;30;18;10;0;0;3
2019-12-20 13:15:00;102;99;23;53;66;127;141;60;19;18;0;0;0;0
2019-12-20 13:30:00;123;118;29;45;38;145;156;72;33;23;4;0;0;0
2019-12-20 13:45:00;88;100;22;49;44;139;145;68;35;12;3;4;4;0
2019-12-20 14:00:00;118;111;25;50;48;147;168;57;43;21;0;0;0;0
2019-12-20 14:15:00;97;94;31;36;48;149;157;55;24;7;1;0;5;0
2019-12-20 14:30:00;102;124;32;65;49;127;137;53;23;16;9;16;0;0
2019-12-20 14:45:00;100;110;36;42;49;138;150;61;32;17;0;12;1;0
2019-12-20 15:00:00;110;121;29;44;49;138;157;51;33;17;0;0;0;0
2019-12-20 15:15:00;104;100;26;50;50;141;148;53;24;14;1;1;10;0
2019-12-20 15:30:00;116;114;25;59;46;137;134;47;28;11;0;0;3;0
2019-12-20 15:45:00;106;98;29;63;54;136;113;62;28;14;0;0;13;0
2019-12-20 16:00:00;95;91;25;42;54;130;138;53;51;18;0;0;0;0
2019-12-20 16:15:00;104;110;24;38;43;132;139;54;20;14;0;7;3;0
2019-12-20 16:30:00;104;97;25;44;43;119;118;60;18;10;0;0;1;0
2019-12-20 16:45:00;108;116;15;46;57;132;118;54;26;19;0;1;0;0
2019-12-20 17:00:00;106;121;16;50;50;119;104;56;35;18;1;0;0;0
2019-12-20 17:15:00;106;104;33;36;44;118;122;56;22;11;8;0;2;0
2019-12-20 17:30:00;122;120;16;41;40;123;116;48;32;25;1;4;0;0
2019-12-20 17:45:00;109;109;15;39;53;107;94;55;24;21;2;1;1;0
2019-12-20 18:00:00;100;96;24;30;32;105;103;43;30;17;3;0;0;0
2019-12-20 18:15:00;94;88;25;29;36;105;109;37;9;11;4;0;0;0
2019-12-20 18:30:00;100;103;24;29;37;114;104;46;17;6;0;2;0;0
2019-12-20 18:45:00;96;97;17;28;42;94;92;43;18;13;0;0;1;0
2019-12-20 19:00:00;71;80;12;33;38;86;105;28;15;5;0;0;0;0
2019-12-20 19:15:00;60;68;14;24;21;93;99;35;11;4;0;1;0;0
2019-12-20 19:30:00;60;57;18;15;20;63;66;36;18;10;1;0;0;0
2019-12-20 19:45:00;65;70;12;15;21;82;72;38;14;6;13;0;0;0
2019-12-20 20:00:00;57;55;12;16;20;81;76;30;18;9;2;4;0;0
2019-12-20 20:15:00;44;41;18;11;13;88;77;29;14;9;0;0;0;0
2019-12-20 20:30:00;43;42;14;9;26;71;59;18;4;9;0;0;0;0
2019-12-20 20:45:00;34;29;9;15;14;63;63;24;12;8;2;2;0;0
2019-12-20 21:00:00;38;33;11;12;15;54;54;18;7;8;0;0;0;0
2019-12-20 21:15:00;27;31;3;15;13;55;43;19;8;6;0;0;0;0
