DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-03-12 00:00:00;5;0;0;0;0;0;0;0;0;0;6
2020-03-12 00:15:00;5;1;0;0;0;0;0;0;0;0;2
2020-03-12 00:30:00;4;0;0;0;1;0;1;0;0;0;6
2020-03-12 00:45:00;7;3;0;0;0;0;0;0;0;0;1
2020-03-12 01:00:00;3;3;0;0;0;0;0;0;0;0;7
2020-03-12 01:15:00;5;2;0;0;0;0;0;0;1;0;3
2020-03-12 01:30:00;4;3;1;1;0;0;0;0;0;0;2
2020-03-12 01:45:00;5;1;0;0;0;0;0;0;0;1;6
2020-03-12 02:00:00;5;1;0;0;0;0;0;0;0;0;4
2020-03-12 02:15:00;1;0;0;0;0;0;0;0;0;0;4
2020-03-12 02:30:00;2;0;0;0;0;0;0;0;0;0;11
2020-03-12 02:45:00;6;2;0;0;0;0;0;0;0;0;5
2020-03-12 03:00:00;2;1;0;0;0;0;0;0;0;0;2
2020-03-12 03:15:00;4;0;0;0;0;0;0;0;0;0;3
2020-03-12 03:30:00;3;1;0;0;0;0;0;0;0;0;3
2020-03-12 03:45:00;4;3;0;0;0;0;0;0;1;0;1
2020-03-12 04:00:00;2;2;0;0;0;0;0;0;0;1;11
2020-03-12 04:15:00;5;3;1;1;0;0;0;0;0;1;4
2020-03-12 04:30:00;6;1;1;1;1;1;1;1;1;3;11
2020-03-12 04:45:00;20;7;4;4;0;1;0;0;0;2;23
2020-03-12 05:00:00;30;23;11;12;0;1;0;0;0;3;47
2020-03-12 05:15:00;59;51;36;38;3;2;3;2;3;27;115
2020-03-12 05:30:00;77;34;48;48;3;2;3;2;4;55;60
2020-03-12 05:45:00;104;40;71;74;14;6;16;5;17;79;69
2020-03-12 06:00:00;71;23;63;59;13;11;13;11;10;56;69
2020-03-12 06:15:00;49;16;42;42;8;4;7;3;8;44;60
2020-03-12 06:30:00;60;32;58;59;10;7;10;3;6;48;45
2020-03-12 06:45:00;61;28;42;39;10;2;10;1;6;40;53
2020-03-12 07:00:00;68;34;43;44;10;5;11;1;9;40;50
2020-03-12 07:15:00;76;30;21;19;10;3;12;1;6;27;40
2020-03-12 07:30:00;35;23;10;11;4;4;4;4;6;13;25
2020-03-12 07:45:00;62;23;18;18;8;5;9;2;11;35;46
2020-03-12 08:00:00;92;36;21;22;11;4;15;4;9;29;55
2020-03-12 08:15:00;57;22;11;11;15;6;14;7;8;14;45
2020-03-12 08:30:00;57;21;13;13;8;2;10;1;11;14;33
2020-03-12 08:45:00;55;22;13;14;6;2;6;2;6;15;39
2020-03-12 09:00:00;61;13;10;9;18;7;17;7;5;12;37
2020-03-12 09:15:00;58;9;3;3;9;1;8;1;7;11;32
2020-03-12 09:30:00;54;12;9;9;12;6;13;5;6;10;34
2020-03-12 09:45:00;60;8;7;7;13;7;12;5;8;7;39
2020-03-12 10:00:00;59;9;6;6;12;7;13;7;5;8;35
2020-03-12 10:15:00;49;9;6;5;10;6;10;6;6;6;44
2020-03-12 10:30:00;49;9;7;6;10;5;10;4;5;6;46
2020-03-12 10:45:00;47;9;5;5;10;2;10;2;8;8;44
2020-03-12 11:00:00;51;6;4;4;12;5;12;5;9;5;47
2020-03-12 11:15:00;55;9;4;2;10;4;10;4;7;6;44
2020-03-12 11:30:00;45;11;7;8;12;4;11;5;9;9;44
2020-03-12 11:45:00;56;9;5;5;16;7;19;8;8;8;52
2020-03-12 12:00:00;49;6;5;5;23;9;23;9;24;5;60
2020-03-12 12:15:00;40;5;4;4;16;12;20;10;13;9;59
2020-03-12 12:30:00;44;7;5;5;14;5;16;5;14;6;60
2020-03-12 12:45:00;61;18;5;5;14;8;13;7;6;6;52
2020-03-12 13:00:00;52;18;3;3;17;7;19;7;8;11;71
2020-03-12 13:15:00;76;52;9;9;16;9;15;8;11;7;69
2020-03-12 13:30:00;66;24;12;12;17;8;19;8;19;6;84
2020-03-12 13:45:00;79;43;10;10;30;22;31;23;41;14;83
2020-03-12 14:00:00;96;41;13;13;43;39;44;40;31;9;86
2020-03-12 14:15:00;129;54;5;5;38;39;40;40;46;8;95
2020-03-12 14:30:00;120;28;8;8;42;33;41;32;43;4;82
2020-03-12 14:45:00;62;17;4;4;44;41;50;39;42;7;56
2020-03-12 15:00:00;74;18;6;6;54;43;53;43;54;8;78
2020-03-12 15:15:00;80;27;5;5;69;56;70;57;62;3;68
2020-03-12 15:30:00;68;21;12;12;63;39;62;38;39;8;75
2020-03-12 15:45:00;80;22;2;2;51;37;50;37;33;8;76
2020-03-12 16:00:00;67;14;10;10;57;41;59;42;37;9;80
2020-03-12 16:15:00;70;21;3;2;49;39;47;39;34;7;90
2020-03-12 16:30:00;69;20;4;5;49;26;50;27;41;6;73
2020-03-12 16:45:00;63;15;4;3;50;32;48;32;33;7;74
2020-03-12 17:00:00;79;11;5;6;47;25;46;24;20;7;90
2020-03-12 17:15:00;74;24;7;7;40;24;40;23;31;7;60
2020-03-12 17:30:00;74;18;1;1;44;35;47;36;28;8;64
2020-03-12 17:45:00;46;13;3;3;41;25;42;24;17;7;61
2020-03-12 18:00:00;49;10;1;1;37;18;37;19;15;5;59
2020-03-12 18:15:00;44;9;3;3;18;14;20;14;10;3;59
2020-03-12 18:30:00;33;10;3;3;21;11;23;12;8;3;46
2020-03-12 18:45:00;38;8;3;3;20;14;22;15;8;4;38
2020-03-12 19:00:00;33;8;0;0;20;11;19;11;16;3;51
2020-03-12 19:15:00;33;4;2;2;11;4;13;4;6;3;43
2020-03-12 19:30:00;21;6;0;0;7;3;7;3;4;2;34
2020-03-12 19:45:00;29;5;0;0;7;2;8;3;2;4;38
2020-03-12 20:00:00;18;2;0;0;6;4;7;4;2;3;36
2020-03-12 20:15:00;18;5;2;2;10;0;9;0;1;5;27
2020-03-12 20:30:00;18;5;2;2;4;0;4;0;2;0;29
2020-03-12 20:45:00;26;9;3;2;2;0;3;0;2;4;41
2020-03-12 21:00:00;48;23;6;8;1;2;4;2;0;3;54
2020-03-12 21:15:00;56;39;9;10;4;6;4;1;1;7;75
2020-03-12 21:30:00;54;21;4;4;4;2;5;1;2;2;42
2020-03-12 21:45:00;102;33;2;2;11;4;10;4;10;4;69
2020-03-12 22:00:00;58;16;2;2;9;5;11;6;11;1;88
2020-03-12 22:15:00;19;1;1;1;1;0;2;0;4;0;30
2020-03-12 22:30:00;13;1;0;0;2;2;3;2;2;0;22
2020-03-12 22:45:00;3;0;0;0;0;0;0;0;0;0;12
2020-03-12 23:00:00;4;2;0;0;0;0;0;0;0;0;10
2020-03-12 23:15:00;6;1;0;0;0;0;0;0;0;0;8
2020-03-12 23:30:00;7;0;0;0;0;0;0;0;0;0;7
2020-03-12 23:45:00;7;0;0;0;0;0;0;0;0;0;5
