DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-02-08 00:00:00;15;16;7;7;8;12;13;10
2020-02-08 00:15:00;22;19;12;5;6;9;15;23
2020-02-08 00:30:00;12;15;5;5;8;15;13;7
2020-02-08 00:45:00;12;8;16;4;5;10;14;9
2020-02-08 01:00:00;13;12;10;0;0;4;8;8
2020-02-08 01:15:00;11;11;8;4;4;8;15;8
2020-02-08 01:30:00;10;6;4;5;2;6;15;7
2020-02-08 01:45:00;6;12;11;3;3;4;13;11
2020-02-08 02:00:00;6;3;5;4;5;6;11;1
2020-02-08 02:15:00;4;8;4;4;4;10;12;2
2020-02-08 02:30:00;10;7;3;1;1;5;9;4
2020-02-08 02:45:00;7;8;8;0;1;2;12;9
2020-02-08 03:00:00;6;8;5;5;2;5;9;14
2020-02-08 03:15:00;6;10;6;2;1;4;4;4
2020-02-08 03:30:00;6;5;2;2;2;3;4;2
2020-02-08 03:45:00;5;4;2;4;4;6;4;2
2020-02-08 04:00:00;4;5;1;5;4;8;4;1
2020-02-08 04:15:00;7;9;5;3;2;4;6;3
2020-02-08 04:30:00;4;4;6;5;5;8;5;5
2020-02-08 04:45:00;4;9;9;3;2;8;5;0
2020-02-08 05:00:00;3;2;3;6;4;12;12;4
2020-02-08 05:15:00;7;12;13;4;3;14;10;6
2020-02-08 05:30:00;10;17;12;4;5;9;18;8
2020-02-08 05:45:00;26;26;26;9;13;25;15;3
2020-02-08 06:00:00;16;25;26;8;5;20;10;7
2020-02-08 06:15:00;18;18;19;9;6;18;10;13
2020-02-08 06:30:00;19;11;19;48;88;117;22;13
2020-02-08 06:45:00;27;25;20;89;156;183;16;7
2020-02-08 07:00:00;16;22;19;32;34;55;22;13
2020-02-08 07:15:00;34;29;17;25;39;61;31;21
2020-02-08 07:30:00;39;41;31;20;33;49;60;34
2020-02-08 07:45:00;42;50;40;114;75;67;53;45
2020-02-08 08:00:00;38;44;39;73;34;55;39;22
2020-02-08 08:15:00;27;28;41;69;44;81;32;24
2020-02-08 08:30:00;46;52;23;98;73;112;35;26
2020-02-08 08:45:00;51;39;22;68;50;101;47;42
2020-02-08 09:00:00;39;52;20;93;62;105;51;42
2020-02-08 09:15:00;53;54;25;47;64;65;52;41
2020-02-08 09:30:00;60;59;31;99;56;107;60;44
2020-02-08 09:45:00;60;61;33;72;71;138;75;68
2020-02-08 10:00:00;81;78;20;66;76;144;58;57
2020-02-08 10:15:00;74;71;34;67;77;141;59;57
2020-02-08 10:30:00;68;81;38;45;66;113;81;63
2020-02-08 10:45:00;83;85;37;35;56;100;78;75
2020-02-08 11:00:00;83;80;30;45;62;126;84;76
2020-02-08 11:15:00;93;90;24;55;63;110;81;96
2020-02-08 11:30:00;99;105;26;52;61;127;81;73
2020-02-08 11:45:00;92;102;33;61;74;120;88;85
2020-02-08 12:00:00;95;94;24;55;73;144;98;89
2020-02-08 12:15:00;103;103;30;52;55;115;90;77
2020-02-08 12:30:00;85;106;35;57;71;139;93;106
2020-02-08 12:45:00;92;94;28;54;60;134;79;89
2020-02-08 13:00:00;74;94;25;44;58;122;90;76
2020-02-08 13:15:00;86;88;23;32;55;101;87;82
2020-02-08 13:30:00;92;89;28;44;68;126;83;82
2020-02-08 13:45:00;79;85;32;58;63;134;87;85
2020-02-08 14:00:00;83;98;34;137;53;92;90;98
2020-02-08 14:15:00;81;93;30;78;46;118;92;96
2020-02-08 14:30:00;89;104;32;58;77;115;76;81
2020-02-08 14:45:00;79;92;26;103;128;147;94;105
2020-02-08 15:00:00;91;103;27;63;54;103;72;86
2020-02-08 15:15:00;95;100;34;57;42;93;93;93
2020-02-08 15:30:00;79;103;39;112;49;94;88;87
2020-02-08 15:45:00;86;90;47;120;42;98;79;96
2020-02-08 16:00:00;85;97;38;89;49;111;85;92
2020-02-08 16:15:00;68;85;35;63;47;118;97;91
2020-02-08 16:30:00;73;80;46;166;53;101;76;77
2020-02-08 16:45:00;79;81;45;98;45;103;99;87
2020-02-08 17:00:00;77;91;39;39;83;107;72;69
2020-02-08 17:15:00;71;66;46;38;45;114;87;95
2020-02-08 17:30:00;80;80;51;45;50;111;78;89
2020-02-08 17:45:00;69;79;46;35;48;127;82;92
2020-02-08 18:00:00;58;77;49;35;44;96;89;90
2020-02-08 18:15:00;57;67;65;35;39;100;80;77
2020-02-08 18:30:00;49;65;45;32;40;95;84;76
2020-02-08 18:45:00;51;61;35;25;32;87;99;89
2020-02-08 19:00:00;47;65;35;25;33;84;82;80
2020-02-08 19:15:00;42;49;23;23;31;83;75;74
2020-02-08 19:30:00;42;47;23;23;22;66;77;64
2020-02-08 19:45:00;34;32;28;19;19;67;75;69
2020-02-08 20:00:00;38;43;20;25;25;78;67;37
2020-02-08 20:15:00;35;50;31;22;26;62;61;52
2020-02-08 20:30:00;30;52;27;13;12;47;58;43
2020-02-08 20:45:00;35;45;25;18;20;51;54;33
2020-02-08 21:00:00;33;39;17;17;11;40;49;39
2020-02-08 21:15:00;34;27;18;10;9;41;65;31
2020-02-08 21:30:00;24;32;20;9;7;37;50;29
2020-02-08 21:45:00;22;24;19;27;17;35;53;30
2020-02-08 22:00:00;32;28;21;12;18;26;42;24
2020-02-08 22:15:00;29;30;24;14;12;33;38;28
2020-02-08 22:30:00;25;31;27;10;9;24;30;22
2020-02-08 22:45:00;16;27;17;9;12;26;34;23
2020-02-08 23:00:00;26;30;8;13;12;25;29;24
2020-02-08 23:15:00;25;30;26;4;8;19;36;26
2020-02-08 23:30:00;30;37;16;10;12;27;28;13
2020-02-08 23:45:00;19;19;13;3;5;13;37;14
