DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2020-07-09 00:00:00;2;4;5;9;6;0;0;0;0;0;0;0
2020-07-09 00:15:00;1;4;6;11;9;0;0;0;0;0;0;0
2020-07-09 00:30:00;1;5;8;3;4;0;0;0;0;0;0;0
2020-07-09 00:45:00;0;1;5;6;5;0;0;0;0;0;0;0
2020-07-09 01:00:00;1;8;7;5;4;0;0;0;0;0;0;0
2020-07-09 01:15:00;2;2;5;2;1;0;0;0;0;0;0;0
2020-07-09 01:30:00;0;1;2;2;1;0;0;0;0;0;0;0
2020-07-09 01:45:00;0;4;3;3;1;0;0;0;0;0;0;0
2020-07-09 02:00:00;3;2;4;0;1;0;0;0;0;0;0;0
2020-07-09 02:15:00;1;2;1;0;2;0;0;0;0;0;0;0
2020-07-09 02:30:00;2;4;1;1;0;0;0;0;0;0;0;0
2020-07-09 02:45:00;2;3;2;2;1;0;0;0;0;0;0;0
2020-07-09 03:00:00;1;1;2;1;0;0;0;0;0;0;0;0
2020-07-09 03:15:00;0;1;1;2;0;0;0;0;0;0;0;0
2020-07-09 03:30:00;1;3;2;1;1;0;0;0;0;0;0;0
2020-07-09 03:45:00;1;2;3;4;1;0;0;0;0;0;0;0
2020-07-09 04:00:00;0;3;5;3;2;0;0;0;0;0;0;0
2020-07-09 04:15:00;1;6;6;4;7;0;0;0;0;0;0;0
2020-07-09 04:30:00;2;5;3;3;3;0;0;0;0;0;0;0
2020-07-09 04:45:00;2;4;9;7;4;0;0;0;0;0;0;0
2020-07-09 05:00:00;2;25;16;20;11;0;0;0;0;0;0;0
2020-07-09 05:15:00;11;24;30;36;21;0;0;0;0;0;0;0
2020-07-09 05:30:00;12;23;41;38;35;0;0;0;0;0;0;0
2020-07-09 05:45:00;11;38;33;43;36;0;0;0;0;0;0;0
2020-07-09 06:00:00;12;37;34;47;39;0;0;0;0;0;0;0
2020-07-09 06:15:00;18;60;64;69;68;0;0;0;0;0;0;0
2020-07-09 06:30:00;9;51;28;89;90;2;3;0;0;2;1;0
2020-07-09 06:45:00;18;52;49;93;106;6;1;0;0;11;4;0
2020-07-09 07:00:00;13;51;35;90;108;0;3;0;0;13;3;10
2020-07-09 07:15:00;13;60;47;105;127;9;0;0;0;96;2;6
2020-07-09 07:30:00;18;63;53;108;135;15;5;0;2;23;4;2
2020-07-09 07:45:00;22;66;58;97;106;0;3;0;0;22;1;0
2020-07-09 08:00:00;18;63;43;47;139;3;2;0;0;11;6;2
2020-07-09 08:15:00;13;62;45;51;139;4;0;0;0;15;1;4
2020-07-09 08:30:00;24;62;43;81;71;0;7;0;0;54;2;3
2020-07-09 08:45:00;18;49;36;49;46;0;4;0;0;5;4;0
2020-07-09 09:00:00;17;67;46;60;43;0;6;0;0;0;1;1
2020-07-09 09:15:00;22;53;45;59;52;5;1;0;0;16;10;46
2020-07-09 09:30:00;13;48;57;64;49;0;3;0;0;6;3;14
2020-07-09 09:45:00;16;68;70;67;68;5;4;0;0;4;6;1
2020-07-09 10:00:00;23;56;56;59;40;2;3;0;0;19;13;0
2020-07-09 10:15:00;23;65;57;70;47;3;6;0;0;15;7;11
2020-07-09 10:30:00;16;59;67;62;56;0;3;0;0;17;4;24
2020-07-09 10:45:00;17;59;60;57;48;4;2;0;0;54;5;0
2020-07-09 11:00:00;19;73;65;50;39;3;4;0;0;34;6;3
2020-07-09 11:15:00;16;75;85;71;57;4;1;0;0;21;2;8
2020-07-09 11:30:00;17;68;60;59;68;1;8;0;0;6;12;69
2020-07-09 11:45:00;17;77;57;64;66;1;3;0;0;4;10;1
2020-07-09 12:00:00;11;99;73;56;63;3;4;0;0;0;13;9
2020-07-09 12:15:00;16;73;58;57;50;3;5;0;0;1;22;6
2020-07-09 12:30:00;19;67;69;49;56;3;2;0;0;29;11;7
2020-07-09 12:45:00;20;87;68;61;56;2;7;0;0;7;11;56
2020-07-09 13:00:00;16;101;59;58;57;3;4;0;0;20;11;0
2020-07-09 13:15:00;24;76;67;56;48;0;3;0;0;0;15;25
2020-07-09 13:30:00;25;77;65;80;68;4;3;0;0;21;9;6
2020-07-09 13:45:00;21;86;60;80;73;18;2;0;0;21;4;7
2020-07-09 14:00:00;23;92;57;39;81;13;4;0;1;60;3;0
2020-07-09 14:15:00;20;118;87;59;89;0;6;0;0;1;10;21
2020-07-09 14:30:00;20;92;76;60;76;4;1;0;0;24;2;2
2020-07-09 14:45:00;11;96;89;62;54;2;8;0;0;9;10;13
2020-07-09 15:00:00;17;84;85;65;65;5;14;0;0;5;8;4
2020-07-09 15:15:00;22;96;75;67;55;4;0;0;0;8;8;49
2020-07-09 15:30:00;21;102;83;78;59;3;5;0;0;9;5;33
2020-07-09 15:45:00;23;103;103;86;72;0;4;0;0;6;23;201
2020-07-09 16:00:00;26;133;107;77;69;1;1;0;0;5;12;2
2020-07-09 16:15:00;20;121;116;66;82;2;1;0;4;7;6;13
2020-07-09 16:30:00;25;111;124;74;73;3;0;0;0;12;13;28
2020-07-09 16:45:00;25;119;81;91;84;2;3;0;0;33;10;6
2020-07-09 17:00:00;19;119;90;74;67;3;4;0;0;10;5;11
2020-07-09 17:15:00;53;110;105;85;60;1;3;0;0;11;1;0
2020-07-09 17:30:00;25;98;94;67;67;8;0;0;0;0;2;9
2020-07-09 17:45:00;17;101;85;56;94;2;2;0;1;24;10;4
2020-07-09 18:00:00;16;102;76;31;88;3;10;0;1;6;10;11
2020-07-09 18:15:00;20;78;71;63;63;5;3;0;0;17;5;6
2020-07-09 18:30:00;16;87;65;66;56;2;3;0;0;15;4;0
2020-07-09 18:45:00;22;71;63;53;56;4;5;0;0;9;1;5
2020-07-09 19:00:00;13;59;62;50;40;3;2;0;0;25;7;3
2020-07-09 19:15:00;12;57;55;43;43;4;5;0;0;83;8;29
2020-07-09 19:30:00;13;46;33;51;39;2;1;0;0;8;5;63
2020-07-09 19:45:00;14;53;49;43;32;2;3;0;0;7;2;12
2020-07-09 20:00:00;10;41;38;46;34;7;4;0;0;54;7;9
2020-07-09 20:15:00;12;31;44;45;41;6;3;0;0;5;3;1
2020-07-09 20:30:00;10;35;25;45;30;0;3;0;0;3;3;26
2020-07-09 20:45:00;17;38;42;43;41;0;1;0;0;1;8;0
2020-07-09 21:00:00;16;39;33;34;31;2;7;0;0;25;7;2
