DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-05-28 00:00:00;7;10;0;6;16;3;0;0;0;0;0;0;0;0
2020-05-28 00:15:00;9;13;0;11;8;0;1;1;2;0;0;0;0;0
2020-05-28 00:30:00;5;9;0;7;8;0;0;1;0;0;0;0;0;0
2020-05-28 00:45:00;7;8;0;10;12;4;2;1;1;0;0;0;0;0
2020-05-28 01:00:00;0;13;0;5;7;1;0;0;0;0;0;0;0;0
2020-05-28 01:15:00;8;8;0;3;12;1;1;1;1;0;0;0;0;0
2020-05-28 01:30:00;5;7;0;6;3;0;0;0;0;0;0;0;0;0
2020-05-28 01:45:00;3;1;0;8;6;2;1;0;0;0;0;0;0;0
2020-05-28 02:00:00;4;6;0;1;7;3;0;1;0;0;0;0;0;0
2020-05-28 02:15:00;3;3;0;4;5;1;0;0;0;0;0;0;0;0
2020-05-28 02:30:00;1;4;0;0;2;1;0;0;0;0;0;0;0;0
2020-05-28 02:45:00;1;7;0;8;6;5;0;1;0;0;0;0;0;0
2020-05-28 03:00:00;5;5;0;4;5;2;0;1;1;0;0;0;0;0
2020-05-28 03:15:00;1;6;0;5;6;3;1;1;0;0;0;0;0;0
2020-05-28 03:30:00;2;3;0;1;5;0;2;2;0;0;1;0;0;0
2020-05-28 03:45:00;4;6;0;3;7;0;0;1;0;0;0;0;0;0
2020-05-28 04:00:00;4;4;0;4;9;0;1;0;0;0;0;0;0;0
2020-05-28 04:15:00;6;7;0;10;12;1;0;0;0;0;0;0;0;0
2020-05-28 04:30:00;6;15;0;11;11;0;1;0;0;0;0;0;0;0
2020-05-28 04:45:00;16;19;0;9;18;3;1;0;0;0;0;0;0;0
2020-05-28 05:00:00;23;40;0;19;23;2;0;0;0;0;0;0;0;0
2020-05-28 05:15:00;70;61;0;14;43;3;2;2;0;0;0;0;0;0
2020-05-28 05:30:00;87;116;0;28;47;5;2;4;2;1;0;0;0;0
2020-05-28 05:45:00;72;88;0;36;50;16;1;0;2;0;0;0;0;0
2020-05-28 06:00:00;52;98;0;51;78;14;0;2;0;0;0;0;0;0
2020-05-28 06:15:00;67;96;0;53;77;17;3;6;6;2;0;0;1;0
2020-05-28 06:30:00;38;54;0;18;28;13;0;3;0;0;0;0;0;0
2020-05-28 06:45:00;118;169;1;60;84;32;6;17;4;3;0;0;1;0
2020-05-28 07:00:00;116;162;0;66;79;48;1;15;3;6;9;2;0;0
2020-05-28 07:15:00;115;160;1;82;101;74;13;22;6;20;0;1;13;0
2020-05-28 07:30:00;150;188;0;94;95;106;25;36;13;29;1;2;4;0
2020-05-28 07:45:00;147;183;2;80;81;87;24;41;23;9;4;7;5;0
2020-05-28 08:00:00;116;158;0;94;99;77;7;26;11;11;1;5;0;0
2020-05-28 08:15:00;93;135;1;83;92;48;9;23;8;10;0;0;2;0
2020-05-28 08:30:00;89;146;0;72;84;48;10;30;4;15;4;1;4;0
2020-05-28 08:45:00;111;137;2;71;100;72;12;20;13;14;1;0;9;0
2020-05-28 09:00:00;88;125;2;36;117;46;7;17;8;20;1;0;9;2
2020-05-28 09:15:00;86;148;0;75;82;51;11;20;19;9;0;0;4;3
2020-05-28 09:30:00;101;149;1;76;96;79;22;26;12;15;1;1;0;0
2020-05-28 09:45:00;99;156;2;75;90;51;14;32;14;5;0;1;4;0
2020-05-28 10:00:00;85;136;2;79;96;47;12;25;13;4;1;0;0;0
2020-05-28 10:15:00;87;149;1;68;94;40;14;27;20;4;2;0;11;0
2020-05-28 10:30:00;102;160;2;88;109;54;7;27;15;13;2;8;0;3
2020-05-28 10:45:00;100;154;4;99;118;59;11;21;19;6;10;0;4;4
2020-05-28 11:00:00;93;155;3;82;111;56;12;29;12;5;3;1;2;2
2020-05-28 11:15:00;90;145;1;84;103;55;20;35;34;12;6;2;6;4
2020-05-28 11:30:00;86;141;2;82;107;44;22;33;13;4;0;5;1;0
2020-05-28 11:45:00;87;143;5;86;106;49;19;37;13;3;5;1;3;1
2020-05-28 12:00:00;88;109;1;85;105;43;16;27;13;7;2;3;1;0
2020-05-28 12:15:00;94;132;2;101;126;32;24;34;18;5;4;0;11;5
2020-05-28 12:30:00;104;146;6;88;114;36;12;31;19;1;3;1;0;1
2020-05-28 12:45:00;87;129;2;104;119;79;12;28;14;9;11;2;0;0
2020-05-28 13:00:00;113;158;2;93;123;58;27;40;22;7;16;6;5;8
2020-05-28 13:15:00;131;160;2;96;115;59;13;24;20;5;8;0;8;2
2020-05-28 13:30:00;143;175;2;111;124;70;15;37;9;11;0;7;0;0
2020-05-28 13:45:00;151;186;1;83;109;42;13;25;15;10;2;5;12;2
2020-05-28 14:00:00;126;156;2;124;131;57;10;24;16;10;8;0;6;1
2020-05-28 14:15:00;100;146;1;118;124;73;10;25;14;8;0;2;7;0
2020-05-28 14:30:00;118;147;0;128;116;73;13;28;11;8;3;6;13;1
2020-05-28 14:45:00;105;157;0;123;111;78;13;28;9;13;6;6;0;2
2020-05-28 15:00:00;101;132;2;128;131;66;22;32;15;12;3;0;2;2
2020-05-28 15:15:00;112;148;1;127;127;81;21;30;12;15;5;1;37;3
2020-05-28 15:30:00;98;147;6;113;123;64;24;40;9;11;8;8;1;0
2020-05-28 15:45:00;115;163;1;128;135;69;15;29;6;20;13;10;7;13
2020-05-28 16:00:00;100;148;4;113;105;68;23;39;10;10;4;4;10;2
2020-05-28 16:15:00;112;149;1;126;112;79;21;37;18;10;4;0;13;2
2020-05-28 16:30:00;121;159;1;126;109;114;27;35;14;6;3;11;30;4
2020-05-28 16:45:00;106;135;2;119;106;89;14;36;12;8;7;3;6;2
2020-05-28 17:00:00;127;160;1;102;97;90;32;46;10;16;1;32;6;0
2020-05-28 17:15:00;126;167;2;117;124;63;20;43;12;8;2;5;17;0
2020-05-28 17:30:00;93;148;0;124;124;58;26;44;16;11;12;15;21;1
2020-05-28 17:45:00;113;150;5;97;97;61;25;37;8;18;1;4;4;0
2020-05-28 18:00:00;105;141;1;111;114;62;20;37;15;15;8;12;46;4
2020-05-28 18:15:00;112;149;1;100;108;55;22;31;11;9;2;11;42;1
2020-05-28 18:30:00;98;120;3;91;91;44;10;30;11;10;8;7;5;2
2020-05-28 18:45:00;91;128;1;86;101;44;9;22;15;9;11;5;8;0
2020-05-28 19:00:00;70;120;1;68;80;37;12;24;7;4;2;2;6;0
2020-05-28 19:15:00;74;111;1;77;85;41;11;19;5;1;2;9;4;20
2020-05-28 19:30:00;61;92;0;63;75;30;5;20;11;4;0;2;2;0
2020-05-28 19:45:00;62;82;0;58;72;41;5;11;3;7;5;0;5;1
2020-05-28 20:00:00;63;98;0;73;96;31;9;21;15;7;0;7;22;0
2020-05-28 20:15:00;54;87;0;44;76;24;17;14;7;12;16;1;25;2
2020-05-28 20:30:00;48;79;0;45;67;16;5;17;9;2;1;2;2;0
2020-05-28 20:45:00;58;77;0;34;58;18;6;16;6;5;3;8;0;0
2020-05-28 21:00:00;50;73;0;40;44;18;8;12;9;1;2;0;1;1
2020-05-28 21:15:00;58;74;0;37;36;18;6;12;7;5;0;1;0;0
2020-05-28 21:30:00;40;61;2;38;46;4;4;12;5;1;0;0;0;0
2020-05-28 21:45:00;25;46;0;70;76;14;6;7;3;0;0;0;0;0
2020-05-28 22:00:00;34;53;0;76;90;14;4;6;3;4;0;0;0;0
2020-05-28 22:15:00;21;40;1;50;82;11;6;7;2;1;0;0;0;0
2020-05-28 22:30:00;27;34;1;18;35;11;4;9;5;1;0;0;0;0
2020-05-28 22:45:00;18;25;0;19;23;9;3;5;2;0;0;0;0;0
2020-05-28 23:00:00;19;24;0;17;20;5;1;2;1;0;1;0;0;0
2020-05-28 23:15:00;26;22;0;16;22;5;2;2;3;0;3;0;0;0
2020-05-28 23:30:00;24;20;0;10;11;1;1;4;1;2;0;0;0;0
2020-05-28 23:45:00;10;17;0;6;12;4;0;1;0;0;0;0;1;0
