DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2019-09-04 00:00:00;10;9;0;5;10;5;6;0;0;1;0;0;0;0
2019-09-04 00:15:00;11;12;0;6;13;0;1;0;0;0;0;0;0;0
2019-09-04 00:30:00;8;15;0;2;8;0;1;0;0;0;0;0;0;0
2019-09-04 00:45:00;8;14;0;4;11;4;0;0;0;1;0;0;0;0
2019-09-04 01:00:00;3;11;0;3;6;1;2;0;0;0;1;0;0;0
2019-09-04 01:15:00;2;7;0;9;8;5;2;0;0;0;0;0;0;0
2019-09-04 01:30:00;2;2;0;2;13;1;1;0;0;0;0;0;0;0
2019-09-04 01:45:00;2;2;0;6;7;3;1;0;0;0;0;0;0;0
2019-09-04 02:00:00;5;9;0;2;4;2;1;0;0;0;0;0;0;0
2019-09-04 02:15:00;2;2;0;3;3;1;0;0;0;0;0;0;0;0
2019-09-04 02:30:00;5;4;0;3;5;2;0;0;0;0;0;0;0;0
2019-09-04 02:45:00;3;6;0;5;5;1;2;0;0;0;0;0;0;0
2019-09-04 03:00:00;2;3;0;7;7;1;0;0;0;0;0;0;0;0
2019-09-04 03:15:00;5;4;0;6;3;0;0;0;0;0;0;0;0;0
2019-09-04 03:30:00;1;2;0;2;7;1;0;0;0;0;0;0;0;0
2019-09-04 03:45:00;3;8;0;5;6;0;0;0;0;0;0;0;0;0
2019-09-04 04:00:00;4;4;0;4;5;0;0;0;0;0;0;0;0;0
2019-09-04 04:15:00;9;7;0;6;20;0;0;0;0;0;1;0;0;0
2019-09-04 04:30:00;2;12;0;8;10;1;2;0;0;0;0;0;0;0
2019-09-04 04:45:00;13;22;0;16;15;2;0;0;0;0;0;0;0;0
2019-09-04 05:00:00;36;36;0;21;23;2;1;0;0;0;0;0;0;0
2019-09-04 05:15:00;91;113;1;19;35;6;2;0;0;0;0;0;0;0
2019-09-04 05:30:00;90;128;0;38;48;8;0;0;0;3;1;0;0;2
2019-09-04 05:45:00;87;108;0;48;63;14;2;0;0;3;0;0;0;0
2019-09-04 06:00:00;71;88;0;56;73;13;2;0;0;2;0;8;0;0
2019-09-04 06:15:00;98;148;0;65;84;27;10;0;0;5;0;0;0;0
2019-09-04 06:30:00;165;194;0;67;109;38;10;0;0;3;0;0;0;0
2019-09-04 06:45:00;159;180;0;62;79;33;19;0;0;4;0;0;0;0
2019-09-04 07:00:00;163;185;1;62;71;55;13;0;0;10;0;0;0;0
2019-09-04 07:15:00;140;189;1;86;99;54;20;0;0;20;0;0;0;0
2019-09-04 07:30:00;140;179;0;91;115;64;37;0;0;12;4;0;0;1
2019-09-04 07:45:00;137;167;0;70;97;64;27;0;0;18;3;0;2;1
2019-09-04 08:00:00;125;158;1;68;77;68;28;0;0;19;0;2;6;0
2019-09-04 08:15:00;148;176;1;84;83;58;22;0;0;27;2;2;0;2
2019-09-04 08:30:00;111;139;2;82;96;70;19;0;0;23;0;1;6;0
2019-09-04 08:45:00;123;157;5;80;76;54;27;0;0;11;1;0;0;0
2019-09-04 09:00:00;93;131;2;83;97;54;21;0;0;15;1;0;2;1
2019-09-04 09:15:00;88;140;3;69;102;48;14;0;0;12;13;0;1;1
2019-09-04 09:30:00;77;134;2;83;101;63;16;0;0;8;2;0;1;1
2019-09-04 09:45:00;93;142;1;65;82;55;28;0;0;18;1;3;4;1
2019-09-04 10:00:00;77;157;4;79;78;55;23;0;0;19;2;3;0;3
2019-09-04 10:15:00;93;132;1;86;103;44;23;0;0;19;1;0;5;5
2019-09-04 10:30:00;80;128;3;76;107;60;20;0;0;12;2;4;1;3
2019-09-04 10:45:00;83;135;1;84;111;59;24;0;0;7;3;1;2;3
2019-09-04 11:00:00;84;135;3;84;107;51;32;0;0;11;4;2;5;2
2019-09-04 11:15:00;79;138;1;87;111;55;25;0;0;14;8;2;15;6
2019-09-04 11:30:00;80;139;2;87;101;54;28;0;0;8;3;8;16;3
2019-09-04 11:45:00;103;154;1;89;108;48;27;0;0;23;7;3;4;10
2019-09-04 12:00:00;84;125;2;75;85;37;16;0;0;6;3;1;0;24
2019-09-04 12:15:00;88;147;3;100;101;42;25;0;0;8;7;0;2;10
2019-09-04 12:30:00;83;132;0;99;111;41;23;0;0;10;4;10;6;10
2019-09-04 12:45:00;94;170;3;90;104;51;37;0;0;14;5;0;0;31
2019-09-04 13:00:00;107;140;4;84;115;43;27;0;0;6;11;7;0;3
