DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2019-12-10 00:00:00;1;1;0;0;0;0
2019-12-10 00:15:00;2;1;0;0;0;0
2019-12-10 00:30:00;1;1;0;0;0;0
2019-12-10 00:45:00;0;0;0;0;0;0
2019-12-10 01:00:00;0;0;0;0;0;0
2019-12-10 01:15:00;0;1;0;0;0;0
2019-12-10 01:30:00;0;0;0;0;0;0
2019-12-10 01:45:00;0;0;0;0;0;0
2019-12-10 02:00:00;2;0;0;0;0;0
2019-12-10 02:15:00;0;0;0;0;0;0
2019-12-10 02:30:00;0;0;0;0;0;0
2019-12-10 02:45:00;1;0;0;0;0;0
2019-12-10 03:00:00;1;0;0;0;0;0
2019-12-10 03:15:00;0;2;0;0;0;0
2019-12-10 03:30:00;0;0;0;0;0;0
2019-12-10 03:45:00;0;0;0;0;0;0
2019-12-10 04:00:00;2;2;0;1;0;0
2019-12-10 04:15:00;2;3;0;0;0;0
2019-12-10 04:30:00;1;0;0;0;0;0
2019-12-10 04:45:00;0;2;0;0;0;0
2019-12-10 05:00:00;1;2;0;0;0;0
2019-12-10 05:15:00;4;1;0;0;0;0
2019-12-10 05:30:00;6;3;0;0;0;0
2019-12-10 05:45:00;11;2;0;0;0;0
2019-12-10 06:00:00;9;11;0;0;0;0
2019-12-10 06:15:00;4;3;0;0;0;0
2019-12-10 06:30:00;9;9;0;0;0;0
2019-12-10 06:45:00;8;7;0;2;0;0
2019-12-10 07:00:00;17;4;1;0;0;0
2019-12-10 07:15:00;25;7;0;0;0;0
2019-12-10 07:30:00;38;8;0;1;0;0
2019-12-10 07:45:00;38;25;1;1;0;0
2019-12-10 08:00:00;22;17;0;0;0;0
2019-12-10 08:15:00;22;10;0;1;0;0
2019-12-10 08:30:00;14;14;0;0;0;0
2019-12-10 08:45:00;9;7;0;0;0;0
2019-12-10 09:00:00;5;10;0;0;0;0
2019-12-10 09:15:00;11;3;1;0;0;0
2019-12-10 09:30:00;7;2;0;1;0;0
2019-12-10 09:45:00;16;7;0;0;0;0
2019-12-10 10:00:00;12;6;0;0;0;0
2019-12-10 10:15:00;8;7;0;0;0;0
2019-12-10 10:30:00;10;10;0;1;0;0
2019-12-10 10:45:00;12;9;0;2;0;0
2019-12-10 11:00:00;11;16;0;0;0;0
2019-12-10 11:15:00;12;7;1;1;0;0
2019-12-10 11:30:00;6;8;2;0;0;0
2019-12-10 11:45:00;3;12;0;0;0;0
2019-12-10 12:00:00;10;1;0;0;0;0
2019-12-10 12:15:00;8;7;0;0;0;0
2019-12-10 12:30:00;10;5;0;0;0;0
2019-12-10 12:45:00;10;12;0;0;0;0
2019-12-10 13:00:00;16;5;0;0;0;0
2019-12-10 13:15:00;10;17;0;2;0;0
2019-12-10 13:30:00;5;8;0;0;0;0
2019-12-10 13:45:00;12;9;0;0;0;0
2019-12-10 14:00:00;12;10;1;2;0;0
2019-12-10 14:15:00;11;5;1;0;0;0
2019-12-10 14:30:00;13;13;1;1;0;0
2019-12-10 14:45:00;5;6;0;0;0;0
2019-12-10 15:00:00;7;12;3;2;0;0
2019-12-10 15:15:00;7;11;0;1;0;0
2019-12-10 15:30:00;11;21;0;1;0;0
2019-12-10 15:45:00;9;17;0;1;0;0
2019-12-10 16:00:00;15;29;1;0;0;0
2019-12-10 16:15:00;17;27;1;0;0;0
2019-12-10 16:30:00;13;28;0;0;0;0
2019-12-10 16:45:00;13;14;1;0;0;0
2019-12-10 17:00:00;27;20;2;0;0;0
2019-12-10 17:15:00;25;17;0;0;0;0
2019-12-10 17:30:00;12;14;1;0;0;0
2019-12-10 17:45:00;12;3;1;2;0;0
2019-12-10 18:00:00;22;12;0;0;0;0
2019-12-10 18:15:00;15;14;0;0;0;0
2019-12-10 18:30:00;8;3;0;0;0;0
2019-12-10 18:45:00;12;3;1;0;0;0
2019-12-10 19:00:00;4;12;1;0;0;0
2019-12-10 19:15:00;5;8;1;0;0;0
2019-12-10 19:30:00;5;10;0;0;0;0
2019-12-10 19:45:00;6;5;0;0;0;0
2019-12-10 20:00:00;3;5;0;0;0;0
2019-12-10 20:15:00;3;3;0;0;0;0
2019-12-10 20:30:00;2;11;0;0;0;0
2019-12-10 20:45:00;0;1;0;0;0;0
2019-12-10 21:00:00;0;3;0;0;0;0
2019-12-10 21:15:00;3;2;0;0;0;0
2019-12-10 21:30:00;4;1;0;0;0;0
2019-12-10 21:45:00;3;1;0;0;0;0
2019-12-10 22:00:00;2;1;0;0;0;0
2019-12-10 22:15:00;3;0;0;0;0;0
2019-12-10 22:30:00;9;4;0;0;0;0
2019-12-10 22:45:00;1;2;0;0;0;0
2019-12-10 23:00:00;2;1;0;0;0;0
2019-12-10 23:15:00;2;1;0;0;0;0
2019-12-10 23:30:00;2;2;0;0;0;0
