DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-10-19 00:00:00;5;0;1;0;3;6;10;0;0;0;0;0;0;0
2020-10-19 00:15:00;6;0;0;0;7;7;13;0;0;0;0;0;0;0
2020-10-19 00:30:00;6;2;3;2;1;8;7;0;0;0;0;0;0;0
2020-10-19 00:45:00;8;1;1;1;3;6;11;0;0;0;0;0;0;0
2020-10-19 01:00:00;8;1;0;0;1;4;7;0;0;0;0;0;0;0
2020-10-19 01:15:00;5;0;1;1;1;4;4;0;0;0;0;0;0;0
2020-10-19 01:30:00;1;0;2;0;1;8;3;0;0;0;0;0;0;0
2020-10-19 01:45:00;2;0;1;0;5;8;4;0;0;0;0;0;0;0
2020-10-19 02:00:00;6;3;0;2;2;9;12;0;0;0;0;0;0;0
2020-10-19 02:15:00;4;0;0;0;3;8;4;0;0;0;0;0;0;0
2020-10-19 02:30:00;2;2;0;2;1;3;3;0;0;0;0;0;0;0
2020-10-19 02:45:00;5;0;1;0;5;9;2;0;0;0;0;0;0;0
2020-10-19 03:00:00;2;2;0;0;0;3;4;0;0;0;0;0;0;0
2020-10-19 03:15:00;4;0;0;1;1;3;9;0;0;0;0;0;0;0
2020-10-19 03:30:00;5;0;2;0;4;13;2;0;0;0;0;0;0;0
2020-10-19 03:45:00;7;1;0;0;2;7;4;0;0;0;0;0;0;0
2020-10-19 04:00:00;5;1;0;0;2;16;4;0;0;0;0;0;0;0
2020-10-19 04:15:00;7;1;0;0;6;18;13;0;0;0;0;0;0;0
2020-10-19 04:30:00;12;1;3;1;5;24;14;0;0;0;0;0;0;0
2020-10-19 04:45:00;21;1;1;1;6;26;26;0;0;0;0;0;0;0
2020-10-19 05:00:00;59;1;2;0;12;45;70;0;0;0;0;0;0;0
2020-10-19 05:15:00;123;7;5;5;10;60;131;0;0;0;0;0;0;0
2020-10-19 05:30:00;109;10;16;7;17;55;136;0;0;0;0;0;0;0
2020-10-19 05:45:00;87;7;14;7;20;59;113;0;0;0;0;0;0;0
2020-10-19 06:00:00;76;8;15;5;25;57;92;2;0;0;0;0;0;0
2020-10-19 06:15:00;83;10;19;7;43;81;117;0;0;2;0;0;0;0
2020-10-19 06:30:00;133;15;26;9;42;114;151;0;0;0;0;0;0;0
2020-10-19 06:45:00;129;27;35;15;43;92;172;0;0;0;0;0;0;0
2020-10-19 07:00:00;146;25;26;17;47;122;177;0;0;0;0;0;0;0
2020-10-19 07:15:00;156;39;40;30;64;125;172;0;1;0;0;0;0;1
2020-10-19 07:30:00;134;57;56;36;84;108;133;7;0;6;0;0;0;0
2020-10-19 07:45:00;131;60;47;35;98;123;136;7;0;6;0;0;0;0
2020-10-19 08:00:00;162;47;20;16;63;109;177;2;4;0;0;0;0;0
2020-10-19 08:15:00;126;35;35;19;58;100;151;0;0;0;0;0;0;0
2020-10-19 08:30:00;113;25;32;24;71;115;137;4;0;1;0;0;0;0
2020-10-19 08:45:00;93;27;24;17;64;125;127;2;0;3;0;0;0;0
2020-10-19 09:00:00;102;18;19;11;51;110;140;2;4;0;1;1;1;0
2020-10-19 09:15:00;95;19;29;20;64;118;121;11;0;0;0;0;0;0
2020-10-19 09:30:00;102;17;20;19;63;115;138;15;0;0;0;0;0;0
2020-10-19 09:45:00;98;28;28;17;54;122;140;2;0;5;0;0;0;0
2020-10-19 10:00:00;83;24;31;13;78;136;141;0;0;1;0;0;0;0
2020-10-19 10:15:00;89;24;23;20;70;138;141;0;0;5;0;0;0;0
2020-10-19 10:30:00;105;33;32;12;68;139;142;2;0;5;0;0;0;0
2020-10-19 10:45:00;97;26;29;20;62;126;153;10;0;3;0;0;0;0
2020-10-19 11:00:00;98;27;25;19;64;108;128;2;0;0;0;0;0;0
2020-10-19 11:15:00;105;24;32;13;65;128;136;1;0;0;0;0;0;0
2020-10-19 11:30:00;96;24;28;20;79;128;137;2;0;0;0;0;0;0
2020-10-19 11:45:00;89;23;27;12;75;150;134;0;0;7;1;1;1;0
2020-10-19 12:00:00;93;25;30;26;88;132;122;2;0;0;0;0;0;0
2020-10-19 12:15:00;111;19;24;15;85;140;144;0;0;2;0;0;0;0
2020-10-19 12:30:00;96;16;29;19;89;131;148;5;0;1;0;0;0;0
2020-10-19 12:45:00;111;23;34;15;90;131;139;2;0;0;0;0;0;0
2020-10-19 13:00:00;110;32;31;23;77;134;154;3;0;5;0;0;0;0
2020-10-19 13:15:00;134;35;35;19;78;147;158;0;0;11;0;0;0;1
2020-10-19 13:30:00;141;31;22;19;69;129;177;0;0;7;0;0;0;0
2020-10-19 13:45:00;130;30;38;23;83;130;173;0;0;12;0;0;0;0
2020-10-19 14:00:00;105;34;42;28;95;153;143;0;6;2;0;0;0;0
2020-10-19 14:15:00;100;22;48;18;103;144;139;3;0;13;33;33;33;0
2020-10-19 14:30:00;112;42;49;27;119;151;145;1;0;1;0;0;0;1
2020-10-19 14:45:00;118;46;48;21;121;132;146;0;0;0;0;0;0;4
2020-10-19 15:00:00;124;38;58;25;112;116;135;0;0;10;2;2;2;0
2020-10-19 15:15:00;99;37;48;22;111;125;140;0;0;9;4;4;4;0
2020-10-19 15:30:00;107;37;55;26;106;104;130;3;0;4;6;6;6;0
2020-10-19 15:45:00;129;44;57;19;103;99;147;0;0;12;0;0;0;0
2020-10-19 16:00:00;120;38;56;18;98;109;165;0;0;6;0;0;0;0
2020-10-19 16:15:00;111;35;79;31;114;104;133;7;0;10;0;0;0;1
2020-10-19 16:30:00;121;43;59;25;102;97;144;3;0;0;0;0;0;0
2020-10-19 16:45:00;126;36;81;30;88;85;146;0;0;20;0;0;0;0
2020-10-19 17:00:00;103;36;58;26;127;112;127;5;0;0;1;1;1;0
2020-10-19 17:15:00;96;64;51;19;111;101;80;0;0;9;0;0;0;0
2020-10-19 17:30:00;60;63;48;20;109;85;63;1;0;5;0;0;0;0
2020-10-19 17:45:00;73;73;63;21;102;91;83;1;0;1;0;0;0;0
2020-10-19 18:00:00;90;73;58;24;96;108;82;7;0;2;0;0;0;0
2020-10-19 18:15:00;78;72;46;34;98;111;74;3;0;5;0;0;0;0
2020-10-19 18:30:00;80;84;34;17;76;125;78;0;0;0;0;0;0;0
2020-10-19 18:45:00;102;38;23;20;80;110;129;6;0;2;0;0;0;0
2020-10-19 19:00:00;72;14;30;21;73;104;109;14;0;1;0;0;0;0
2020-10-19 19:15:00;64;13;20;12;61;94;100;1;0;0;0;0;0;0
2020-10-19 19:30:00;59;14;14;17;55;97;75;5;0;1;0;0;0;0
2020-10-19 19:45:00;50;14;10;8;40;73;78;0;0;1;0;0;0;0
2020-10-19 20:00:00;49;9;16;9;58;85;73;0;0;0;0;0;0;0
2020-10-19 20:15:00;46;8;11;8;45;89;67;0;0;0;0;0;0;0
2020-10-19 20:30:00;49;12;8;4;31;71;74;1;0;0;0;0;0;0
2020-10-19 20:45:00;35;3;6;4;25;66;74;0;0;0;0;0;0;0
2020-10-19 21:00:00;71;9;8;9;26;49;100;0;0;0;0;0;0;0
2020-10-19 21:15:00;64;11;8;5;27;61;92;0;0;0;0;0;0;0
2020-10-19 21:30:00;45;3;5;4;19;55;64;0;0;5;0;0;0;0
2020-10-19 21:45:00;25;5;5;3;33;61;44;0;0;0;0;0;0;0
2020-10-19 22:00:00;26;2;14;7;66;109;22;0;0;0;0;0;0;0
2020-10-19 22:15:00;24;9;15;7;46;73;38;0;0;0;0;0;0;0
2020-10-19 22:30:00;24;2;7;3;24;48;28;0;0;0;0;0;0;0
2020-10-19 22:45:00;19;3;3;3;8;28;23;0;0;0;0;0;0;0
2020-10-19 23:00:00;11;2;3;2;9;25;18;0;0;0;0;0;0;0
2020-10-19 23:15:00;12;4;4;6;6;32;23;0;0;0;0;0;0;0
2020-10-19 23:30:00;16;1;1;0;7;19;12;0;0;0;0;0;0;0
2020-10-19 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
