DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-12-24 00:00:00;1;0;0;0;0;0;0;0;0;1;2;0;1
2020-12-24 00:15:00;0;0;0;1;0;2;2;0;0;0;0;0;0
2020-12-24 00:30:00;2;0;0;0;1;1;1;1;1;0;1;0;0
2020-12-24 00:45:00;2;0;0;2;2;2;2;0;0;0;0;0;0
2020-12-24 01:00:00;2;1;0;0;0;4;3;0;0;1;0;0;0
2020-12-24 01:15:00;0;0;0;1;0;2;1;3;2;0;0;0;0
2020-12-24 01:30:00;1;0;0;0;0;1;1;0;0;0;0;0;0
2020-12-24 01:45:00;0;0;1;1;1;0;0;0;0;2;2;0;1
2020-12-24 02:00:00;0;0;0;0;0;2;1;0;0;0;0;0;0
2020-12-24 02:15:00;1;0;0;0;0;1;3;1;1;0;0;0;0
2020-12-24 02:30:00;2;0;0;0;0;3;3;0;0;1;2;0;0
2020-12-24 02:45:00;1;0;0;0;0;4;4;0;0;0;0;0;0
2020-12-24 03:00:00;2;0;0;0;0;2;1;0;0;1;0;0;0
2020-12-24 03:15:00;0;0;0;0;1;3;2;1;1;0;0;0;0
2020-12-24 03:30:00;2;0;0;1;1;2;2;0;0;0;0;0;0
2020-12-24 03:45:00;2;1;0;0;1;0;0;0;0;2;1;0;0
2020-12-24 04:00:00;0;0;1;1;0;3;3;1;1;0;0;0;1
2020-12-24 04:15:00;3;0;1;2;2;1;3;1;1;0;0;0;1
2020-12-24 04:30:00;2;0;1;1;1;9;10;5;0;0;0;0;1
2020-12-24 04:45:00;4;0;1;3;1;7;4;1;0;2;0;0;1
2020-12-24 05:00:00;4;1;1;3;6;13;6;0;0;3;4;0;1
2020-12-24 05:15:00;5;3;0;1;5;8;11;4;1;1;1;0;0
2020-12-24 05:30:00;13;5;5;3;9;9;4;1;2;4;0;0;5
2020-12-24 05:45:00;4;2;3;5;3;16;14;3;1;1;1;0;3
2020-12-24 06:00:00;6;1;2;4;2;10;8;1;0;1;0;0;2
2020-12-24 06:15:00;2;2;0;2;4;12;9;3;1;1;0;0;0
2020-12-24 06:30:00;8;2;3;3;5;13;12;4;1;1;4;0;2
2020-12-24 06:45:00;13;2;4;5;6;18;19;5;4;2;2;1;5
2020-12-24 07:00:00;11;2;3;14;5;12;8;7;6;5;9;5;3
2020-12-24 07:15:00;8;1;4;22;7;14;13;13;9;12;11;2;4
2020-12-24 07:30:00;9;5;4;19;8;20;17;7;7;8;13;1;4
2020-12-24 07:45:00;13;2;2;24;13;15;19;11;9;14;17;5;2
2020-12-24 08:00:00;11;4;4;22;14;20;16;13;10;12;16;1;3
2020-12-24 08:15:00;12;3;2;23;16;29;11;11;10;8;20;5;2
2020-12-24 08:30:00;12;7;3;30;13;28;27;20;14;20;21;5;3
2020-12-24 08:45:00;18;7;5;24;24;27;29;12;10;20;22;5;5
2020-12-24 09:00:00;23;9;7;36;10;27;24;22;19;19;29;9;7
2020-12-24 09:15:00;17;8;6;44;19;34;26;29;24;30;38;9;6
2020-12-24 09:30:00;17;7;3;26;19;31;33;29;20;31;45;11;3
2020-12-24 09:45:00;34;11;13;35;20;38;35;34;23;30;30;10;10
2020-12-24 10:00:00;23;12;10;29;22;37;29;32;28;27;39;8;11
2020-12-24 10:15:00;38;16;10;34;20;39;30;34;17;30;38;11;9
2020-12-24 10:30:00;47;16;9;46;28;34;34;25;26;37;28;7;7
2020-12-24 10:45:00;27;11;13;34;18;32;30;36;24;43;31;4;14
2020-12-24 11:00:00;30;14;11;33;31;36;31;28;18;42;42;12;11
2020-12-24 11:15:00;27;8;9;37;22;50;33;31;26;47;31;8;9
2020-12-24 11:30:00;34;15;9;39;27;45;45;36;26;42;34;8;7
2020-12-24 11:45:00;34;14;12;46;26;39;23;31;26;38;30;10;14
2020-12-24 12:00:00;31;18;15;32;25;53;43;34;21;44;35;10;16
2020-12-24 12:15:00;33;15;12;28;23;48;30;26;18;31;41;5;11
