DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-12-17 00:00:00;2;1;0;2;1;0;1;1;1;2
2020-12-17 00:15:00;1;2;0;1;2;0;2;1;1;1
2020-12-17 00:30:00;2;1;0;2;1;1;1;1;1;1
2020-12-17 00:45:00;2;0;0;2;2;2;2;0;0;1
2020-12-17 01:00:00;5;2;1;7;2;1;2;5;1;4
2020-12-17 01:15:00;2;0;0;4;1;1;1;3;1;2
2020-12-17 01:30:00;0;0;1;0;0;0;0;0;0;0
2020-12-17 01:45:00;4;3;0;2;0;0;0;1;2;4
2020-12-17 02:00:00;2;2;0;3;2;0;2;2;2;2
2020-12-17 02:15:00;3;0;1;2;2;0;2;2;0;3
2020-12-17 02:30:00;2;1;1;0;0;0;0;0;0;1
2020-12-17 02:45:00;1;0;1;4;2;2;2;4;0;1
2020-12-17 03:00:00;1;1;0;2;2;1;1;1;1;1
2020-12-17 03:15:00;2;2;0;4;2;2;2;1;2;2
2020-12-17 03:30:00;0;0;1;0;3;0;3;0;0;0
2020-12-17 03:45:00;5;3;1;3;4;2;4;1;4;6
2020-12-17 04:00:00;4;2;0;2;2;1;2;2;2;4
2020-12-17 04:15:00;4;4;1;3;5;0;5;2;5;4
2020-12-17 04:30:00;7;4;0;2;9;0;9;1;3;4
2020-12-17 04:45:00;11;10;1;9;15;4;18;6;7;12
2020-12-17 05:00:00;15;7;4;17;29;3;28;17;10;16
2020-12-17 05:15:00;25;12;2;35;48;10;53;39;14;24
2020-12-17 05:30:00;25;15;1;43;53;10;59;42;16;25
2020-12-17 05:45:00;47;31;8;40;62;10;63;42;34;40
2020-12-17 06:00:00;52;43;3;53;41;13;47;39;44;38
2020-12-17 06:15:00;58;33;4;73;67;22;74;67;42;49
2020-12-17 06:30:00;50;34;0;97;79;15;80;88;34;41
2020-12-17 06:45:00;46;33;4;102;79;15;84;105;30;40
2020-12-17 07:00:00;38;31;3;76;60;14;69;71;29;34
2020-12-17 07:15:00;53;37;5;83;84;11;80;87;35;50
2020-12-17 07:30:00;43;34;6;93;72;19;83;84;34;43
2020-12-17 07:45:00;70;35;8;93;78;21;87;77;38;63
2020-12-17 08:00:00;44;36;4;71;66;16;70;61;43;42
2020-12-17 08:15:00;42;31;6;81;64;16;71;77;33;35
2020-12-17 08:30:00;47;30;11;48;58;21;64;50;34;41
2020-12-17 08:45:00;48;29;6;52;50;9;49;44;32;45
2020-12-17 09:00:00;42;30;6;57;50;14;56;49;30;32
2020-12-17 09:15:00;31;33;15;51;61;12;55;43;33;33
2020-12-17 09:30:00;55;40;10;58;63;18;72;52;41;45
2020-12-17 09:45:00;42;53;17;58;63;17;72;58;51;43
2020-12-17 10:00:00;49;36;14;40;55;13;64;32;44;37
2020-12-17 10:15:00;53;44;11;60;73;13;78;53;43;49
2020-12-17 10:30:00;50;36;13;50;58;12;61;48;36;44
2020-12-17 10:45:00;47;48;11;50;67;18;71;47;51;37
2020-12-17 11:00:00;45;45;13;46;62;17;70;43;44;49
2020-12-17 11:15:00;56;43;23;50;69;21;75;41;47;53
2020-12-17 11:30:00;55;46;12;69;70;16;71;59;35;54
2020-12-17 11:45:00;61;74;23;59;61;15;69;47;69;51
2020-12-17 12:00:00;67;62;19;58;56;8;62;47;69;63
2020-12-17 12:15:00;54;48;19;53;68;20;69;50;52;55
2020-12-17 12:30:00;49;51;19;50;52;10;53;40;52;50
2020-12-17 12:45:00;52;47;14;55;56;15;64;47;55;53
2020-12-17 13:00:00;59;48;14;55;66;10;66;44;50;54
2020-12-17 13:15:00;54;50;16;61;75;21;89;59;50;52
2020-12-17 13:30:00;74;49;14;66;81;17;84;54;53;68
2020-12-17 13:45:00;76;63;12;62;73;23;84;53;66;69
2020-12-17 14:00:00;63;53;20;66;71;14;75;58;55;57
2020-12-17 14:15:00;82;55;20;56;72;17;75;52;64;71
2020-12-17 14:30:00;103;79;16;77;65;19;71;56;79;83
2020-12-17 14:45:00;90;86;21;53;76;17;80;48;89;78
2020-12-17 15:00:00;86;69;20;71;81;17;87;64;68;85
2020-12-17 15:15:00;88;68;13;77;83;18;79;64;75;72
2020-12-17 15:30:00;71;64;14;70;73;20;78;58;68;72
2020-12-17 15:45:00;82;70;20;78;105;19;106;75;74;75
2020-12-17 16:00:00;83;72;22;49;77;28;83;45;80;71
2020-12-17 16:15:00;92;85;19;71;96;16;101;58;93;86
2020-12-17 16:30:00;99;94;29;69;108;14;110;60;100;93
2020-12-17 16:45:00;97;80;25;78;97;21;100;71;83;90
2020-12-17 17:00:00;90;83;19;75;90;14;91;64;83;89
2020-12-17 17:15:00;90;78;23;76;89;20;88;66;80;81
2020-12-17 17:30:00;73;65;23;57;68;17;71;44;69;63
2020-12-17 17:45:00;58;48;17;54;48;13;55;53;52;51
2020-12-17 18:00:00;69;41;10;63;71;16;70;55;47;61
2020-12-17 18:15:00;73;57;19;53;53;11;59;46;65;68
2020-12-17 18:30:00;53;47;13;33;46;11;47;25;58;48
2020-12-17 18:45:00;54;30;5;28;51;11;56;25;37;44
2020-12-17 19:00:00;46;33;10;36;33;12;34;32;37;41
2020-12-17 19:15:00;43;27;9;33;38;5;40;25;27;43
2020-12-17 19:30:00;41;37;436;29;37;7;37;21;39;34
2020-12-17 19:45:00;28;20;5;34;32;8;36;27;21;23
2020-12-17 20:00:00;24;31;6;39;34;5;36;36;34;23
2020-12-17 20:15:00;29;29;5;27;35;3;34;25;31;26
2020-12-17 20:30:00;27;20;8;26;32;5;32;27;21;23
2020-12-17 20:45:00;38;33;5;35;38;9;40;28;28;32
2020-12-17 21:00:00;23;17;5;18;36;8;42;22;18;23
2020-12-17 21:15:00;9;6;2;23;35;2;34;21;8;8
2020-12-17 21:30:00;11;5;0;9;17;2;18;9;4;10
2020-12-17 21:45:00;10;6;3;9;7;0;7;9;8;10
2020-12-17 22:00:00;16;19;5;14;14;0;12;14;20;14
2020-12-17 22:15:00;20;12;1;11;15;1;16;9;11;14
2020-12-17 22:30:00;10;4;0;2;7;1;7;3;4;7
2020-12-17 22:45:00;8;4;3;2;6;0;7;3;6;7
2020-12-17 23:00:00;5;3;0;1;4;1;4;3;4;4
2020-12-17 23:15:00;3;2;2;8;6;0;7;5;2;3
2020-12-17 23:30:00;5;3;0;1;3;0;2;0;1;3
2020-12-17 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
