DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-12-25 00:00:00;1;0;0;0;2;1;0;0;0;0;0;0;0
2020-12-25 00:15:00;1;0;0;0;1;2;0;0;1;1;0;0;1
2020-12-25 00:30:00;1;4;2;0;2;1;1;1;1;1;0;0;0
2020-12-25 00:45:00;0;1;1;0;1;0;0;0;0;1;0;0;0
2020-12-25 01:00:00;1;1;0;0;0;0;0;0;0;0;12;0;0
2020-12-25 01:15:00;0;0;0;0;1;1;0;0;0;0;34;0;0
2020-12-25 01:30:00;0;0;0;0;0;0;0;0;2;2;35;0;0
2020-12-25 01:45:00;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-25 02:00:00;0;0;0;1;1;1;0;0;1;0;0;0;0
2020-12-25 02:15:00;0;0;0;0;0;1;2;2;0;0;0;0;0
2020-12-25 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-25 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-25 03:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-25 03:15:00;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-12-25 03:30:00;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-12-25 03:45:00;0;0;0;0;0;0;2;0;0;0;0;0;0
2020-12-25 04:00:00;0;0;0;0;1;1;1;0;0;1;0;0;0
2020-12-25 04:15:00;1;0;0;0;2;3;0;0;0;0;5;0;0
2020-12-25 04:30:00;0;0;0;0;0;0;1;0;0;0;30;0;0
2020-12-25 04:45:00;0;0;0;0;1;0;1;0;1;1;0;0;0
2020-12-25 05:00:00;1;0;0;0;0;2;3;1;2;3;28;0;0
2020-12-25 05:15:00;0;1;0;0;3;5;5;1;5;2;41;0;0
2020-12-25 05:30:00;4;0;0;0;4;4;7;12;3;1;2;0;0
2020-12-25 05:45:00;1;2;0;0;2;1;8;2;4;5;5;0;0
2020-12-25 06:00:00;6;5;0;0;1;0;3;4;2;1;2;0;0
2020-12-25 06:15:00;2;1;0;0;5;5;3;5;5;0;0;0;0
2020-12-25 06:30:00;2;4;0;0;3;6;8;6;1;2;1;0;0
2020-12-25 06:45:00;2;1;1;1;7;5;2;1;7;3;1;0;0
2020-12-25 07:00:00;4;5;0;0;5;4;3;2;4;2;73;0;0
2020-12-25 07:15:00;6;0;0;1;8;6;4;1;3;1;0;0;0
2020-12-25 07:30:00;1;0;0;0;5;4;6;2;5;1;0;0;0
2020-12-25 07:45:00;2;1;0;0;6;5;4;2;5;2;0;0;0
2020-12-25 08:00:00;3;3;0;0;3;5;3;1;0;0;0;0;1
2020-12-25 08:15:00;1;0;0;0;1;1;1;1;1;0;0;0;0
2020-12-25 08:30:00;4;0;0;0;3;4;4;0;5;0;0;0;0
2020-12-25 08:45:00;2;0;0;0;3;6;6;1;6;0;0;0;0
2020-12-25 09:00:00;4;1;0;0;4;3;9;3;2;3;0;1;0
2020-12-25 09:15:00;2;2;2;0;5;7;11;4;5;8;1;0;0
2020-12-25 09:30:00;6;4;1;0;10;9;12;3;8;1;1;0;0
2020-12-25 09:45:00;2;1;0;0;15;15;11;1;7;5;1;1;0
2020-12-25 10:00:00;4;2;0;2;20;16;12;7;6;0;0;0;0
2020-12-25 10:15:00;3;4;1;1;21;17;13;7;14;4;2;0;0
2020-12-25 10:30:00;9;5;0;0;15;22;11;2;9;5;1;0;1
2020-12-25 10:45:00;1;6;1;3;14;21;11;8;16;2;2;1;0
2020-12-25 11:00:00;3;3;1;0;18;15;17;4;11;2;2;0;0
2020-12-25 11:15:00;7;9;2;1;17;23;25;6;14;6;2;0;0
2020-12-25 11:30:00;5;3;0;3;26;34;21;5;11;4;2;0;1
2020-12-25 11:45:00;8;5;2;2;22;22;27;11;15;4;3;1;0
2020-12-25 12:00:00;9;1;0;3;32;32;29;12;16;5;3;0;1
2020-12-25 12:15:00;8;7;0;1;28;27;31;10;17;8;5;0;2
2020-12-25 12:30:00;11;5;3;0;17;24;24;9;13;4;3;1;2
2020-12-25 12:45:00;10;3;1;0;24;35;30;9;13;5;2;0;1
2020-12-25 13:00:00;7;5;1;0;56;54;34;19;15;2;1;0;0
2020-12-25 13:15:00;6;2;0;0;31;28;28;12;11;8;1;0;0
2020-12-25 13:30:00;5;5;3;0;22;31;27;17;7;11;3;0;0
2020-12-25 13:45:00;6;4;0;1;26;24;27;12;19;10;2;0;0
2020-12-25 14:00:00;5;5;0;1;23;29;25;15;22;4;2;1;1
2020-12-25 14:15:00;10;8;0;1;27;30;35;9;20;7;5;0;0
2020-12-25 14:30:00;10;6;0;1;25;39;31;17;17;8;11;1;1
2020-12-25 14:45:00;6;9;2;2;24;24;28;12;20;9;3;0;0
2020-12-25 15:00:00;13;8;0;0;21;29;24;7;20;4;4;0;0
2020-12-25 15:15:00;8;5;0;2;27;25;24;20;15;5;2;2;2
2020-12-25 15:30:00;10;7;1;0;25;19;28;11;17;3;2;0;2
2020-12-25 15:45:00;6;6;1;0;19;30;34;13;14;6;3;0;0
2020-12-25 16:00:00;8;9;1;3;24;33;32;13;13;4;3;0;0
2020-12-25 16:15:00;8;4;0;4;23;36;31;9;21;4;3;0;0
2020-12-25 16:30:00;12;9;2;3;28;25;36;12;10;5;7;0;1
2020-12-25 16:45:00;12;7;0;1;17;21;33;23;18;5;129;0;0
2020-12-25 17:00:00;5;7;1;1;26;32;32;8;16;6;4;0;1
2020-12-25 17:15:00;6;6;2;1;21;25;23;8;15;10;5;0;1
2020-12-25 17:30:00;9;6;1;1;16;22;31;10;17;5;1;0;1
2020-12-25 17:45:00;10;7;1;0;19;18;27;15;22;5;1;0;0
2020-12-25 18:00:00;7;5;0;0;15;18;22;13;11;4;46;0;1
2020-12-25 18:15:00;6;6;0;0;16;20;23;14;21;5;0;0;0
2020-12-25 18:30:00;3;7;2;0;20;32;20;10;10;4;0;0;1
2020-12-25 18:45:00;6;3;0;2;16;21;22;9;9;7;230;1;0
2020-12-25 19:00:00;3;6;0;1;17;28;22;7;10;3;118;0;0
2020-12-25 19:15:00;4;5;2;0;17;16;16;11;14;4;1000;0;0
2020-12-25 19:30:00;6;7;0;1;18;16;19;13;13;1;2163;0;3
2020-12-25 19:45:00;3;6;0;0;15;18;19;10;13;3;1463;0;0
2020-12-25 20:00:00;7;5;1;1;30;26;16;6;10;1;1267;0;0
2020-12-25 20:15:00;6;4;0;0;11;20;27;12;11;5;71;0;0
2020-12-25 20:30:00;4;4;1;0;26;21;27;8;10;2;451;0;0
