DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-11-30 00:00:00;0;4;0;1;1;5;1;4;3;0;5;6;2
2020-11-30 00:15:00;0;3;1;1;1;2;1;2;0;0;2;1;3
2020-11-30 00:30:00;0;4;4;2;2;1;0;3;1;0;4;5;1
2020-11-30 00:45:00;0;3;0;0;0;1;0;2;1;0;2;1;0
2020-11-30 01:00:00;0;3;0;0;0;2;2;8;2;0;1;1;1
2020-11-30 01:15:00;0;3;1;0;2;1;0;1;0;0;1;1;1
2020-11-30 01:30:00;0;0;0;0;0;1;1;1;0;0;0;1;2
2020-11-30 01:45:00;0;1;0;0;0;0;0;0;0;0;1;1;1
2020-11-30 02:00:00;0;1;0;0;1;0;0;2;0;0;2;0;0
2020-11-30 02:15:00;0;1;1;0;0;3;2;0;1;0;3;0;1
2020-11-30 02:30:00;0;1;1;0;3;7;3;2;1;0;1;3;2
2020-11-30 02:45:00;0;0;0;0;0;3;0;1;0;0;2;2;0
2020-11-30 03:00:00;0;2;1;1;1;4;0;1;0;0;1;0;0
2020-11-30 03:15:00;0;0;0;2;3;2;0;2;1;0;1;0;2
2020-11-30 03:30:00;0;2;2;0;0;3;0;2;1;0;3;4;2
2020-11-30 03:45:00;0;1;2;0;0;5;1;3;1;0;1;4;2
2020-11-30 04:00:00;0;1;1;0;1;2;0;2;3;1;3;0;2
2020-11-30 04:15:00;0;5;1;0;4;9;2;5;4;0;3;1;1
2020-11-30 04:30:00;0;4;0;0;4;8;3;8;3;0;16;11;5
2020-11-30 04:45:00;0;8;1;1;2;12;4;7;5;0;14;13;3
2020-11-30 05:00:00;0;6;3;1;9;12;4;29;12;8;45;66;13
2020-11-30 05:15:00;0;12;6;0;2;19;7;48;25;3;62;88;13
2020-11-30 05:30:00;0;16;16;4;12;31;16;66;47;5;73;90;25
2020-11-30 05:45:00;0;15;18;2;19;31;9;39;41;7;52;54;17
2020-11-30 06:00:00;0;20;11;2;11;39;7;66;50;2;54;53;21
2020-11-30 06:15:00;0;20;14;1;22;28;6;56;41;1;49;49;7
2020-11-30 06:30:00;0;25;35;7;28;54;16;107;117;5;72;79;32
2020-11-30 06:45:00;0;38;19;0;35;45;16;86;98;7;65;58;25
2020-11-30 07:00:00;0;40;35;2;43;54;16;100;126;4;52;49;26
2020-11-30 07:15:00;0;42;39;8;38;58;19;124;146;7;69;53;59
2020-11-30 07:30:00;0;60;60;5;51;71;33;144;172;8;82;81;68
2020-11-30 07:45:00;0;67;68;12;51;67;37;93;103;13;69;68;67
2020-11-30 08:00:00;0;63;63;12;54;80;27;88;92;10;76;82;71
2020-11-30 08:15:00;0;47;39;5;44;50;12;67;73;5;62;71;58
2020-11-30 08:30:00;0;55;43;7;38;57;21;92;82;18;65;69;69
2020-11-30 08:45:00;0;44;37;7;40;62;23;77;65;15;54;44;49
2020-11-30 09:00:00;0;51;42;9;33;44;19;62;43;12;37;46;39
2020-11-30 09:15:00;0;48;26;3;42;55;22;82;67;15;52;32;44
2020-11-30 09:30:00;0;48;43;5;43;65;28;73;46;17;61;45;39
2020-11-30 09:45:00;0;45;36;3;41;57;13;66;58;13;55;46;46
2020-11-30 10:00:00;0;51;45;6;49;59;20;52;39;10;53;34;29
2020-11-30 10:15:00;0;49;43;10;48;58;31;68;36;13;60;50;38
2020-11-30 10:30:00;0;44;38;7;50;48;21;71;46;9;58;45;35
2020-11-30 10:45:00;0;72;51;15;49;52;21;83;63;14;55;53;45
