DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2019-10-10 00:00:00;5;8;2;5;2;2;0;0;0;0
2019-10-10 00:15:00;9;8;1;6;1;3;0;0;0;0
2019-10-10 00:30:00;7;7;4;5;1;3;0;0;0;0
2019-10-10 00:45:00;5;2;1;5;1;0;0;0;0;0
2019-10-10 01:00:00;5;2;0;2;0;3;0;0;0;0
2019-10-10 01:15:00;3;8;0;2;0;1;0;0;0;0
2019-10-10 01:30:00;0;2;1;0;0;1;0;0;0;0
2019-10-10 01:45:00;1;3;1;3;1;1;0;0;0;0
2019-10-10 02:00:00;1;2;0;0;1;5;0;0;0;0
2019-10-10 02:15:00;1;3;0;0;1;1;0;0;0;0
2019-10-10 02:30:00;4;6;0;1;1;1;0;0;0;0
2019-10-10 02:45:00;0;0;0;0;2;4;0;0;0;0
2019-10-10 03:00:00;0;0;0;1;1;1;0;0;0;0
2019-10-10 03:15:00;0;0;1;1;1;0;0;0;0;0
2019-10-10 03:30:00;1;1;0;1;0;1;0;0;0;0
2019-10-10 03:45:00;1;0;0;2;0;0;0;0;0;0
2019-10-10 04:00:00;0;2;0;1;3;0;0;0;0;0
2019-10-10 04:15:00;0;0;0;2;1;0;0;0;0;0
2019-10-10 04:30:00;4;5;1;0;1;2;0;0;0;0
2019-10-10 04:45:00;3;3;0;0;0;1;0;0;0;0
2019-10-10 05:00:00;3;7;4;0;0;3;0;0;0;0
2019-10-10 05:15:00;1;8;6;5;7;2;0;0;0;0
2019-10-10 05:30:00;5;7;1;8;4;15;0;0;0;0
2019-10-10 05:45:00;4;14;10;12;8;22;0;0;0;0
2019-10-10 06:00:00;10;11;7;7;11;14;0;0;0;0
2019-10-10 06:15:00;14;26;25;13;22;34;0;0;0;0
2019-10-10 06:30:00;19;31;20;12;20;38;0;0;0;0
2019-10-10 06:45:00;14;33;37;11;40;56;0;0;0;0
2019-10-10 07:00:00;19;33;49;13;50;87;0;0;0;0
2019-10-10 07:15:00;20;38;108;18;37;97;0;0;0;0
2019-10-10 07:30:00;40;55;121;22;68;98;0;0;0;0
2019-10-10 07:45:00;62;65;97;39;86;113;0;0;0;0
2019-10-10 08:00:00;38;66;80;27;88;118;0;0;0;0
2019-10-10 08:15:00;24;46;47;24;71;64;0;0;0;0
2019-10-10 08:30:00;39;30;45;31;45;71;0;0;0;0
2019-10-10 08:45:00;37;39;44;39;49;51;0;0;0;0
2019-10-10 09:00:00;25;41;28;40;42;51;0;0;0;0
2019-10-10 09:15:00;21;29;29;46;35;36;0;0;0;0
2019-10-10 09:30:00;30;52;47;50;29;41;0;0;0;0
2019-10-10 09:45:00;32;46;31;53;30;42;0;0;0;0
2019-10-10 10:00:00;21;37;31;32;32;39;0;0;0;0
2019-10-10 10:15:00;39;41;30;49;41;36;0;0;0;0
2019-10-10 10:30:00;36;53;41;63;33;31;0;0;0;0
2019-10-10 10:45:00;39;53;51;54;29;34;0;0;0;0
2019-10-10 11:00:00;25;47;36;61;38;34;0;0;0;0
2019-10-10 11:15:00;29;35;36;61;27;23;0;0;0;0
2019-10-10 11:30:00;43;289;40;82;27;38;0;0;0;0
2019-10-10 11:45:00;33;33;20;55;30;29;0;0;0;0
2019-10-10 12:00:00;36;49;38;76;33;23;0;0;0;0
2019-10-10 12:15:00;45;50;41;66;26;45;0;0;0;0
2019-10-10 12:30:00;56;50;44;46;35;48;0;0;0;0
2019-10-10 12:45:00;35;42;40;50;30;48;0;0;0;0
2019-10-10 13:00:00;67;76;35;62;27;34;0;0;0;0
2019-10-10 13:15:00;55;47;41;64;42;39;0;0;0;0
2019-10-10 13:30:00;56;47;42;58;37;57;0;0;0;0
2019-10-10 13:45:00;40;67;26;45;31;35;0;0;0;0
2019-10-10 14:00:00;51;66;44;47;43;31;0;0;0;0
2019-10-10 14:15:00;45;59;39;62;24;55;0;0;0;0
2019-10-10 14:30:00;51;69;33;41;25;43;0;0;0;0
2019-10-10 14:45:00;57;81;32;53;28;44;0;0;0;0
2019-10-10 15:00:00;71;94;62;78;40;47;0;0;0;0
2019-10-10 15:15:00;77;92;51;59;27;43;0;0;0;0
2019-10-10 15:30:00;73;99;41;64;25;38;0;0;0;0
2019-10-10 15:45:00;80;128;46;65;20;52;0;0;0;0
2019-10-10 16:00:00;79;126;78;67;24;44;0;0;0;0
2019-10-10 16:15:00;86;110;72;71;40;45;0;0;0;0
2019-10-10 16:30:00;61;105;86;94;27;46;0;0;0;0
2019-10-10 16:45:00;70;95;57;68;16;62;0;0;0;0
2019-10-10 17:00:00;85;112;74;91;26;38;0;0;0;0
2019-10-10 17:15:00;88;96;69;76;37;73;0;0;0;0
2019-10-10 17:30:00;71;87;59;64;18;41;0;0;0;0
2019-10-10 17:45:00;90;106;65;74;22;85;0;0;0;0
2019-10-10 18:00:00;68;82;70;54;32;53;0;0;0;0
2019-10-10 18:15:00;56;68;51;74;28;56;0;0;0;0
2019-10-10 18:30:00;55;52;45;50;18;50;0;0;0;0
2019-10-10 18:45:00;37;52;35;52;24;70;0;0;0;0
2019-10-10 19:00:00;43;41;41;41;26;53;0;0;0;0
2019-10-10 19:15:00;51;66;31;37;24;42;0;0;0;0
2019-10-10 19:30:00;53;72;30;41;65;42;0;0;0;0
2019-10-10 19:45:00;52;43;28;29;30;29;0;0;0;0
2019-10-10 20:00:00;50;30;23;25;21;24;0;0;0;0
2019-10-10 20:15:00;33;31;19;31;12;32;0;0;0;0
2019-10-10 20:30:00;37;35;18;31;7;24;0;0;0;0
2019-10-10 20:45:00;44;27;19;25;13;15;0;0;0;0
2019-10-10 21:00:00;35;27;8;32;5;14;0;0;0;0
2019-10-10 21:15:00;35;30;12;28;6;10;0;0;0;0
2019-10-10 21:30:00;40;29;16;22;9;12;0;0;0;0
2019-10-10 21:45:00;39;32;19;31;8;6;0;0;0;0
2019-10-10 22:00:00;24;25;38;99;7;15;0;0;0;0
2019-10-10 22:15:00;33;31;10;31;7;8;0;0;0;0
2019-10-10 22:30:00;32;22;15;22;7;8;0;0;0;0
2019-10-10 22:45:00;33;22;4;16;4;6;0;0;0;0
2019-10-10 23:00:00;19;15;5;13;5;6;0;0;0;0
2019-10-10 23:15:00;15;17;1;8;2;8;0;0;0;0
2019-10-10 23:30:00;5;11;6;11;3;1;0;0;0;0
2019-10-10 23:45:00;12;11;6;8;4;3;0;0;0;0
