DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2019-11-21 00:00:00;3;2;1;0;0;4;3;4;2;2;0
2019-11-21 00:15:00;7;2;2;0;0;3;6;3;1;4;0
2019-11-21 00:30:00;4;2;2;0;0;7;2;7;2;1;0
2019-11-21 00:45:00;3;0;0;0;0;3;0;3;0;0;0
2019-11-21 01:00:00;6;3;3;0;0;5;2;5;1;1;0
2019-11-21 01:15:00;2;3;3;0;0;6;2;6;3;3;0
2019-11-21 01:30:00;3;4;3;1;0;5;3;5;0;1;0
2019-11-21 01:45:00;4;2;2;0;0;2;3;2;3;4;0
2019-11-21 02:00:00;3;5;3;0;0;7;4;7;0;0;0
2019-11-21 02:15:00;2;2;2;0;0;4;4;4;1;1;0
2019-11-21 02:30:00;6;0;1;0;0;6;6;6;2;4;0
2019-11-21 02:45:00;3;1;0;0;0;3;8;3;3;6;0
2019-11-21 03:00:00;8;4;4;0;0;7;5;7;1;2;0
2019-11-21 03:15:00;9;1;1;0;0;2;1;2;0;0;0
2019-11-21 03:30:00;5;3;1;0;0;7;1;7;2;3;0
2019-11-21 03:45:00;9;9;7;0;0;6;7;6;1;0;0
2019-11-21 04:00:00;3;3;3;1;0;4;2;4;1;4;0
2019-11-21 04:15:00;7;8;4;0;1;12;2;12;2;2;0
2019-11-21 04:30:00;14;6;6;0;0;12;4;12;1;4;0
2019-11-21 04:45:00;16;3;2;0;1;9;7;9;2;4;0
2019-11-21 05:00:00;37;8;3;0;0;21;6;21;3;3;0
2019-11-21 05:15:00;56;1;2;0;0;25;6;25;0;1;0
2019-11-21 05:30:00;82;4;2;0;0;48;10;48;3;3;0
2019-11-21 05:45:00;97;3;3;0;0;40;9;40;3;10;0
2019-11-21 06:00:00;108;5;4;0;0;64;13;64;10;15;0
2019-11-21 06:15:00;127;11;5;0;0;58;9;58;6;11;0
2019-11-21 06:30:00;166;10;2;0;3;96;14;96;6;4;0
2019-11-21 06:45:00;230;5;2;1;2;75;16;75;8;7;0
2019-11-21 07:00:00;230;0;0;0;0;64;19;64;9;7;0
2019-11-21 07:15:00;243;0;0;0;0;73;20;73;6;9;0
2019-11-21 07:30:00;201;3;2;0;3;69;15;69;9;4;1
2019-11-21 07:45:00;213;5;2;1;3;59;17;59;5;4;0
2019-11-21 08:00:00;187;4;1;0;1;78;16;78;10;10;0
2019-11-21 08:15:00;158;3;2;0;0;56;16;57;9;8;0
2019-11-21 08:30:00;165;5;3;0;1;84;27;82;12;15;0
2019-11-21 08:45:00;126;1;2;0;2;73;25;73;14;7;0
2019-11-21 09:00:00;124;3;2;3;3;48;36;49;23;14;1
2019-11-21 09:15:00;93;2;1;0;2;80;29;80;21;14;0
2019-11-21 09:30:00;116;5;3;1;3;56;32;56;24;13;3
2019-11-21 09:45:00;98;3;2;0;1;56;26;56;26;16;0
2019-11-21 10:00:00;96;0;0;0;1;62;34;62;27;13;0
2019-11-21 10:15:00;105;0;1;0;1;75;23;75;34;15;0
2019-11-21 10:30:00;113;0;0;0;2;77;39;77;22;13;0
2019-11-21 10:45:00;94;3;2;1;1;99;35;94;25;10;0
2019-11-21 11:00:00;81;1;0;1;2;89;24;91;28;16;0
2019-11-21 11:15:00;101;3;1;0;2;79;34;80;28;14;0
2019-11-21 11:30:00;91;3;3;0;2;87;24;87;28;16;0
2019-11-21 11:45:00;81;2;1;0;2;101;31;101;17;12;0
2019-11-21 12:00:00;84;6;4;1;5;121;40;119;19;13;0
2019-11-21 12:15:00;98;1;2;0;2;87;25;86;26;7;0
2019-11-21 12:30:00;82;2;0;1;3;94;38;94;29;20;0
2019-11-21 12:45:00;90;1;1;0;3;91;31;91;38;20;0
2019-11-21 13:00:00;89;3;0;0;2;102;29;103;32;18;0
2019-11-21 13:15:00;99;14;11;0;1;116;37;118;32;17;0
2019-11-21 13:30:00;108;6;8;0;2;109;25;109;27;12;0
2019-11-21 13:45:00;103;5;2;0;2;115;19;116;22;13;0
2019-11-21 14:00:00;100;0;0;1;5;133;24;130;18;14;0
2019-11-21 14:15:00;115;3;2;0;1;134;16;134;21;3;0
2019-11-21 14:30:00;109;0;0;0;1;123;35;123;21;9;0
2019-11-21 14:45:00;119;3;1;0;4;130;29;129;18;19;0
2019-11-21 15:00:00;139;1;2;1;3;143;31;144;22;7;0
2019-11-21 15:15:00;133;4;2;0;0;130;30;131;22;12;0
2019-11-21 15:30:00;136;3;1;0;3;168;35;167;28;12;0
2019-11-21 15:45:00;135;2;1;1;1;160;19;159;28;14;0
2019-11-21 16:00:00;120;2;1;0;2;196;25;196;25;14;0
2019-11-21 16:15:00;146;2;1;0;1;176;15;175;13;11;0
2019-11-21 16:30:00;130;1;0;1;2;197;28;197;21;6;0
2019-11-21 16:45:00;117;5;2;0;0;193;15;191;18;9;0
2019-11-21 17:00:00;119;1;1;0;0;190;15;190;17;7;0
2019-11-21 17:15:00;103;8;5;0;1;178;18;177;16;9;0
2019-11-21 17:30:00;92;3;2;0;0;171;25;170;23;5;0
2019-11-21 17:45:00;81;1;1;0;3;154;12;153;8;7;0
2019-11-21 18:00:00;96;1;1;0;0;136;7;136;12;5;0
2019-11-21 18:15:00;90;3;0;1;1;122;12;123;3;5;0
2019-11-21 18:30:00;66;0;0;0;0;103;10;100;11;3;0
2019-11-21 18:45:00;63;1;1;0;0;84;8;84;3;5;0
2019-11-21 19:00:00;57;2;2;0;0;73;7;72;7;4;0
2019-11-21 19:15:00;47;1;1;0;1;69;12;69;6;1;0
2019-11-21 19:30:00;28;4;3;0;0;54;11;54;3;5;0
2019-11-21 19:45:00;45;0;0;0;0;54;3;54;6;6;0
2019-11-21 20:00:00;34;1;1;0;1;57;3;57;1;0;0
2019-11-21 20:15:00;37;4;2;0;0;51;3;51;1;0;0
2019-11-21 20:30:00;23;3;3;0;1;43;2;42;1;1;0
2019-11-21 20:45:00;22;3;2;0;0;51;2;51;3;3;0
2019-11-21 21:00:00;30;3;2;0;0;46;1;46;10;4;0
2019-11-21 21:15:00;24;5;4;0;0;39;2;39;4;2;0
2019-11-21 21:30:00;31;3;3;0;0;47;3;47;5;2;0
2019-11-21 21:45:00;20;0;0;0;0;41;0;42;2;3;0
2019-11-21 22:00:00;17;6;3;1;0;36;4;35;4;4;0
2019-11-21 22:15:00;29;3;2;1;0;52;2;52;6;2;0
2019-11-21 22:30:00;14;2;1;0;0;43;1;43;0;0;0
2019-11-21 22:45:00;13;2;1;0;0;27;1;27;0;0;0
2019-11-21 23:00:00;16;4;4;0;0;13;2;13;0;0;0
2019-11-21 23:15:00;8;2;2;0;0;7;1;7;1;2;0
2019-11-21 23:30:00;12;3;3;0;0;17;3;17;1;0;0
2019-11-21 23:45:00;2;3;3;0;0;8;1;8;2;1;0
