DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-07-11 00:00:00;13;9;1;13;13;4;13;9;10;12
2020-07-11 00:15:00;17;18;3;12;17;1;18;13;21;15
2020-07-11 00:30:00;14;17;2;15;17;1;16;16;19;13
2020-07-11 00:45:00;16;11;1;13;8;4;6;11;12;15
2020-07-11 01:00:00;10;13;0;11;10;1;12;8;14;7
2020-07-11 01:15:00;15;7;2;7;13;3;14;8;8;15
2020-07-11 01:30:00;10;5;0;9;6;2;6;6;5;9
2020-07-11 01:45:00;6;6;1;7;9;3;8;6;6;4
2020-07-11 02:00:00;7;8;0;5;3;3;3;4;9;8
2020-07-11 02:15:00;7;4;1;11;5;1;4;8;3;6
2020-07-11 02:30:00;5;3;1;8;3;3;3;6;3;4
2020-07-11 02:45:00;3;8;1;4;3;1;4;2;7;2
2020-07-11 03:00:00;9;7;2;3;3;1;3;2;7;7
2020-07-11 03:15:00;4;8;0;6;3;3;2;2;9;5
2020-07-11 03:30:00;8;1;0;1;2;1;2;1;1;7
2020-07-11 03:45:00;2;5;0;3;2;2;2;2;5;1
2020-07-11 04:00:00;5;2;0;4;6;1;6;4;3;3
2020-07-11 04:15:00;7;1;1;3;5;0;7;2;1;6
2020-07-11 04:30:00;4;1;1;2;4;3;5;1;3;4
2020-07-11 04:45:00;7;4;0;4;4;1;3;4;5;7
2020-07-11 05:00:00;11;13;1;5;4;2;3;5;13;9
2020-07-11 05:15:00;15;6;2;7;14;2;15;6;4;13
2020-07-11 05:30:00;16;8;2;9;19;4;20;10;10;11
2020-07-11 05:45:00;25;16;3;14;14;6;18;11;18;20
2020-07-11 06:00:00;29;24;5;14;15;6;15;11;20;22
2020-07-11 06:15:00;31;19;3;15;15;9;15;13;22;20
2020-07-11 06:30:00;21;10;2;10;15;5;15;7;9;20
2020-07-11 06:45:00;17;16;3;16;26;2;26;16;10;14
2020-07-11 07:00:00;20;10;6;11;17;8;24;9;13;15
2020-07-11 07:15:00;32;19;4;12;24;16;30;13;18;23
2020-07-11 07:30:00;31;14;6;18;35;6;35;17;19;19
2020-07-11 07:45:00;19;37;5;31;43;10;47;27;23;17
2020-07-11 08:00:00;21;33;5;21;28;16;33;23;21;12
2020-07-11 08:15:00;24;42;8;25;33;15;36;23;36;22
2020-07-11 08:30:00;26;57;6;32;46;21;53;29;36;26
2020-07-11 08:45:00;36;63;4;49;57;16;62;41;39;27
2020-07-11 09:00:00;32;54;11;44;66;15;69;35;33;31
2020-07-11 09:15:00;29;67;12;45;56;15;63;37;45;28
2020-07-11 09:30:00;1;72;12;49;76;18;78;52;53;18
2020-07-11 09:45:00;39;85;9;47;70;22;79;46;51;45
2020-07-11 10:00:00;35;78;10;51;77;18;81;47;56;33
2020-07-11 10:15:00;45;82;17;41;71;23;79;37;52;43
2020-07-11 10:30:00;49;96;18;51;78;16;81;50;77;45
2020-07-11 10:45:00;47;93;24;51;93;24;97;46;64;51
2020-07-11 11:00:00;39;124;30;53;79;26;87;57;74;61
2020-07-11 11:15:00;71;65;16;60;74;17;83;55;58;67
2020-07-11 11:30:00;96;49;17;47;73;20;79;52;53;79
2020-07-11 11:45:00;83;49;27;57;78;18;83;55;56;75
2020-07-11 12:00:00;67;36;12;57;79;19;86;43;35;62
2020-07-11 12:15:00;81;50;16;74;72;22;75;70;55;69
2020-07-11 12:30:00;73;45;15;63;76;20;79;53;51;67
2020-07-11 12:45:00;129;59;14;64;84;18;86;57;66;69
2020-07-11 13:00:00;77;43;18;57;91;14;98;55;45;62
2020-07-11 13:15:00;80;53;17;44;73;23;85;35;53;73
2020-07-11 13:30:00;82;41;23;57;84;16;93;55;46;69
2020-07-11 13:45:00;87;59;21;59;84;9;82;55;59;74
2020-07-11 14:00:00;52;53;20;61;77;22;82;49;51;52
2020-07-11 14:15:00;78;62;28;67;81;16;84;52;64;72
2020-07-11 14:30:00;93;59;21;70;85;21;93;69;64;86
2020-07-11 14:45:00;60;53;19;62;64;13;78;56;61;66
2020-07-11 15:00:00;82;45;23;71;77;19;89;58;53;73
2020-07-11 15:15:00;82;61;13;71;96;16;95;63;67;67
