DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2019-10-01 00:00:00;1;0;0;0;0;0;0;0;0;0;9
2019-10-01 00:15:00;3;1;0;0;0;0;0;0;0;0;4
2019-10-01 00:30:00;8;2;0;0;0;0;0;0;0;0;6
2019-10-01 00:45:00;4;1;0;0;0;0;0;0;0;0;2
2019-10-01 01:00:00;2;2;0;0;1;0;1;0;1;1;7
2019-10-01 01:15:00;3;0;0;0;0;0;0;0;0;0;0
2019-10-01 01:30:00;8;1;0;0;0;0;0;0;0;1;8
2019-10-01 01:45:00;5;1;0;0;0;0;0;0;0;0;3
2019-10-01 02:00:00;1;0;0;0;0;0;0;0;0;0;5
2019-10-01 02:15:00;2;1;0;0;0;0;0;0;0;0;4
2019-10-01 02:30:00;2;1;0;0;0;0;0;0;0;0;4
2019-10-01 02:45:00;6;2;0;0;0;0;0;0;0;0;4
2019-10-01 03:00:00;2;0;0;0;0;0;0;0;0;0;7
2019-10-01 03:15:00;4;1;0;0;0;0;0;0;0;0;3
2019-10-01 03:30:00;6;3;0;0;0;0;0;0;0;0;2
2019-10-01 03:45:00;3;0;0;0;0;0;0;0;0;1;0
2019-10-01 04:00:00;4;2;1;1;0;0;0;0;0;0;12
2019-10-01 04:15:00;10;2;0;0;0;0;0;0;0;0;5
2019-10-01 04:30:00;9;3;4;4;2;2;2;0;0;1;15
2019-10-01 04:45:00;16;1;7;7;0;1;0;1;1;2;15
2019-10-01 05:00:00;58;2;11;11;0;0;0;0;0;4;46
2019-10-01 05:15:00;99;3;25;25;2;1;2;0;0;11;76
2019-10-01 05:30:00;107;16;62;62;3;2;4;1;2;56;73
2019-10-01 05:45:00;103;7;59;62;10;3;11;3;19;75;66
2019-10-01 06:00:00;86;10;52;50;12;2;15;4;13;45;81
2019-10-01 06:15:00;58;9;52;53;7;2;7;2;4;34;55
2019-10-01 06:30:00;88;6;62;58;7;3;7;3;5;39;44
2019-10-01 06:45:00;52;8;36;36;6;1;9;0;10;26;44
2019-10-01 07:00:00;86;9;44;44;4;2;5;1;5;46;52
2019-10-01 07:15:00;93;6;35;32;2;2;3;1;10;28;45
2019-10-01 07:30:00;64;11;36;36;10;2;11;2;7;34;60
2019-10-01 07:45:00;66;8;16;17;8;4;10;5;10;32;47
2019-10-01 08:00:00;62;7;23;20;14;10;14;9;8;31;46
2019-10-01 08:15:00;86;7;19;19;11;6;11;7;8;21;44
2019-10-01 08:30:00;63;7;15;15;6;4;9;4;8;9;38
2019-10-01 08:45:00;72;10;15;15;9;2;9;4;5;7;43
2019-10-01 09:00:00;62;5;11;10;11;3;12;3;8;6;41
2019-10-01 09:15:00;64;8;11;11;10;3;10;3;7;3;37
2019-10-01 09:30:00;79;9;12;13;5;3;5;2;9;6;38
2019-10-01 09:45:00;73;5;8;8;6;6;6;6;10;3;38
2019-10-01 10:00:00;58;3;13;13;7;5;7;5;8;12;43
2019-10-01 10:15:00;74;11;12;11;7;6;9;5;8;3;43
2019-10-01 10:30:00;61;6;8;7;14;7;15;7;7;3;57
2019-10-01 10:45:00;58;4;12;12;15;3;14;3;10;2;40
2019-10-01 11:00:00;51;4;5;6;12;2;14;2;9;8;50
2019-10-01 11:15:00;52;4;8;7;16;6;16;5;6;8;48
2019-10-01 11:30:00;41;2;6;6;14;6;15;6;11;6;40
2019-10-01 11:45:00;46;5;11;11;18;8;18;8;7;8;39
2019-10-01 12:00:00;55;5;7;7;24;16;27;15;18;9;46
2019-10-01 12:15:00;40;5;9;9;13;4;14;4;19;4;52
2019-10-01 12:30:00;35;6;11;11;13;13;14;11;15;10;51
2019-10-01 12:45:00;63;5;9;8;19;10;21;10;19;5;58
2019-10-01 13:00:00;75;9;5;5;16;8;15;8;8;8;69
2019-10-01 13:15:00;88;10;8;8;16;11;16;11;15;4;65
2019-10-01 13:30:00;89;10;12;13;16;11;18;11;19;7;67
2019-10-01 13:45:00;100;11;7;8;23;17;24;15;37;15;100
2019-10-01 14:00:00;86;23;10;11;32;18;33;18;47;11;68
2019-10-01 14:15:00;130;25;8;8;33;26;33;26;41;6;91
2019-10-01 14:30:00;79;18;8;8;26;21;26;21;45;7;61
2019-10-01 14:45:00;80;7;5;5;35;33;38;32;56;9;73
2019-10-01 15:00:00;74;10;8;8;56;46;58;47;63;6;75
2019-10-01 15:15:00;82;11;4;4;71;52;71;51;53;8;80
2019-10-01 15:30:00;84;9;7;7;61;47;59;46;56;12;46
2019-10-01 15:45:00;65;8;1;1;50;39;53;38;45;7;67
2019-10-01 16:00:00;71;12;2;2;49;41;47;41;51;13;57
2019-10-01 16:15:00;57;12;8;8;51;41;53;40;23;5;62
2019-10-01 16:30:00;77;8;6;6;53;37;52;36;39;3;61
2019-10-01 16:45:00;78;9;3;3;40;26;40;29;49;6;75
2019-10-01 17:00:00;70;3;10;10;49;43;51;42;33;6;71
2019-10-01 17:15:00;60;7;3;3;48;34;44;32;27;6;57
2019-10-01 17:30:00;59;7;6;6;42;27;43;27;27;5;62
2019-10-01 17:45:00;44;5;3;3;32;23;31;24;20;4;61
2019-10-01 18:00:00;58;8;2;2;36;23;35;23;14;4;65
2019-10-01 18:15:00;63;3;2;3;28;15;28;16;13;1;58
2019-10-01 18:30:00;54;5;1;1;21;9;22;10;6;0;58
2019-10-01 18:45:00;40;3;2;2;19;9;19;10;8;1;41
2019-10-01 19:00:00;46;3;0;0;21;1;20;0;4;0;46
2019-10-01 19:15:00;48;6;3;2;16;6;17;6;7;0;49
2019-10-01 19:30:00;29;2;1;1;5;1;6;1;3;0;33
2019-10-01 19:45:00;41;6;0;0;8;2;9;2;3;1;40
2019-10-01 20:00:00;34;3;1;1;10;0;10;0;2;0;38
2019-10-01 20:15:00;22;4;2;2;5;2;5;2;3;0;52
2019-10-01 20:30:00;25;2;4;4;3;3;3;2;2;2;30
2019-10-01 20:45:00;39;2;2;2;3;0;3;0;0;5;41
2019-10-01 21:00:00;63;5;8;8;4;3;4;0;4;0;59
2019-10-01 21:15:00;83;8;3;4;2;1;2;1;1;4;93
2019-10-01 21:30:00;66;5;5;6;5;4;7;2;0;3;47
2019-10-01 21:45:00;136;11;0;1;12;3;12;3;9;2;59
2019-10-01 22:00:00;66;4;2;2;8;2;8;1;2;3;68
2019-10-01 22:15:00;22;3;0;0;0;1;0;1;3;1;32
2019-10-01 22:30:00;8;0;0;0;4;0;4;0;2;0;21
2019-10-01 22:45:00;7;2;0;0;0;0;0;0;1;0;9
2019-10-01 23:00:00;5;1;0;0;0;0;0;0;0;0;12
2019-10-01 23:15:00;10;2;0;0;0;0;0;0;0;0;11
2019-10-01 23:30:00;8;1;1;1;0;0;0;0;0;0;7
2019-10-01 23:45:00;4;0;0;0;0;0;0;0;0;0;6
