DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2019-09-02 00:00:00;8;6;9;2;5;4;3;0;4;8;0;0;0;0
2019-09-02 00:15:00;10;5;19;1;3;5;5;2;3;3;0;0;0;0
2019-09-02 00:30:00;1;3;15;1;6;3;1;1;0;4;0;0;0;0
2019-09-02 00:45:00;3;5;11;2;3;2;1;0;3;2;0;0;0;0
2019-09-02 01:00:00;1;3;8;0;4;0;1;0;1;2;0;0;0;0
2019-09-02 01:15:00;5;4;7;0;8;3;1;2;2;5;0;0;0;0
2019-09-02 01:30:00;3;2;6;1;3;3;0;0;2;2;0;0;0;0
2019-09-02 01:45:00;3;5;8;1;11;4;3;1;4;1;0;0;0;0
2019-09-02 02:00:00;1;1;8;0;7;3;2;0;0;1;0;0;0;0
2019-09-02 02:15:00;0;0;9;0;10;0;0;0;1;1;0;0;0;0
2019-09-02 02:30:00;2;4;4;0;2;3;2;0;2;4;0;0;0;0
2019-09-02 02:45:00;3;3;3;0;3;0;2;2;0;1;0;0;0;0
2019-09-02 03:00:00;1;1;3;0;5;5;0;1;0;3;0;0;0;0
2019-09-02 03:15:00;0;2;4;0;2;3;3;0;2;1;0;0;0;0
2019-09-02 03:30:00;3;1;8;0;3;2;1;0;1;2;0;0;0;0
2019-09-02 03:45:00;1;1;4;0;6;2;1;0;1;2;0;0;0;0
2019-09-02 04:00:00;0;5;4;0;7;4;2;0;4;3;0;0;0;0
2019-09-02 04:15:00;2;9;8;1;4;2;1;0;2;3;0;0;0;0
2019-09-02 04:30:00;3;3;7;1;11;6;3;0;4;7;0;0;0;0
2019-09-02 04:45:00;11;16;8;1;10;9;4;1;5;6;0;0;0;0
2019-09-02 05:00:00;18;26;17;2;15;7;5;3;6;14;0;0;0;0
2019-09-02 05:15:00;60;58;26;13;12;18;11;4;7;13;0;0;0;0
2019-09-02 05:30:00;75;53;46;26;23;18;20;5;14;16;0;0;0;0
2019-09-02 05:45:00;88;43;52;35;22;22;21;7;8;9;0;0;0;0
2019-09-02 06:00:00;63;48;51;32;20;19;18;4;7;15;0;0;0;0
2019-09-02 06:15:00;93;68;59;44;37;39;25;4;20;18;0;0;0;0
2019-09-02 06:30:00;108;62;71;57;45;34;34;10;23;29;0;0;0;0
2019-09-02 06:45:00;114;79;98;76;44;46;26;10;21;22;0;0;0;0
2019-09-02 07:00:00;109;80;84;71;57;57;30;18;19;31;0;0;0;0
2019-09-02 07:15:00;105;82;102;82;54;53;39;24;36;31;0;0;0;0
2019-09-02 07:30:00;101;81;102;70;61;54;37;21;41;36;0;0;0;0
2019-09-02 07:45:00;115;76;110;86;65;53;38;22;44;55;0;0;0;0
2019-09-02 08:00:00;94;63;81;67;64;48;31;14;30;30;0;0;0;0
2019-09-02 08:15:00;94;66;93;58;53;48;37;17;34;38;0;0;0;0
2019-09-02 08:30:00;88;58;76;42;61;65;41;20;30;39;0;0;0;0
2019-09-02 08:45:00;74;55;84;50;58;43;37;14;29;28;0;0;0;0
2019-09-02 09:00:00;93;46;87;58;59;59;40;17;31;42;0;0;0;0
2019-09-02 09:15:00;52;39;73;43;48;42;26;7;33;38;0;0;0;0
2019-09-02 09:30:00;65;42;90;40;47;48;34;16;33;48;0;0;0;0
2019-09-02 09:45:00;70;52;90;57;56;58;30;11;39;48;0;0;0;0
2019-09-02 10:00:00;45;44;85;41;67;38;30;11;41;42;0;0;0;0
2019-09-02 10:15:00;37;33;109;49;51;53;44;17;46;43;0;0;0;0
2019-09-02 10:30:00;47;47;99;38;69;66;32;9;40;46;0;0;0;0
2019-09-02 10:45:00;45;38;110;54;85;60;34;5;42;48;0;0;0;0
