DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-01-17 00:00:00;11;0;0;0;14;0;0;0;0;0;0;0;0
2020-01-17 00:15:00;7;0;0;0;12;0;0;0;0;0;0;0;0
2020-01-17 00:30:00;4;0;0;0;18;0;0;0;0;0;0;0;0
2020-01-17 00:45:00;13;0;0;0;11;0;0;0;0;0;0;0;0
2020-01-17 01:00:00;5;0;0;0;12;0;0;0;0;0;0;0;0
2020-01-17 01:15:00;7;1;0;0;16;0;0;0;0;0;0;0;0
2020-01-17 01:30:00;9;1;0;0;7;0;0;0;0;0;0;0;0
2020-01-17 01:45:00;6;0;1;0;12;0;0;0;0;0;0;0;0
2020-01-17 02:00:00;5;0;0;0;3;0;0;0;0;0;0;0;0
2020-01-17 02:15:00;5;0;0;0;12;0;0;0;0;0;0;0;0
2020-01-17 02:30:00;4;0;0;0;7;0;0;0;0;0;0;0;0
2020-01-17 02:45:00;4;1;0;0;4;0;0;0;0;0;0;0;0
2020-01-17 03:00:00;1;0;0;0;5;0;0;0;0;0;0;0;0
2020-01-17 03:15:00;5;0;0;0;4;0;0;0;0;0;0;0;0
2020-01-17 03:30:00;3;0;0;0;10;0;0;0;0;0;0;0;0
2020-01-17 03:45:00;10;0;0;0;11;0;0;0;0;0;0;0;0
2020-01-17 04:00:00;10;0;0;0;4;0;0;0;0;0;0;0;0
2020-01-17 04:15:00;7;0;0;1;6;0;0;0;0;0;0;0;0
2020-01-17 04:30:00;23;1;0;0;10;0;0;0;0;0;0;0;0
2020-01-17 04:45:00;10;0;0;1;14;0;0;0;0;0;0;0;0
2020-01-17 05:00:00;22;0;0;1;17;1;0;0;0;0;0;0;0
2020-01-17 05:15:00;45;0;1;1;27;0;0;0;0;0;0;0;0
2020-01-17 05:30:00;56;0;2;4;37;0;0;0;0;0;0;0;0
2020-01-17 05:45:00;93;2;0;1;69;0;0;0;0;0;0;0;0
2020-01-17 06:00:00;93;2;3;3;84;0;0;0;0;0;0;0;0
2020-01-17 06:15:00;99;1;6;9;103;0;0;0;0;0;0;0;0
2020-01-17 06:30:00;95;1;1;4;113;0;0;0;0;0;0;0;0
2020-01-17 06:45:00;111;5;5;6;138;0;0;8;1;0;0;0;0
2020-01-17 07:00:00;146;5;7;6;120;5;0;1;11;0;0;0;0
2020-01-17 07:15:00;190;4;9;16;104;0;0;27;20;3;0;0;0
2020-01-17 07:30:00;167;5;5;9;111;0;0;0;85;0;0;12;0
2020-01-17 07:45:00;174;4;7;6;116;0;0;6;75;0;0;1;0
2020-01-17 08:00:00;164;14;8;12;100;0;0;0;18;0;0;0;0
2020-01-17 08:15:00;164;5;8;6;116;1;0;0;1;0;0;0;0
2020-01-17 08:30:00;134;7;0;7;97;2;1;0;9;0;0;0;0
2020-01-17 08:45:00;117;12;5;12;113;1;0;1;4;0;0;0;0
2020-01-17 09:00:00;149;5;8;5;102;1;3;8;7;0;0;0;0
2020-01-17 09:15:00;130;5;8;9;90;5;0;2;8;0;0;0;0
2020-01-17 09:30:00;133;6;7;8;104;4;3;0;1;0;0;0;0
2020-01-17 09:45:00;134;10;10;10;116;6;4;1;20;0;0;0;0
2020-01-17 10:00:00;134;7;37;11;108;6;5;0;4;0;0;0;0
2020-01-17 10:15:00;133;10;15;3;110;8;7;3;9;0;0;0;0
2020-01-17 10:30:00;27;4;1;0;26;0;2;0;3;0;0;0;0
2020-01-17 10:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-17 11:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-17 11:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-17 11:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-17 11:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-17 12:00:00;109;8;12;9;122;4;7;0;10;0;0;0;0
2020-01-17 12:15:00;116;9;16;13;175;9;7;2;13;1;0;3;0
2020-01-17 12:30:00;113;15;16;15;162;3;5;8;49;0;0;0;0
2020-01-17 12:45:00;149;6;11;11;172;4;5;9;23;2;0;0;0
2020-01-17 13:00:00;115;6;15;22;158;3;8;3;34;0;0;0;0
2020-01-17 13:15:00;114;6;21;21;173;8;5;9;33;0;3;0;0
2020-01-17 13:30:00;149;8;11;13;152;4;7;0;28;0;0;0;0
2020-01-17 13:45:00;171;6;9;15;170;12;11;0;7;0;0;0;0
2020-01-17 14:00:00;128;4;17;11;172;5;9;5;38;0;0;0;0
2020-01-17 14:15:00;127;10;12;16;175;6;2;9;16;0;0;0;0
2020-01-17 14:30:00;142;8;17;12;145;15;6;0;13;0;0;1;0
2020-01-17 14:45:00;128;7;12;15;165;10;15;0;16;0;0;0;0
2020-01-17 15:00:00;128;8;12;11;173;12;9;0;4;0;0;0;0
2020-01-17 15:15:00;151;6;21;13;166;8;7;0;22;0;2;0;0
2020-01-17 15:30:00;162;4;17;13;180;9;15;3;20;0;0;0;0
2020-01-17 15:45:00;142;5;13;12;185;9;10;8;21;0;1;0;0
2020-01-17 16:00:00;147;6;25;13;197;10;13;6;34;0;0;0;0
2020-01-17 16:15:00;155;6;14;15;156;8;15;6;14;1;0;0;0
2020-01-17 16:30:00;143;9;20;8;187;7;7;1;13;0;0;0;0
2020-01-17 16:45:00;147;8;17;12;177;5;4;1;12;0;0;0;0
2020-01-17 17:00:00;136;8;19;6;180;9;6;2;73;0;0;0;0
2020-01-17 17:15:00;151;6;12;10;167;7;12;0;16;0;0;0;0
2020-01-17 17:30:00;133;4;11;12;147;3;11;3;2;0;0;0;0
2020-01-17 17:45:00;131;9;12;9;148;7;13;0;10;0;0;0;0
2020-01-17 18:00:00;144;4;5;15;156;7;7;6;4;0;0;0;0
2020-01-17 18:15:00;105;5;9;7;163;6;5;1;3;0;0;0;0
2020-01-17 18:30:00;115;4;22;9;133;9;5;1;8;0;0;0;0
2020-01-17 18:45:00;122;4;9;10;100;0;3;2;22;0;0;0;0
2020-01-17 19:00:00;99;3;11;12;122;0;5;0;1;0;0;0;0
2020-01-17 19:15:00;94;3;5;11;130;0;5;0;3;0;0;8;0
2020-01-17 19:30:00;82;4;22;7;112;1;2;0;3;0;0;0;0
2020-01-17 19:45:00;80;5;8;5;101;0;1;0;3;0;0;0;0
2020-01-17 20:00:00;52;0;5;7;122;0;1;0;0;0;0;0;0
2020-01-17 20:15:00;57;0;1;4;81;0;0;0;0;0;0;0;0
2020-01-17 20:30:00;48;2;0;4;80;0;0;0;0;0;0;0;0
2020-01-17 20:45:00;33;1;4;3;73;0;0;0;0;0;0;0;0
2020-01-17 21:00:00;45;0;1;4;71;0;0;0;0;0;0;0;0
2020-01-17 21:15:00;52;0;1;7;72;0;0;0;0;0;0;0;0
2020-01-17 21:30:00;53;0;3;5;71;1;0;0;0;0;0;0;0
2020-01-17 21:45:00;40;0;0;4;61;0;0;0;0;0;0;0;0
2020-01-17 22:00:00;33;0;0;2;51;0;0;0;0;0;0;0;0
2020-01-17 22:15:00;48;2;2;5;92;0;2;0;0;0;0;0;0
2020-01-17 22:30:00;23;0;3;4;73;1;0;0;0;0;0;0;0
2020-01-17 22:45:00;29;0;2;3;63;0;0;0;0;0;0;0;0
2020-01-17 23:00:00;24;1;2;3;43;1;0;0;0;0;0;0;0
2020-01-17 23:15:00;37;0;1;1;45;1;0;0;0;0;0;0;0
