DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-05-21 00:00:00;12;4;5;6;2;7;4;1;1
2020-05-21 00:15:00;6;3;3;8;1;1;6;3;3
2020-05-21 00:30:00;10;4;4;8;0;12;7;0;0
2020-05-21 00:45:00;12;2;4;5;1;7;7;3;3
2020-05-21 01:00:00;4;1;2;6;1;3;0;0;0
2020-05-21 01:15:00;7;5;4;4;1;7;6;0;0
2020-05-21 01:30:00;1;6;1;4;4;8;4;1;1
2020-05-21 01:45:00;4;0;4;5;3;3;5;0;0
2020-05-21 02:00:00;1;3;4;4;4;5;2;0;0
2020-05-21 02:15:00;5;6;2;2;0;4;2;1;1
2020-05-21 02:30:00;3;2;2;2;0;5;3;1;1
2020-05-21 02:45:00;4;0;1;4;1;2;3;0;0
2020-05-21 03:00:00;1;1;2;0;0;4;3;0;0
2020-05-21 03:15:00;3;1;1;5;0;3;1;2;2
2020-05-21 03:30:00;0;0;1;1;0;3;3;0;0
2020-05-21 03:45:00;1;2;1;3;4;2;0;0;0
2020-05-21 04:00:00;3;1;1;7;0;3;1;0;0
2020-05-21 04:15:00;3;0;0;3;0;4;0;1;1
2020-05-21 04:30:00;4;1;1;5;1;2;1;1;1
2020-05-21 04:45:00;5;6;2;5;0;1;2;0;0
2020-05-21 05:00:00;4;5;2;7;0;2;2;2;2
2020-05-21 05:15:00;7;1;0;18;2;4;1;0;0
2020-05-21 05:30:00;8;3;0;18;5;7;6;0;0
2020-05-21 05:45:00;7;6;3;31;12;13;3;0;0
2020-05-21 06:00:00;9;3;1;31;13;3;6;2;2
2020-05-21 06:15:00;13;3;0;30;12;16;5;1;1
2020-05-21 06:30:00;14;2;2;7;1;7;5;1;1
2020-05-21 06:45:00;6;4;0;16;6;6;6;1;1
2020-05-21 07:00:00;9;4;1;16;0;9;3;0;0
2020-05-21 07:15:00;9;6;1;11;3;8;6;5;5
2020-05-21 07:30:00;9;2;1;7;3;4;2;0;0
2020-05-21 07:45:00;19;10;1;15;4;13;3;1;1
2020-05-21 08:00:00;25;0;3;10;2;2;1;2;2
2020-05-21 08:15:00;24;10;2;9;3;12;13;4;4
2020-05-21 08:30:00;23;2;6;14;3;8;12;2;2
2020-05-21 08:45:00;32;8;7;18;4;17;9;5;6
