DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2019-11-29 00:00:00;5;7;6;1;7;2;0
2019-11-29 00:15:00;10;11;3;2;6;5;0
2019-11-29 00:30:00;3;2;1;1;4;3;0
2019-11-29 00:45:00;3;4;3;1;1;2;0
2019-11-29 01:00:00;4;6;3;3;5;4;0
2019-11-29 01:15:00;5;4;4;2;14;5;0
2019-11-29 01:30:00;2;0;0;0;8;5;0
2019-11-29 01:45:00;5;7;6;11;10;7;0
2019-11-29 02:00:00;2;6;1;0;9;7;0
2019-11-29 02:15:00;4;5;4;1;5;4;0
2019-11-29 02:30:00;0;1;1;1;9;6;0
2019-11-29 02:45:00;3;4;2;4;5;5;0
2019-11-29 03:00:00;4;4;1;3;6;2;0
2019-11-29 03:15:00;6;5;4;4;3;3;0
2019-11-29 03:30:00;5;2;2;3;5;4;0
2019-11-29 03:45:00;5;6;2;4;7;3;0
2019-11-29 04:00:00;5;3;4;3;5;4;0
2019-11-29 04:15:00;8;5;6;1;10;5;0
2019-11-29 04:30:00;10;10;5;1;9;9;0
2019-11-29 04:45:00;16;8;5;6;10;8;0
2019-11-29 05:00:00;33;15;8;8;18;12;0
2019-11-29 05:15:00;34;17;12;11;30;15;0
2019-11-29 05:30:00;39;22;21;3;46;14;0
2019-11-29 05:45:00;59;36;29;14;47;29;0
2019-11-29 06:00:00;57;29;24;6;41;25;0
2019-11-29 06:15:00;75;50;38;20;86;42;0
2019-11-29 06:30:00;78;53;45;23;73;42;0
2019-11-29 06:45:00;97;48;44;33;97;53;2
2019-11-29 07:00:00;95;60;62;33;100;34;0
2019-11-29 07:15:00;110;66;66;32;79;29;0
2019-11-29 07:30:00;112;62;58;39;89;28;2
2019-11-29 07:45:00;84;68;57;48;88;35;3
2019-11-29 08:00:00;89;57;52;38;86;36;0
2019-11-29 08:15:00;73;58;55;42;84;43;1
2019-11-29 08:30:00;79;54;48;42;93;44;0
2019-11-29 08:45:00;74;40;41;49;74;43;2
2019-11-29 09:00:00;87;53;46;45;84;44;2
2019-11-29 09:15:00;83;54;50;30;85;48;0
2019-11-29 09:30:00;104;49;43;40;83;71;1
2019-11-29 09:45:00;89;59;56;66;75;38;0
2019-11-29 10:00:00;113;63;56;39;91;45;1
2019-11-29 10:15:00;89;48;40;47;81;69;1
2019-11-29 10:30:00;92;47;46;49;94;62;1
2019-11-29 10:45:00;90;57;49;38;105;50;0
2019-11-29 11:00:00;98;49;51;54;92;59;3
2019-11-29 11:15:00;92;56;51;40;94;55;2
2019-11-29 11:30:00;98;59;52;50;99;62;3
2019-11-29 11:45:00;87;59;53;45;95;61;4
2019-11-29 12:00:00;97;60;53;64;118;68;5
2019-11-29 12:15:00;101;61;51;43;114;61;1
2019-11-29 12:30:00;102;61;50;93;114;52;1
2019-11-29 12:45:00;95;52;50;56;113;56;3
2019-11-29 13:00:00;95;57;59;52;96;53;2
2019-11-29 13:15:00;100;62;52;41;112;54;0
2019-11-29 13:30:00;97;64;64;51;130;80;1
2019-11-29 13:45:00;91;46;45;54;103;64;1
2019-11-29 14:00:00;120;79;69;47;116;65;2
2019-11-29 14:15:00;104;60;57;53;114;57;2
2019-11-29 14:30:00;104;88;71;70;117;51;1
2019-11-29 14:45:00;103;70;64;63;116;69;2
2019-11-29 15:00:00;124;75;70;62;124;64;1
2019-11-29 15:15:00;75;63;61;58;104;56;1
2019-11-29 15:30:00;106;85;80;59;130;54;2
2019-11-29 15:45:00;92;57;52;43;136;71;3
2019-11-29 16:00:00;152;76;71;64;167;127;0
2019-11-29 16:15:00;101;62;59;52;176;148;0
2019-11-29 16:30:00;117;85;78;47;185;135;0
2019-11-29 16:45:00;128;84;76;44;148;119;3
2019-11-29 17:00:00;115;59;50;51;153;92;1
2019-11-29 17:15:00;110;69;66;32;110;66;2
2019-11-29 17:30:00;125;62;59;33;109;60;1
2019-11-29 17:45:00;98;54;50;24;104;48;1
2019-11-29 18:00:00;72;54;45;31;98;52;7
2019-11-29 18:15:00;67;43;38;45;98;49;10
2019-11-29 18:30:00;71;50;36;19;63;44;0
2019-11-29 18:45:00;64;40;38;13;84;40;0
2019-11-29 19:00:00;53;32;32;7;78;36;1
2019-11-29 19:15:00;21;23;17;12;62;43;0
2019-11-29 19:30:00;42;23;19;9;60;20;0
2019-11-29 19:45:00;33;17;11;6;55;24;0
2019-11-29 20:00:00;29;10;8;10;52;24;0
2019-11-29 20:15:00;35;24;20;8;58;28;0
2019-11-29 20:30:00;26;10;11;8;44;26;0
2019-11-29 20:45:00;25;16;12;10;47;8;0
2019-11-29 21:00:00;32;17;13;8;32;17;0
2019-11-29 21:15:00;27;19;15;8;40;15;0
2019-11-29 21:30:00;23;14;6;6;28;14;0
2019-11-29 21:45:00;38;10;6;5;68;32;0
2019-11-29 22:00:00;23;15;9;7;64;19;0
2019-11-29 22:15:00;43;19;17;12;47;15;0
2019-11-29 22:30:00;18;14;8;4;34;14;0
2019-11-29 22:45:00;13;9;8;3;30;13;0
2019-11-29 23:00:00;25;9;5;7;30;13;0
2019-11-29 23:15:00;18;6;3;4;31;15;0
2019-11-29 23:30:00;12;6;6;5;25;12;0
2019-11-29 23:45:00;21;11;6;1;17;6;0
