DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-08-23 00:00:00;2;11;2;5;3;10;19;24;8;2;9;3;0;0;0;0;0;0
2020-08-23 00:15:00;2;14;1;4;1;8;21;19;10;1;11;2;0;0;0;0;0;0
2020-08-23 00:30:00;2;10;1;1;1;1;7;2;7;0;7;2;0;0;0;0;0;0
2020-08-23 00:45:00;1;10;0;2;0;5;10;10;3;1;3;2;0;0;0;0;0;0
2020-08-23 01:00:00;1;8;1;3;1;4;7;11;1;0;2;2;0;0;0;0;0;0
2020-08-23 01:15:00;1;7;1;5;1;8;9;11;9;6;10;7;0;0;0;0;0;0
2020-08-23 01:30:00;2;8;1;2;1;4;5;6;2;2;2;2;0;0;0;0;0;0
2020-08-23 01:45:00;7;10;2;2;2;6;8;7;8;7;8;13;0;0;0;0;0;0
2020-08-23 02:00:00;0;6;1;2;0;5;7;10;1;0;2;0;0;0;0;0;0;0
2020-08-23 02:15:00;5;10;3;2;4;3;2;2;3;1;3;5;0;0;0;0;0;0
2020-08-23 02:30:00;1;3;1;4;1;5;1;3;1;0;1;2;0;0;0;0;0;0
2020-08-23 02:45:00;0;2;2;1;4;1;4;5;6;0;5;2;0;0;0;0;0;0
2020-08-23 03:00:00;1;5;2;2;2;3;6;8;4;0;4;0;0;0;0;0;0;0
2020-08-23 03:15:00;1;2;0;1;0;2;2;2;0;0;0;1;0;0;0;0;0;0
2020-08-23 03:30:00;1;2;1;2;1;3;3;1;3;0;3;2;0;0;0;0;0;0
2020-08-23 03:45:00;1;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-08-23 04:00:00;8;17;4;1;4;0;3;4;1;2;3;5;0;0;0;0;0;0
2020-08-23 04:15:00;1;7;0;1;0;1;1;3;2;0;2;0;0;0;0;0;0;0
2020-08-23 04:30:00;0;3;0;0;0;1;3;3;0;1;0;1;0;0;0;0;0;0
2020-08-23 04:45:00;2;2;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-08-23 05:00:00;2;5;1;1;2;2;4;3;0;0;0;0;0;0;0;0;0;0
2020-08-23 05:15:00;2;10;2;1;2;1;0;4;2;0;2;1;0;0;0;0;0;0
2020-08-23 05:30:00;6;6;2;3;3;7;4;4;5;2;5;7;0;0;0;0;0;0
2020-08-23 05:45:00;1;3;1;2;2;2;1;2;2;1;3;2;0;0;0;0;0;0
2020-08-23 06:00:00;1;3;2;1;2;2;0;2;2;1;3;2;0;0;0;0;0;0
2020-08-23 06:15:00;6;9;1;2;1;3;1;4;2;1;2;1;0;0;0;0;0;0
2020-08-23 06:30:00;8;10;1;2;1;2;0;2;0;0;0;2;0;0;0;0;0;0
2020-08-23 06:45:00;2;3;0;2;1;4;3;4;3;1;6;2;0;0;0;0;0;0
2020-08-23 07:00:00;1;12;0;1;0;3;5;7;11;5;13;9;0;0;0;0;0;0
2020-08-23 07:15:00;3;8;1;3;1;4;3;5;4;1;3;4;0;0;0;0;0;0
2020-08-23 07:30:00;3;11;3;1;3;2;3;6;0;1;1;1;0;0;0;0;0;0
2020-08-23 07:45:00;5;14;3;7;5;7;4;6;6;2;7;3;0;0;0;0;0;0
2020-08-23 08:00:00;1;9;0;1;0;4;7;8;0;1;0;1;0;0;0;0;0;0
2020-08-23 08:15:00;4;5;1;1;2;1;3;3;6;1;7;2;0;0;0;0;0;0
2020-08-23 08:30:00;0;4;2;3;2;6;11;15;5;2;4;1;0;0;0;2;0;0
2020-08-23 08:45:00;5;12;4;3;6;4;10;13;2;1;2;2;0;0;0;0;0;0
2020-08-23 09:00:00;2;10;3;9;3;10;8;13;6;1;5;1;0;0;0;0;2;0
2020-08-23 09:15:00;7;13;3;5;5;8;13;11;2;0;3;1;0;0;0;0;0;0
2020-08-23 09:30:00;0;6;2;5;4;6;16;12;5;0;5;1;0;0;0;0;0;0
2020-08-23 09:45:00;6;10;3;6;6;6;7;9;7;1;8;2;0;0;0;0;0;0
2020-08-23 10:00:00;6;18;3;6;3;6;9;11;7;5;11;4;0;1;0;0;1;0
2020-08-23 10:15:00;5;14;2;3;3;3;16;9;6;1;7;1;0;0;0;0;0;0
2020-08-23 10:30:00;1;13;8;9;7;11;18;13;9;5;11;6;0;0;0;0;0;0
2020-08-23 10:45:00;10;20;6;5;7;5;21;15;7;4;7;6;0;1;0;0;0;0
2020-08-23 11:00:00;9;16;4;7;4;6;14;11;6;1;6;2;0;0;0;0;0;0
2020-08-23 11:15:00;12;31;4;3;4;5;13;14;4;3;7;5;0;0;0;0;0;0
2020-08-23 11:30:00;5;26;4;6;5;9;13;18;4;4;6;4;0;1;0;0;0;0
2020-08-23 11:45:00;10;14;3;12;5;13;16;13;4;4;6;4;1;0;0;0;0;0
2020-08-23 12:00:00;5;16;9;4;7;6;13;22;9;1;9;2;0;2;0;0;0;1
2020-08-23 12:15:00;7;15;3;9;4;11;15;13;3;5;6;7;0;0;0;1;0;0
2020-08-23 12:30:00;10;18;4;5;5;7;26;18;11;2;10;2;1;0;0;0;0;0
2020-08-23 12:45:00;10;18;8;7;10;8;15;16;5;1;5;4;0;3;0;0;0;0
2020-08-23 13:00:00;1;14;4;10;3;10;12;14;8;2;9;3;4;0;2;0;0;0
2020-08-23 13:15:00;11;16;8;12;11;18;17;16;18;8;19;13;0;0;0;0;0;1
2020-08-23 13:30:00;5;18;4;7;4;12;20;26;13;1;13;1;0;0;0;0;0;4
2020-08-23 13:45:00;5;12;10;8;13;7;21;17;8;5;9;7;0;1;1;0;0;1
2020-08-23 14:00:00;6;20;8;2;9;5;22;28;17;6;20;7;0;0;0;0;0;0
2020-08-23 14:15:00;5;18;8;7;11;11;26;21;14;3;20;5;0;0;0;0;0;4
2020-08-23 14:30:00;1;13;13;3;12;7;24;21;4;3;5;6;4;0;0;0;0;0
2020-08-23 14:45:00;5;12;10;7;10;8;14;18;15;3;15;7;0;0;0;1;0;0
2020-08-23 15:00:00;3;19;16;10;16;11;23;23;5;2;5;5;3;0;18;1;0;0
2020-08-23 15:15:00;10;24;7;13;13;15;16;22;11;2;13;6;0;0;0;0;0;0
2020-08-23 15:30:00;5;19;10;11;12;11;20;16;11;5;12;5;0;1;0;0;0;9
2020-08-23 15:45:00;4;14;4;7;5;6;15;18;4;1;5;1;2;1;2;0;0;1
2020-08-23 16:00:00;5;17;8;12;8;13;19;25;9;2;11;6;2;0;6;0;0;6
2020-08-23 16:15:00;12;17;6;10;6;13;15;15;7;0;8;1;0;0;0;0;2;2
2020-08-23 16:30:00;2;14;12;11;14;17;26;17;9;1;9;8;0;3;0;0;0;0
2020-08-23 16:45:00;7;21;2;10;3;11;20;28;6;3;6;4;0;0;0;0;0;0
2020-08-23 17:00:00;2;22;7;6;7;8;35;26;3;0;3;0;2;0;0;0;0;0
2020-08-23 17:15:00;8;21;6;10;7;13;25;22;5;4;5;4;0;0;0;0;0;0
2020-08-23 17:30:00;2;20;10;11;11;20;21;29;12;2;15;5;0;2;0;0;0;0
2020-08-23 17:45:00;10;39;5;9;7;10;21;26;8;3;10;6;0;0;0;1;0;0
2020-08-23 18:00:00;5;17;5;12;5;15;29;19;9;0;8;2;0;0;0;0;0;0
2020-08-23 18:15:00;5;21;8;14;9;20;27;17;10;2;11;4;0;0;0;0;0;0
2020-08-23 18:30:00;5;18;3;19;5;21;38;44;10;3;10;5;0;0;0;0;0;8
2020-08-23 18:45:00;5;14;5;14;10;12;24;13;8;1;10;1;1;0;0;0;0;0
2020-08-23 19:00:00;3;22;3;15;4;14;26;35;13;3;13;5;0;0;0;0;0;0
2020-08-23 19:15:00;10;25;5;8;6;13;18;22;5;1;7;3;0;0;0;0;0;0
2020-08-23 19:30:00;7;28;4;9;4;12;29;28;9;4;9;9;0;0;0;0;0;0
2020-08-23 19:45:00;6;23;1;12;4;17;24;21;10;5;12;8;1;0;0;2;0;4
2020-08-23 20:00:00;4;22;7;24;6;21;18;26;14;2;16;4;0;1;0;0;3;1
2020-08-23 20:15:00;6;20;4;8;6;12;17;31;4;3;5;5;0;0;0;0;0;0
2020-08-23 20:30:00;2;13;4;19;6;21;23;28;10;3;10;8;0;0;0;0;0;4
2020-08-23 20:45:00;5;12;5;5;7;6;17;18;5;2;5;6;0;0;0;0;0;0
2020-08-23 21:00:00;2;18;1;9;3;12;22;30;5;1;5;2;0;0;0;0;0;0
2020-08-23 21:15:00;6;17;1;3;1;8;17;18;3;4;6;7;0;0;0;0;0;0
2020-08-23 21:30:00;0;2;2;2;4;8;10;12;2;1;2;5;0;0;0;0;0;0
2020-08-23 21:45:00;3;5;1;4;2;7;15;16;10;2;11;4;0;0;0;0;0;0
2020-08-23 22:00:00;1;9;1;4;3;6;6;12;2;1;3;1;0;0;0;0;0;0
2020-08-23 22:15:00;4;8;1;1;3;6;12;19;2;0;2;1;0;0;0;0;0;0
2020-08-23 22:30:00;0;3;1;2;1;4;7;8;0;0;0;1;0;0;0;0;0;0
2020-08-23 22:45:00;3;5;1;0;2;0;7;10;2;1;3;2;0;0;0;0;0;0
2020-08-23 23:00:00;3;8;2;6;4;10;14;22;8;4;11;8;0;0;0;0;0;0
2020-08-23 23:15:00;1;4;2;4;3;4;17;18;6;3;9;5;0;0;0;0;0;0
2020-08-23 23:30:00;4;8;3;5;2;11;22;20;3;2;7;4;0;0;0;0;0;0
2020-08-23 23:45:00;1;5;2;0;4;4;5;5;1;1;1;2;0;0;0;0;0;0
