DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2020-02-13 00:00:00;3;3;4;7;3;0;0;0;0;0;0;0
2020-02-13 00:15:00;1;3;4;7;5;0;0;0;0;0;0;0
2020-02-13 00:30:00;0;5;4;2;4;0;0;0;0;0;0;0
2020-02-13 00:45:00;1;7;5;3;2;0;0;0;0;0;0;0
2020-02-13 01:00:00;1;3;4;8;5;0;0;0;0;0;0;0
2020-02-13 01:15:00;1;4;4;6;4;0;0;0;0;0;0;0
2020-02-13 01:30:00;1;5;6;2;4;0;0;0;0;0;0;0
2020-02-13 01:45:00;2;3;5;4;1;0;0;0;0;0;0;0
2020-02-13 02:00:00;2;3;1;2;3;0;0;0;0;0;0;0
2020-02-13 02:15:00;0;3;2;1;1;0;0;0;0;0;0;0
2020-02-13 02:30:00;0;5;3;4;4;0;0;0;0;0;0;0
2020-02-13 02:45:00;5;2;2;3;3;0;0;0;0;0;0;0
2020-02-13 03:00:00;0;1;2;0;1;0;0;0;0;0;0;0
2020-02-13 03:15:00;2;1;2;4;1;0;0;0;0;0;0;0
2020-02-13 03:30:00;1;1;2;4;1;0;0;0;0;0;0;0
2020-02-13 03:45:00;2;2;4;4;2;0;0;0;0;0;0;0
2020-02-13 04:00:00;1;4;5;6;6;0;0;0;0;0;0;0
2020-02-13 04:15:00;2;9;6;5;3;0;0;0;0;0;0;0
2020-02-13 04:30:00;3;8;6;7;5;0;0;0;0;0;0;0
2020-02-13 04:45:00;7;9;7;5;3;0;0;0;0;0;0;0
2020-02-13 05:00:00;10;18;11;20;21;0;0;0;0;0;0;0
2020-02-13 05:15:00;10;29;30;31;23;0;0;0;0;0;0;0
2020-02-13 05:30:00;24;37;20;41;35;0;0;0;0;0;0;0
2020-02-13 05:45:00;15;42;37;49;55;0;0;0;0;0;0;0
2020-02-13 06:00:00;13;48;60;66;55;0;0;0;0;0;0;0
2020-02-13 06:15:00;15;47;40;70;77;0;0;0;0;0;0;0
2020-02-13 06:30:00;22;57;46;98;118;0;0;0;0;0;0;0
2020-02-13 06:45:00;17;66;47;128;138;3;0;0;0;6;0;0
2020-02-13 07:00:00;19;66;48;122;160;6;0;0;0;23;0;2
2020-02-13 07:15:00;27;70;38;138;175;1;1;0;0;77;3;15
