DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2020-02-06 00:00:00;6;4;4;1;10;3;11;14;7;21;14;7;21;0
2020-02-06 00:15:00;15;1;3;1;17;3;11;20;10;30;20;10;30;0
2020-02-06 00:30:00;10;1;0;0;8;4;4;20;10;30;20;10;30;0
2020-02-06 00:45:00;4;3;4;0;5;3;5;20;10;30;20;10;30;0
2020-02-06 01:00:00;8;1;2;0;12;4;3;26;13;39;26;13;39;0
2020-02-06 01:15:00;4;3;1;0;8;2;1;24;12;36;24;12;36;0
2020-02-06 01:30:00;1;0;1;0;8;3;1;26;13;39;26;13;39;0
2020-02-06 01:45:00;0;2;0;0;11;1;3;26;13;39;26;13;39;0
2020-02-06 02:00:00;5;4;1;0;12;5;1;26;13;39;26;13;39;0
2020-02-06 02:15:00;1;0;0;0;12;3;2;26;13;39;26;13;39;0
2020-02-06 02:30:00;1;1;1;0;9;4;2;26;13;39;26;13;39;0
2020-02-06 02:45:00;3;0;1;0;7;2;2;26;13;39;26;13;39;0
2020-02-06 03:00:00;7;2;0;0;4;2;0;24;12;36;24;12;36;0
2020-02-06 03:15:00;3;1;2;3;4;2;3;26;13;39;26;13;39;0
2020-02-06 03:30:00;1;2;1;1;15;5;5;26;13;39;26;13;39;0
2020-02-06 03:45:00;3;4;6;3;12;3;2;26;13;39;26;13;39;0
2020-02-06 04:00:00;4;5;4;0;13;2;2;24;12;36;24;12;36;0
2020-02-06 04:15:00;5;2;2;1;19;6;5;26;13;39;26;13;39;0
2020-02-06 04:30:00;4;8;6;3;19;5;1;26;13;39;26;13;39;0
2020-02-06 04:45:00;14;12;14;10;23;3;3;24;12;36;24;12;36;0
2020-02-06 05:00:00;20;22;27;19;41;13;6;18;9;27;18;9;27;0
2020-02-06 05:15:00;52;40;61;55;47;10;4;20;10;30;20;10;30;0
2020-02-06 05:30:00;53;67;58;58;78;29;9;20;10;30;20;10;30;0
2020-02-06 05:45:00;58;57;68;63;75;30;40;20;10;30;20;10;30;0
2020-02-06 06:00:00;54;55;50;54;112;49;52;18;9;27;18;9;27;0
2020-02-06 06:15:00;74;76;76;83;130;61;38;20;10;30;20;10;30;0
2020-02-06 06:30:00;89;82;105;111;115;50;39;20;10;30;20;10;30;0
2020-02-06 06:45:00;91;102;98;103;112;77;33;20;10;30;20;10;30;0
2020-02-06 07:00:00;98;82;97;104;92;44;43;18;9;27;18;9;27;0
2020-02-06 07:15:00;132;95;121;118;124;77;49;20;10;30;20;10;30;0
2020-02-06 07:30:00;130;117;107;107;127;72;57;20;10;30;20;10;30;0
2020-02-06 07:45:00;143;99;98;95;124;57;60;20;10;30;20;10;30;0
2020-02-06 08:00:00;97;78;69;76;103;66;54;18;9;27;18;9;27;0
2020-02-06 08:15:00;96;99;69;65;105;54;52;20;10;30;20;10;30;0
2020-02-06 08:30:00;106;99;74;61;121;68;41;20;10;30;20;10;30;0
2020-02-06 08:45:00;113;81;69;69;119;55;59;20;10;30;20;10;30;0
2020-02-06 09:00:00;89;66;48;38;99;52;40;18;9;27;18;9;27;0
2020-02-06 09:15:00;73;73;56;49;94;48;42;20;10;30;20;10;30;0
2020-02-06 09:30:00;74;70;65;48;108;46;43;20;10;30;20;10;30;0
2020-02-06 09:45:00;94;62;42;37;117;48;60;21;11;30;21;11;30;0
2020-02-06 10:00:00;97;53;42;35;100;49;51;18;9;27;18;9;27;0
2020-02-06 10:15:00;95;58;48;39;121;44;77;20;10;30;20;10;30;0
2020-02-06 10:30:00;105;59;54;36;120;43;66;20;10;30;20;10;30;0
2020-02-06 10:45:00;101;64;51;33;130;54;74;20;10;30;20;10;30;0
2020-02-06 11:00:00;69;62;48;24;110;62;64;18;9;27;18;9;27;0
2020-02-06 11:15:00;93;53;48;27;126;55;87;20;10;30;20;10;30;0
2020-02-06 11:30:00;108;66;38;30;120;58;83;18;9;27;18;9;27;0
2020-02-06 11:45:00;98;53;33;34;144;65;88;20;10;30;20;10;30;0
2020-02-06 12:00:00;100;56;43;29;119;54;88;20;10;30;20;10;30;0
2020-02-06 12:15:00;104;57;41;41;127;47;105;22;12;30;22;12;30;0
2020-02-06 12:30:00;98;50;54;43;144;71;111;20;10;30;20;10;30;0
2020-02-06 12:45:00;112;57;46;44;153;65;119;20;10;30;20;10;30;0
2020-02-06 13:00:00;99;73;44;37;134;54;120;20;10;30;20;10;30;0
2020-02-06 13:15:00;113;68;62;59;142;60;112;20;10;30;20;10;30;0
2020-02-06 13:30:00;106;84;51;57;136;54;99;20;10;30;20;10;30;0
2020-02-06 13:45:00;110;86;58;59;141;63;93;20;10;30;20;10;30;0
2020-02-06 14:00:00;106;65;43;40;152;72;112;20;10;30;20;10;30;0
