DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-12-18 00:00:00;2;3;0;1;1;1;0;0;0;0;0
2020-12-18 00:15:00;3;2;0;8;0;1;0;1;0;0;0
2020-12-18 00:30:00;1;1;0;0;0;0;0;1;0;0;0
2020-12-18 00:45:00;1;1;0;1;0;1;1;1;0;0;0
2020-12-18 01:00:00;2;3;0;4;0;4;0;0;0;0;0
2020-12-18 01:15:00;0;0;0;1;0;1;0;0;0;0;0
2020-12-18 01:30:00;1;0;0;0;0;0;0;0;0;0;0
2020-12-18 01:45:00;1;1;0;0;0;0;0;0;0;0;0
2020-12-18 02:00:00;0;0;0;2;1;1;1;2;0;0;0
2020-12-18 02:15:00;0;0;0;3;1;2;0;0;0;0;0
2020-12-18 02:30:00;0;0;0;1;1;2;1;0;0;0;0
2020-12-18 02:45:00;1;0;0;0;0;0;0;0;0;0;0
2020-12-18 03:00:00;0;2;0;2;0;1;0;0;0;0;0
2020-12-18 03:15:00;0;1;0;0;0;0;0;0;0;0;0
2020-12-18 03:30:00;1;1;0;1;0;1;0;1;0;0;0
2020-12-18 03:45:00;2;1;0;0;0;0;0;1;0;0;0
2020-12-18 04:00:00;1;1;0;1;0;1;0;0;0;0;0
2020-12-18 04:15:00;1;1;0;2;0;1;0;0;0;0;0
2020-12-18 04:30:00;5;5;0;2;0;1;0;1;0;0;0
2020-12-18 04:45:00;2;2;0;1;0;1;0;1;0;0;0
2020-12-18 05:00:00;3;4;0;5;0;2;0;0;0;0;0
2020-12-18 05:15:00;10;7;0;5;1;4;0;7;0;0;0
2020-12-18 05:30:00;5;5;0;10;2;4;1;7;0;0;0
2020-12-18 05:45:00;10;13;0;17;1;9;1;4;0;0;0
2020-12-18 06:00:00;11;13;0;14;5;6;2;2;0;0;0
2020-12-18 06:15:00;34;22;0;29;10;20;5;17;0;0;0
2020-12-18 06:30:00;24;23;0;19;8;14;3;15;0;0;0
2020-12-18 06:45:00;31;44;0;28;10;21;4;13;0;0;0
2020-12-18 07:00:00;29;29;0;32;10;21;4;16;0;0;0
2020-12-18 07:15:00;51;49;0;29;5;18;3;23;0;0;0
2020-12-18 07:30:00;54;45;0;36;9;29;5;23;1;0;0
2020-12-18 07:45:00;48;49;0;33;4;26;7;18;1;0;0
2020-12-18 08:00:00;55;29;0;35;11;29;2;20;0;3;0
2020-12-18 08:15:00;50;46;0;39;7;31;4;12;0;0;0
2020-12-18 08:30:00;36;36;0;53;14;44;6;16;0;0;0
2020-12-18 08:45:00;39;45;0;36;5;26;4;12;0;0;0
2020-12-18 09:00:00;24;33;0;47;7;37;2;6;0;0;0
2020-12-18 09:15:00;39;42;0;46;3;37;3;6;0;0;0
2020-12-18 09:30:00;40;34;0;44;2;39;9;14;0;14;0
2020-12-18 09:45:00;31;40;0;54;1;32;3;26;0;0;0
2020-12-18 10:00:00;41;31;0;53;6;39;4;12;0;0;0
2020-12-18 10:15:00;30;35;0;58;8;34;3;10;0;1;0
2020-12-18 10:30:00;25;42;0;48;7;45;5;10;0;0;0
2020-12-18 10:45:00;42;43;0;59;4;47;5;9;0;0;0
2020-12-18 11:00:00;25;37;0;64;6;43;5;7;0;0;0
2020-12-18 11:15:00;35;30;0;61;11;45;6;16;0;0;0
2020-12-18 11:30:00;38;33;0;61;7;49;2;11;3;0;0
2020-12-18 11:45:00;23;32;0;74;10;62;7;14;0;0;0
2020-12-18 12:00:00;23;27;0;76;12;57;4;17;0;0;0
2020-12-18 12:15:00;27;30;0;59;9;46;7;15;0;0;0
2020-12-18 12:30:00;30;33;0;73;9;57;12;20;0;0;0
2020-12-18 12:45:00;32;39;0;64;7;47;7;13;0;7;0
2020-12-18 13:00:00;24;32;0;96;5;63;5;15;0;17;1
2020-12-18 13:15:00;28;30;0;71;13;54;9;14;13;0;0
2020-12-18 13:30:00;32;38;0;48;4;32;8;15;0;0;0
2020-12-18 13:45:00;32;35;0;48;3;39;8;18;0;0;0
2020-12-18 14:00:00;19;25;0;64;6;46;6;13;2;0;0
2020-12-18 14:15:00;33;45;0;53;4;40;5;6;11;0;27
2020-12-18 14:30:00;25;25;0;84;10;71;5;8;0;0;0
2020-12-18 14:45:00;25;40;0;73;7;56;5;11;0;0;0
2020-12-18 15:00:00;21;25;0;59;15;41;4;12;0;11;0
2020-12-18 15:15:00;28;29;0;56;19;48;13;22;0;6;0
2020-12-18 15:30:00;16;28;0;75;14;62;8;18;0;21;0
2020-12-18 15:45:00;26;44;0;54;11;40;5;16;18;0;0
2020-12-18 16:00:00;31;27;0;57;7;46;5;12;0;0;0
2020-12-18 16:15:00;34;32;0;46;6;36;8;20;0;0;0
2020-12-18 16:30:00;20;35;0;65;5;50;5;19;2;0;2
2020-12-18 16:45:00;25;40;0;57;8;38;4;24;3;0;0
2020-12-18 17:00:00;28;22;0;49;6;34;5;21;15;0;0
2020-12-18 17:15:00;28;35;0;61;7;43;4;11;0;0;0
2020-12-18 17:30:00;22;38;0;47;6;34;7;15;0;0;0
2020-12-18 17:45:00;24;34;0;46;8;35;5;18;0;1;0
2020-12-18 18:00:00;19;24;0;57;9;41;3;10;0;0;0
2020-12-18 18:15:00;21;26;0;43;6;30;2;8;0;0;0
2020-12-18 18:30:00;17;21;0;45;8;33;1;14;0;0;0
2020-12-18 18:45:00;24;31;0;40;2;21;2;8;2;0;0
2020-12-18 19:00:00;10;17;0;33;2;24;4;10;0;6;0
2020-12-18 19:15:00;12;23;0;34;4;25;3;8;0;0;0
2020-12-18 19:30:00;8;28;0;33;4;19;4;3;0;0;0
2020-12-18 19:45:00;13;29;0;19;0;8;0;0;0;0;0
2020-12-18 20:00:00;2;6;0;17;3;9;1;1;0;0;0
