DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2019-11-21 00:00:00;2;7;10;6;5;0;0;0;0;0;0;0
2019-11-21 00:15:00;4;3;5;2;2;0;0;0;0;0;0;0
2019-11-21 00:30:00;2;2;5;2;5;0;0;0;0;0;0;0
2019-11-21 00:45:00;0;2;1;9;4;0;0;0;0;0;0;0
2019-11-21 01:00:00;1;9;3;8;4;0;0;0;0;0;0;0
2019-11-21 01:15:00;1;3;2;3;4;0;0;0;0;0;0;0
2019-11-21 01:30:00;0;4;5;2;4;0;0;0;0;0;0;0
2019-11-21 01:45:00;0;1;1;5;2;0;0;0;0;0;0;0
2019-11-21 02:00:00;0;2;0;2;1;0;0;0;0;0;0;0
2019-11-21 02:15:00;0;2;0;2;0;0;0;0;0;0;0;0
2019-11-21 02:30:00;2;1;0;2;1;0;0;0;0;0;0;0
2019-11-21 02:45:00;1;2;6;3;2;0;0;0;0;0;0;0
2019-11-21 03:00:00;2;6;3;3;2;0;0;0;0;0;0;0
2019-11-21 03:15:00;1;2;0;2;1;0;0;0;0;0;0;0
2019-11-21 03:30:00;0;5;5;3;0;0;0;0;0;0;0;0
2019-11-21 03:45:00;3;3;2;4;1;0;0;0;0;0;0;0
2019-11-21 04:00:00;0;5;3;5;5;0;0;0;0;0;0;0
2019-11-21 04:15:00;1;8;7;5;2;0;0;0;0;0;0;0
2019-11-21 04:30:00;4;4;4;6;3;0;0;0;0;0;0;0
2019-11-21 04:45:00;4;11;9;5;7;0;0;0;0;0;0;0
2019-11-21 05:00:00;14;18;14;27;23;0;0;0;0;0;0;0
2019-11-21 05:15:00;7;31;22;41;36;0;0;0;0;0;0;0
2019-11-21 05:30:00;27;40;33;50;44;0;0;0;0;0;0;0
2019-11-21 05:45:00;14;39;41;52;55;0;0;0;0;0;0;0
2019-11-21 06:00:00;13;55;56;71;66;0;0;0;0;0;0;0
2019-11-21 06:15:00;16;65;58;70;79;0;0;0;0;0;0;0
2019-11-21 06:30:00;16;53;54;127;158;2;1;0;0;13;9;0
2019-11-21 06:45:00;21;63;46;153;181;2;3;0;0;6;0;1
2019-11-21 07:00:00;19;63;44;158;191;3;1;0;0;25;0;0
2019-11-21 07:15:00;23;73;61;134;143;3;0;0;0;75;4;20
2019-11-21 07:30:00;23;81;41;129;136;1;2;0;0;41;10;26
2019-11-21 07:45:00;36;101;63;109;116;1;1;0;0;4;5;18
2019-11-21 08:00:00;35;81;48;95;173;4;5;0;0;19;7;3
2019-11-21 08:15:00;35;63;51;81;231;0;2;0;0;3;1;0
2019-11-21 08:30:00;22;70;43;100;136;1;2;0;0;0;11;15
2019-11-21 08:45:00;18;62;47;109;107;2;2;0;1;10;5;6
2019-11-21 09:00:00;27;51;68;106;77;4;1;0;0;41;6;0
2019-11-21 09:15:00;20;66;51;95;92;0;5;0;0;1;7;1
2019-11-21 09:30:00;24;64;42;83;83;3;1;0;0;5;7;6
2019-11-21 09:45:00;24;61;49;88;78;0;2;0;0;0;4;1
2019-11-21 10:00:00;19;51;37;66;44;1;2;0;0;0;3;3
2019-11-21 10:15:00;28;46;79;71;55;0;3;0;0;12;11;0
2019-11-21 10:30:00;22;54;67;73;63;1;7;0;0;10;2;0
2019-11-21 10:45:00;24;58;54;74;63;3;0;0;0;14;1;0
2019-11-21 11:00:00;19;68;60;52;58;1;2;0;0;3;7;0
2019-11-21 11:15:00;19;58;63;61;81;3;3;0;0;34;7;0
2019-11-21 11:30:00;24;54;56;55;31;1;0;0;0;0;4;0
2019-11-21 11:45:00;22;88;67;63;69;0;2;0;0;6;15;9
2019-11-21 12:00:00;21;93;87;63;51;0;3;0;0;0;11;1
2019-11-21 12:15:00;24;68;72;67;38;2;4;0;0;21;10;3
2019-11-21 12:30:00;33;79;62;70;59;3;2;0;0;10;9;1
2019-11-21 12:45:00;24;68;78;69;85;0;5;0;0;14;8;24
2019-11-21 13:00:00;21;98;84;46;89;4;6;0;0;11;5;2
2019-11-21 13:15:00;29;81;81;44;81;1;5;0;0;9;9;83
2019-11-21 13:30:00;30;100;72;95;96;1;4;0;2;4;20;62
2019-11-21 13:45:00;25;93;67;87;78;1;1;0;0;1;4;0
2019-11-21 14:00:00;22;100;92;75;73;1;0;0;0;4;8;5
2019-11-21 14:15:00;22;108;93;80;74;2;5;0;0;44;5;0
2019-11-21 14:30:00;26;126;96;75;87;2;1;0;0;6;12;18
2019-11-21 14:45:00;27;113;119;62;77;6;1;0;0;0;3;1
2019-11-21 15:00:00;31;123;98;53;87;4;9;0;9;27;9;28
2019-11-21 15:15:00;22;139;128;70;69;0;4;0;0;16;6;76
2019-11-21 15:30:00;34;131;131;82;94;4;2;0;3;15;5;6
2019-11-21 15:45:00;25;162;139;68;81;0;5;0;0;4;6;15
2019-11-21 16:00:00;33;178;157;78;87;8;17;0;0;54;11;15
2019-11-21 16:15:00;25;191;177;107;104;7;2;0;0;5;13;19
2019-11-21 16:30:00;31;180;149;105;83;9;1;0;0;3;14;36
2019-11-21 16:45:00;30;173;162;104;93;0;4;0;0;13;2;2
2019-11-21 17:00:00;38;168;164;106;113;8;3;0;0;10;4;0
2019-11-21 17:15:00;39;182;159;121;108;4;2;0;0;10;11;7
