DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-09-24 00:00:00;3;5;12;0;0;0;0;0;0
2020-09-24 00:15:00;7;5;13;0;0;0;0;0;0
2020-09-24 00:30:00;9;4;9;1;1;0;0;0;0
2020-09-24 00:45:00;6;2;12;0;0;0;0;0;0
2020-09-24 01:00:00;2;4;6;0;0;0;0;0;0
2020-09-24 01:15:00;8;4;5;0;0;0;0;0;0
2020-09-24 01:30:00;5;2;8;0;0;0;0;0;0
2020-09-24 01:45:00;5;4;9;0;0;0;0;0;0
2020-09-24 02:00:00;6;4;5;0;0;0;0;0;0
2020-09-24 02:15:00;7;3;8;0;0;0;0;0;0
2020-09-24 02:30:00;6;3;4;0;0;0;0;0;0
2020-09-24 02:45:00;3;0;6;0;0;0;0;0;0
2020-09-24 03:00:00;6;4;7;0;0;0;0;0;0
2020-09-24 03:15:00;6;2;8;1;1;0;0;0;0
2020-09-24 03:30:00;5;5;8;0;0;0;0;0;0
2020-09-24 03:45:00;6;5;4;0;0;0;0;0;0
2020-09-24 04:00:00;8;1;5;0;0;0;0;0;0
2020-09-24 04:15:00;7;5;20;0;0;0;0;0;0
2020-09-24 04:30:00;15;5;15;0;0;0;0;0;0
2020-09-24 04:45:00;18;7;33;0;0;0;0;0;0
2020-09-24 05:00:00;24;10;81;0;0;0;0;0;0
2020-09-24 05:15:00;65;17;126;1;1;0;0;0;0
2020-09-24 05:30:00;63;19;102;1;1;0;0;0;0
2020-09-24 05:45:00;76;22;114;0;0;0;0;0;0
2020-09-24 06:00:00;93;35;112;2;2;0;0;0;0
2020-09-24 06:15:00;102;33;149;1;1;0;0;0;0
2020-09-24 06:30:00;98;48;184;1;1;2;0;0;0
2020-09-24 06:45:00;85;39;177;1;1;0;0;0;0
2020-09-24 07:00:00;97;30;199;1;1;1;0;0;0
2020-09-24 07:15:00;90;54;233;5;5;0;0;0;0
2020-09-24 07:30:00;133;73;257;2;2;1;0;0;0
2020-09-24 07:45:00;125;80;210;0;0;1;0;0;0
2020-09-24 08:00:00;90;60;189;1;1;0;0;0;0
2020-09-24 08:15:00;93;50;196;2;1;0;0;0;0
2020-09-24 08:30:00;92;58;212;1;1;2;0;0;0
2020-09-24 08:45:00;107;61;192;2;2;3;0;0;0
2020-09-24 09:00:00;108;48;186;2;1;1;0;0;0
2020-09-24 09:15:00;112;48;177;2;2;0;0;0;0
2020-09-24 09:30:00;108;43;187;1;1;0;0;0;0
2020-09-24 09:45:00;112;59;209;1;1;1;0;0;0
2020-09-24 10:00:00;143;63;207;2;2;0;0;0;0
2020-09-24 10:15:00;107;51;193;1;1;3;0;0;0
2020-09-24 10:30:00;130;58;183;1;1;0;0;0;0
2020-09-24 10:45:00;140;84;208;2;2;6;0;0;0
2020-09-24 11:00:00;128;70;214;2;2;3;0;0;0
2020-09-24 11:15:00;153;62;183;1;1;4;0;0;0
2020-09-24 11:30:00;130;58;182;5;5;3;0;0;0
2020-09-24 11:45:00;130;74;188;2;2;1;0;0;0
2020-09-24 12:00:00;136;58;181;3;3;0;0;0;0
2020-09-24 12:15:00;152;64;190;0;0;1;0;0;0
2020-09-24 12:30:00;137;69;181;0;0;2;0;0;0
2020-09-24 12:45:00;129;61;203;2;2;2;0;0;0
2020-09-24 13:00:00;158;53;212;4;4;1;0;0;0
2020-09-24 13:15:00;141;59;222;3;2;1;0;0;0
2020-09-24 13:30:00;168;77;232;3;3;1;0;0;0
2020-09-24 13:45:00;131;65;225;2;1;2;0;0;0
2020-09-24 14:00:00;139;60;191;1;1;0;0;0;0
2020-09-24 14:15:00;169;74;206;1;1;0;0;0;0
2020-09-24 14:30:00;137;60;225;2;1;2;0;0;0
2020-09-24 14:45:00;169;70;235;2;2;1;0;0;0
2020-09-24 15:00:00;193;64;212;3;4;3;0;0;0
2020-09-24 15:15:00;171;72;199;2;2;1;0;0;0
2020-09-24 15:30:00;163;82;242;1;1;2;0;0;0
2020-09-24 15:45:00;165;78;233;2;2;3;0;0;0
2020-09-24 16:00:00;177;76;242;1;1;0;0;0;0
2020-09-24 16:15:00;164;80;224;3;4;4;0;0;0
2020-09-24 16:30:00;186;85;245;2;3;0;0;0;0
2020-09-24 16:45:00;165;68;217;1;1;2;0;0;0
2020-09-24 17:00:00;198;79;245;7;7;1;0;0;0
2020-09-24 17:15:00;177;74;244;1;1;2;0;0;0
2020-09-24 17:30:00;173;56;239;2;2;1;0;0;0
2020-09-24 17:45:00;171;62;202;4;4;1;0;0;0
2020-09-24 18:00:00;158;70;214;1;2;1;0;0;0
2020-09-24 18:15:00;146;64;228;2;2;2;0;0;0
2020-09-24 18:30:00;162;52;210;2;1;4;0;0;0
2020-09-24 18:45:00;155;45;193;3;3;2;0;0;0
2020-09-24 19:00:00;130;55;173;3;2;1;0;0;0
2020-09-24 19:15:00;125;41;137;0;0;0;0;0;0
2020-09-24 19:30:00;95;46;154;2;2;1;0;0;0
2020-09-24 19:45:00;86;40;117;2;2;0;0;0;0
2020-09-24 20:00:00;87;37;101;1;1;0;0;0;0
2020-09-24 20:15:00;101;46;113;1;1;0;0;0;0
2020-09-24 20:30:00;72;31;96;1;1;0;0;0;0
2020-09-24 20:45:00;59;29;98;2;2;0;0;0;0
2020-09-24 21:00:00;67;20;100;1;0;0;0;0;0
2020-09-24 21:15:00;79;31;83;1;1;0;0;0;0
2020-09-24 21:30:00;57;17;51;1;1;0;0;0;0
2020-09-24 21:45:00;70;20;42;3;3;0;0;0;0
2020-09-24 22:00:00;86;20;53;1;1;0;0;0;0
2020-09-24 22:15:00;100;24;66;1;1;0;0;0;0
2020-09-24 22:30:00;60;12;39;1;1;0;0;0;0
2020-09-24 22:45:00;50;7;41;0;0;0;0;0;0
2020-09-24 23:00:00;25;15;28;0;0;0;0;0;0
2020-09-24 23:15:00;28;10;35;3;3;0;0;0;0
2020-09-24 23:30:00;21;13;22;0;0;0;0;0;0
2020-09-24 23:45:00;24;13;20;1;1;0;0;0;0
