DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-05-26 00:00:00;9;10;4;11;2;0;0;3;0;2;1
2020-05-26 00:15:00;7;16;11;15;7;6;0;4;0;2;0
2020-05-26 00:30:00;11;12;5;9;6;1;0;2;0;3;5
2020-05-26 00:45:00;11;14;10;6;3;3;1;0;0;1;0
2020-05-26 01:00:00;7;10;7;12;6;3;3;3;0;1;0
2020-05-26 01:15:00;8;12;1;7;0;5;1;3;0;0;0
2020-05-26 01:30:00;6;5;4;5;2;1;2;3;0;1;2
2020-05-26 01:45:00;12;13;8;4;0;0;0;3;0;0;0
2020-05-26 02:00:00;8;9;2;4;3;2;1;1;0;1;4
2020-05-26 02:15:00;10;10;7;7;2;1;0;0;0;0;0
2020-05-26 02:30:00;7;7;7;3;2;0;0;1;0;2;0
2020-05-26 02:45:00;3;7;4;9;1;1;0;1;0;0;1
2020-05-26 03:00:00;6;8;4;8;0;3;0;1;0;2;2
2020-05-26 03:15:00;3;6;2;2;4;2;0;2;0;0;1
2020-05-26 03:30:00;8;9;3;8;3;1;0;1;0;0;3
2020-05-26 03:45:00;6;8;5;3;5;2;1;0;0;0;0
2020-05-26 04:00:00;8;13;7;5;2;2;6;2;0;0;0
2020-05-26 04:15:00;14;15;8;8;8;1;0;2;0;3;2
2020-05-26 04:30:00;19;20;10;9;4;2;0;6;0;3;2
2020-05-26 04:45:00;28;28;17;11;9;4;0;4;0;2;2
2020-05-26 05:00:00;50;54;34;14;15;9;2;6;0;11;13
2020-05-26 05:15:00;68;74;57;20;16;11;3;5;0;10;18
2020-05-26 05:30:00;78;87;77;37;13;13;3;21;0;13;19
2020-05-26 05:45:00;91;101;71;46;31;14;6;29;0;11;18
2020-05-26 06:00:00;65;82;64;54;36;11;19;27;0;13;14
2020-05-26 06:15:00;107;128;73;56;37;39;9;29;0;27;34
2020-05-26 06:30:00;122;137;98;71;32;30;8;23;0;21;31
2020-05-26 06:45:00;127;144;109;88;52;23;9;29;0;25;37
2020-05-26 07:00:00;101;126;103;98;69;24;25;21;0;17;38
2020-05-26 07:15:00;120;136;100;134;93;51;25;21;0;29;41
2020-05-26 07:30:00;130;155;104;130;98;47;15;29;0;40;62
2020-05-26 07:45:00;124;159;128;119;86;41;21;40;0;26;40
2020-05-26 08:00:00;97;126;102;119;86;41;29;20;0;23;38
2020-05-26 08:15:00;117;145;112;109;55;27;12;37;0;22;30
2020-05-26 08:30:00;108;129;91;94;59;35;14;39;0;35;38
2020-05-26 08:45:00;81;105;90;97;86;30;12;36;0;21;33
2020-05-26 09:00:00;95;116;83;105;64;22;31;18;0;17;15
2020-05-26 09:15:00;95;115;85;102;73;31;27;38;0;19;25
2020-05-26 09:30:00;113;138;102;107;63;25;12;44;0;17;25
2020-05-26 09:45:00;105;149;103;107;76;26;13;44;0;20;27
2020-05-26 10:00:00;109;142;94;103;96;20;4;33;0;14;19
2020-05-26 10:15:00;121;145;86;109;92;22;12;27;0;31;30
2020-05-26 10:30:00;117;163;111;115;84;25;13;44;0;27;33
2020-05-26 10:45:00;96;128;95;130;93;25;55;51;0;14;22
2020-05-26 11:00:00;107;141;94;103;90;26;11;45;0;22;21
2020-05-26 11:15:00;111;148;89;111;104;27;13;48;0;22;19
2020-05-26 11:30:00;89;120;94;118;95;22;12;51;0;23;27
2020-05-26 11:45:00;115;148;104;120;71;31;52;54;0;18;19
2020-05-26 12:00:00;115;143;85;127;103;20;8;47;0;26;22
2020-05-26 12:15:00;95;127;102;135;84;25;12;65;0;25;20
2020-05-26 12:30:00;108;149;115;132;90;20;12;41;0;17;23
2020-05-26 12:45:00;112;154;108;140;101;33;26;61;0;36;35
2020-05-26 13:00:00;100;139;100;103;79;33;27;49;0;31;33
2020-05-26 13:15:00;129;163;140;124;90;36;33;45;0;17;38
2020-05-26 13:30:00;118;157;123;119;86;32;15;65;0;39;32
2020-05-26 13:45:00;118;156;133;142;106;41;19;60;0;35;38
2020-05-26 14:00:00;123;160;114;135;89;24;8;39;0;22;29
2020-05-26 14:15:00;109;143;86;122;113;26;19;65;0;25;31
2020-05-26 14:30:00;109;156;108;137;118;36;11;70;0;26;42
2020-05-26 14:45:00;118;164;118;156;118;30;13;68;0;34;31
2020-05-26 15:00:00;99;138;86;131;104;24;12;57;0;16;18
2020-05-26 15:15:00;121;155;111;162;101;56;15;77;0;24;28
2020-05-26 15:30:00;109;161;111;140;123;29;8;71;0;30;42
2020-05-26 15:45:00;129;174;111;140;105;24;16;52;0;30;31
2020-05-26 16:00:00;102;152;107;159;104;22;7;65;0;27;31
2020-05-26 16:15:00;132;177;121;170;133;46;19;82;0;23;30
2020-05-26 16:30:00;117;172;113;155;135;21;11;65;0;32;27
2020-05-26 16:45:00;123;172;120;163;124;28;13;68;0;30;32
2020-05-26 17:00:00;115;149;95;177;150;30;15;71;0;18;18
2020-05-26 17:15:00;120;183;124;164;133;20;15;70;0;26;39
2020-05-26 17:30:00;76;106;66;91;84;14;6;40;0;15;24
