DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2020-11-05 00:00:00;6;9;5;1;4;7;2;4;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 00:15:00;9;8;4;1;9;9;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 00:30:00;5;5;1;0;9;12;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 00:45:00;5;7;11;0;4;10;7;9;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 01:00:00;4;5;2;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 01:15:00;6;4;4;1;5;8;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 01:30:00;4;6;2;0;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 01:45:00;3;7;7;0;6;7;3;5;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 02:00:00;7;6;3;0;3;6;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 02:15:00;0;0;2;0;8;13;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 02:30:00;5;3;1;0;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 02:45:00;6;5;0;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 03:00:00;2;2;0;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 03:15:00;2;4;2;1;4;5;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 03:30:00;4;3;2;0;6;5;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 03:45:00;4;7;4;0;3;5;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 04:00:00;9;7;5;1;8;9;3;5;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 04:15:00;7;5;1;1;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 04:30:00;11;11;7;2;12;14;3;6;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 04:45:00;27;26;17;2;26;33;11;14;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 05:00:00;53;54;22;3;33;35;12;24;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 05:15:00;66;76;41;8;48;48;22;39;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 05:30:00;55;66;31;2;49;46;19;37;0;0;0;0;0;0;0;1;0;0;0
2020-11-05 05:45:00;42;60;37;12;43;51;25;44;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 06:00:00;55;65;51;8;77;74;17;48;0;0;0;0;0;0;5;0;0;0;0
2020-11-05 06:15:00;65;85;65;12;81;81;28;54;0;0;0;0;0;0;0;2;0;0;0
2020-11-05 06:30:00;74;91;59;14;62;64;23;60;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 06:45:00;77;92;61;12;79;71;31;72;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 07:00:00;79;100;63;15;63;68;35;62;0;0;0;0;0;0;0;3;0;0;0
2020-11-05 07:15:00;64;83;58;28;61;76;36;71;0;0;0;0;0;0;0;2;0;0;0
2020-11-05 07:30:00;70;94;77;14;87;97;36;93;0;0;0;0;0;0;0;6;0;0;0
2020-11-05 07:45:00;88;120;67;11;71;83;37;72;0;0;0;0;0;0;0;4;0;0;0
2020-11-05 08:00:00;80;90;58;20;70;68;38;47;0;0;0;0;0;0;0;11;0;0;0
2020-11-05 08:15:00;80;81;62;20;92;95;35;69;0;0;0;0;0;0;0;6;10;0;0
2020-11-05 08:30:00;82;111;92;20;84;92;42;93;0;0;0;0;0;0;0;7;0;0;0
2020-11-05 08:45:00;78;89;59;16;74;85;28;57;0;0;0;0;0;0;0;7;4;0;3
2020-11-05 09:00:00;64;83;72;17;88;82;56;51;0;0;0;0;0;0;0;7;0;0;0
2020-11-05 09:15:00;90;97;83;12;87;105;45;65;0;0;0;0;0;0;0;11;4;0;0
2020-11-05 09:30:00;76;94;54;16;57;73;37;61;0;0;0;0;0;0;0;9;0;0;0
2020-11-05 09:45:00;86;114;91;16;93;107;43;62;0;0;0;0;0;0;0;8;0;1;0
2020-11-05 10:00:00;98;112;73;11;81;106;43;43;0;0;0;0;0;0;1;8;1;0;0
2020-11-05 10:15:00;87;107;67;10;95;106;40;55;0;0;0;0;0;0;0;10;0;0;0
2020-11-05 10:30:00;84;99;92;8;92;109;42;48;0;0;0;0;0;0;0;9;4;0;0
2020-11-05 10:45:00;93;111;89;18;116;128;62;64;0;0;0;0;0;0;0;9;11;0;0
2020-11-05 11:00:00;87;104;66;13;75;101;49;60;0;0;0;0;0;0;0;12;2;0;0
2020-11-05 11:15:00;91;91;74;18;109;113;44;63;0;0;0;0;0;0;0;12;5;5;0
2020-11-05 11:30:00;92;123;98;13;99;119;54;86;0;0;0;0;0;0;0;7;7;0;0
2020-11-05 11:45:00;83;86;71;15;93;161;41;76;0;0;0;0;0;0;0;11;1;0;0
2020-11-05 12:00:00;90;94;73;19;119;123;39;94;0;0;0;0;0;0;0;9;5;0;3
2020-11-05 12:15:00;68;85;77;15;118;141;39;67;0;0;0;0;0;0;0;8;4;0;0
2020-11-05 12:30:00;93;101;78;17;91;127;58;79;0;0;0;0;0;0;0;13;1;0;3
2020-11-05 12:45:00;87;100;80;20;114;114;36;58;0;0;0;0;0;0;18;9;5;0;0
2020-11-05 13:00:00;101;114;82;24;125;131;51;95;0;0;0;0;0;0;0;8;19;0;0
2020-11-05 13:15:00;83;128;80;21;101;110;46;60;0;0;0;0;0;0;0;7;2;0;0
2020-11-05 13:30:00;92;135;95;17;109;112;42;83;0;0;0;0;0;0;0;8;3;0;14
2020-11-05 13:45:00;41;57;42;12;60;63;17;38;0;0;0;0;0;0;2;4;1;1;0
2020-11-05 14:00:00;
2020-11-05 14:15:00;
2020-11-05 14:30:00;
2020-11-05 14:45:00;
2020-11-05 15:00:00;55;68;42;20;81;70;24;38;0;0;0;0;0;0;0;7;1;0;0
2020-11-05 15:15:00;82;101;74;13;152;136;47;70;0;0;0;0;0;0;0;6;0;0;0
2020-11-05 15:30:00;108;131;59;22;129;130;37;71;0;0;0;0;0;0;0;7;0;0;0
2020-11-05 15:45:00;111;129;99;22;142;140;53;86;0;0;0;0;0;0;0;10;0;1;0
2020-11-05 16:00:00;78;112;69;24;131;122;44;97;0;0;0;0;0;0;0;9;1;0;0
2020-11-05 16:15:00;94;123;108;14;151;158;50;102;0;0;0;0;0;0;0;10;3;0;0
2020-11-05 16:30:00;99;129;102;22;146;121;55;82;0;0;0;0;0;0;0;10;3;0;3
2020-11-05 16:45:00;89;110;65;21;151;139;41;70;0;0;0;0;0;0;0;12;4;0;1
2020-11-05 17:00:00;103;132;83;15;144;138;46;89;0;0;0;0;0;0;0;7;3;0;1
2020-11-05 17:15:00;103;123;85;22;159;147;51;59;0;0;0;0;0;0;0;12;3;0;0
2020-11-05 17:30:00;101;106;77;8;122;123;45;62;0;0;0;0;0;0;0;7;2;0;0
2020-11-05 17:45:00;91;116;80;15;131;126;41;78;0;0;0;0;0;0;0;6;0;0;0
2020-11-05 18:00:00;83;84;53;8;123;102;33;59;0;0;0;0;0;0;0;6;0;0;0
2020-11-05 18:15:00;94;115;69;8;110;123;37;74;0;0;0;0;0;0;0;7;1;0;0
2020-11-05 18:30:00;77;82;61;14;94;97;34;55;0;0;0;0;0;0;0;3;0;0;0
2020-11-05 18:45:00;77;86;50;6;85;81;29;60;0;0;0;0;0;0;0;5;0;0;0
2020-11-05 19:00:00;54;58;43;12;93;78;25;41;0;0;0;0;0;0;0;6;0;0;0
2020-11-05 19:15:00;53;71;65;5;86;101;30;68;0;0;0;0;0;0;0;6;0;0;0
2020-11-05 19:30:00;49;59;50;7;71;78;20;45;0;0;0;0;0;0;0;3;0;0;0
2020-11-05 19:45:00;50;54;43;6;63;45;21;33;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 20:00:00;35;54;32;4;64;50;13;32;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 20:15:00;47;61;32;2;52;54;16;33;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 20:30:00;40;33;28;4;54;49;6;30;0;0;0;0;0;0;0;1;3;0;0
2020-11-05 20:45:00;38;54;37;6;46;48;8;36;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 21:00:00;41;58;30;1;32;32;12;23;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 21:15:00;34;48;33;2;45;39;10;25;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 21:30:00;25;30;22;5;44;30;5;19;0;0;0;0;0;0;0;1;0;0;0
2020-11-05 21:45:00;20;26;21;4;40;40;5;25;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 22:00:00;17;23;34;3;57;61;10;26;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 22:15:00;24;30;25;2;52;45;9;25;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 22:30:00;19;33;16;1;35;30;7;14;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 22:45:00;10;18;11;0;25;22;4;8;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 23:00:00;14;13;8;2;12;15;4;6;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 23:15:00;13;13;6;0;10;11;0;6;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 23:30:00;6;12;10;0;6;9;7;8;0;0;0;0;0;0;0;0;0;0;0
2020-11-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
