DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-05-07 00:00:00;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 00:15:00;0;4;0;5;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-05-07 00:30:00;0;3;0;2;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-05-07 00:45:00;0;3;0;3;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 01:00:00;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 01:15:00;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 01:30:00;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 01:45:00;0;3;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 02:00:00;0;4;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 02:15:00;1;3;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 02:30:00;2;8;0;3;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-05-07 02:45:00;1;4;1;1;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-05-07 03:00:00;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-07 03:15:00;0;3;1;3;5;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
2020-05-07 03:30:00;0;1;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 03:45:00;0;4;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 04:00:00;0;7;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 04:15:00;1;9;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 04:30:00;1;8;3;7;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 04:45:00;2;6;2;9;6;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-07 05:00:00;0;23;0;13;6;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-05-07 05:15:00;0;38;6;23;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-07 05:30:00;4;47;5;26;12;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0
2020-05-07 05:45:00;16;41;10;35;14;0;1;2;1;2;0;0;2;0;0;0;0;0;0;0
2020-05-07 06:00:00;4;44;9;31;15;3;3;0;0;2;1;0;2;1;0;0;0;0;0;0
2020-05-07 06:15:00;17;67;19;33;12;2;6;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-07 06:30:00;15;67;37;35;18;6;5;0;1;3;2;1;3;2;1;0;0;0;0;0
2020-05-07 06:45:00;36;89;43;45;19;6;9;3;2;4;0;1;4;0;2;1;2;8;0;0
2020-05-07 07:00:00;23;78;38;26;12;5;6;1;1;4;2;0;4;2;0;0;0;0;4;0
2020-05-07 07:15:00;12;100;42;52;34;4;3;2;3;1;2;2;1;1;0;0;0;0;0;0
2020-05-07 07:30:00;16;67;35;39;15;2;4;1;1;1;3;1;2;3;0;0;0;0;0;0
2020-05-07 07:45:00;24;85;36;46;32;3;3;7;2;3;1;2;3;1;0;1;0;0;0;0
2020-05-07 08:00:00;19;69;26;28;13;2;4;2;1;5;3;1;5;3;0;2;0;0;0;0
2020-05-07 08:15:00;12;72;22;29;27;10;2;5;3;4;3;1;4;3;0;0;0;9;0;0
2020-05-07 08:30:00;11;60;20;30;28;6;5;7;2;5;4;0;5;4;0;3;0;2;0;0
2020-05-07 08:45:00;10;65;21;48;49;6;6;10;6;4;1;3;5;1;0;1;0;17;0;0
2020-05-07 09:00:00;15;80;20;38;39;7;7;4;2;1;5;2;1;5;0;0;0;0;0;0
2020-05-07 09:15:00;13;78;37;42;31;3;6;7;6;6;8;5;7;8;0;0;0;0;0;12
2020-05-07 09:30:00;14;76;21;45;38;7;6;15;2;12;4;0;12;4;0;1;0;9;0;0
2020-05-07 09:45:00;15;93;19;45;38;4;4;6;4;7;5;2;7;5;0;0;0;0;0;0
2020-05-07 10:00:00;11;74;11;50;44;6;2;13;4;11;7;4;10;8;0;3;0;11;0;0
2020-05-07 10:15:00;13;82;23;42;58;7;6;6;6;10;3;3;11;3;0;0;0;0;0;0
2020-05-07 10:30:00;12;83;28;48;56;5;2;11;4;9;5;2;9;4;1;0;0;0;0;0
2020-05-07 10:45:00;9;71;30;39;46;8;5;6;8;9;8;4;8;10;0;3;0;7;0;0
2020-05-07 11:00:00;16;83;14;45;54;12;5;11;1;8;8;0;8;8;1;3;0;0;0;0
2020-05-07 11:15:00;15;53;16;49;53;4;6;10;6;10;6;3;9;6;5;1;9;8;0;0
2020-05-07 11:30:00;22;67;21;50;53;8;7;12;8;7;13;4;7;13;0;1;0;5;0;5
2020-05-07 11:45:00;17;84;17;45;47;11;7;7;7;3;3;7;4;2;0;0;0;3;0;0
2020-05-07 12:00:00;9;79;19;60;50;8;8;13;4;15;11;1;13;12;1;1;5;4;0;1
2020-05-07 12:15:00;9;75;14;58;48;4;10;9;7;9;6;4;8;7;1;1;5;7;0;0
2020-05-07 12:30:00;14;74;27;58;36;11;4;10;4;14;9;2;14;10;0;2;0;7;0;0
2020-05-07 12:45:00;13;77;20;66;41;6;1;11;8;11;5;5;11;5;0;3;0;1;0;0
2020-05-07 13:00:00;9;83;26;69;59;9;3;8;4;14;10;1;14;10;0;0;0;1;0;0
2020-05-07 13:15:00;16;87;33;48;48;8;9;10;6;11;6;3;11;7;0;3;0;1;7;0
2020-05-07 13:30:00;19;81;17;68;57;6;5;11;4;7;6;3;7;7;3;6;12;36;1;0
2020-05-07 13:45:00;10;98;26;60;54;3;5;2;7;7;3;6;7;3;1;13;0;46;0;0
2020-05-07 14:00:00;21;94;26;63;57;5;7;6;3;16;9;2;15;9;0;1;0;5;0;3
2020-05-07 14:15:00;13;106;33;84;51;5;2;14;4;16;9;3;16;8;0;6;13;0;0;0
2020-05-07 14:30:00;12;84;32;78;59;5;1;8;6;13;7;3;13;7;1;6;3;20;0;0
2020-05-07 14:45:00;15;102;24;58;49;7;10;11;6;8;6;5;8;6;3;3;4;0;5;0
2020-05-07 15:00:00;9;83;23;67;43;0;3;6;5;7;4;2;6;5;0;2;0;1;0;0
2020-05-07 15:15:00;11;66;15;77;48;6;11;8;2;13;7;2;12;7;2;8;30;29;1;0
2020-05-07 15:30:00;11;80;26;91;48;5;6;7;3;11;9;2;12;9;1;8;10;0;0;11
2020-05-07 15:45:00;13;80;38;66;39;8;7;13;2;14;11;1;14;11;3;4;0;13;0;0
2020-05-07 16:00:00;15;101;24;78;57;4;6;10;4;18;9;3;16;10;1;4;1;0;0;1
2020-05-07 16:15:00;13;83;25;86;53;3;4;14;11;12;9;5;11;10;0;4;0;7;0;0
2020-05-07 16:30:00;15;87;23;98;57;5;5;13;10;19;16;8;19;15;0;1;3;0;0;0
2020-05-07 16:45:00;8;75;19;70;35;2;6;5;7;18;10;7;18;10;0;1;19;0;0;0
2020-05-07 17:00:00;11;71;27;95;60;1;5;11;6;23;14;2;22;14;3;2;10;0;0;0
2020-05-07 17:15:00;21;49;17;68;40;2;1;10;1;10;6;2;14;6;1;3;0;0;0;0
2020-05-07 17:30:00;15;63;18;71;35;1;4;10;4;18;12;1;18;13;2;0;10;1;9;0
2020-05-07 17:45:00;9;56;17;64;31;4;3;5;2;11;8;1;14;5;1;0;14;4;0;0
2020-05-07 18:00:00;7;49;15;67;28;4;2;12;3;16;7;1;15;7;5;2;26;5;0;0
2020-05-07 18:15:00;3;51;10;56;19;2;2;5;4;13;6;3;14;7;0;2;0;5;0;0
