DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2019-11-14 00:00:00;6;4;1;1;0;0;0;0
2019-11-14 00:15:00;8;3;1;0;0;0;0;0
2019-11-14 00:30:00;6;7;1;1;0;0;0;0
2019-11-14 00:45:00;3;1;0;0;0;0;0;0
2019-11-14 01:00:00;1;3;1;0;0;0;0;0
2019-11-14 01:15:00;4;2;1;1;0;0;0;0
2019-11-14 01:30:00;2;2;1;0;0;0;0;0
2019-11-14 01:45:00;0;4;1;0;0;0;0;0
2019-11-14 02:00:00;3;5;1;1;0;0;0;0
2019-11-14 02:15:00;0;1;0;0;0;0;0;0
2019-11-14 02:30:00;2;4;2;1;0;0;0;0
2019-11-14 02:45:00;1;1;2;1;0;0;0;0
2019-11-14 03:00:00;4;1;2;3;0;0;0;0
2019-11-14 03:15:00;0;2;0;0;0;0;0;0
2019-11-14 03:30:00;3;5;3;3;0;0;0;0
2019-11-14 03:45:00;4;3;2;2;0;0;0;0
2019-11-14 04:00:00;1;3;1;1;0;0;0;0
2019-11-14 04:15:00;2;2;1;0;0;0;0;0
2019-11-14 04:30:00;6;2;0;0;0;0;0;0
2019-11-14 04:45:00;11;3;2;2;0;0;0;0
2019-11-14 05:00:00;13;10;2;1;0;0;0;0
2019-11-14 05:15:00;29;20;2;2;0;0;0;0
2019-11-14 05:30:00;54;17;4;1;0;0;0;0
2019-11-14 05:45:00;45;37;0;0;0;0;0;0
2019-11-14 06:00:00;34;41;2;2;0;0;0;0
2019-11-14 06:15:00;101;45;4;3;0;0;0;0
2019-11-14 06:30:00;94;36;3;4;0;0;0;0
2019-11-14 06:45:00;83;56;1;1;0;0;0;0
2019-11-14 07:00:00;102;65;2;2;0;0;0;0
2019-11-14 07:15:00;114;79;4;6;0;0;2;2
2019-11-14 07:30:00;97;102;3;2;0;0;10;4
2019-11-14 07:45:00;130;69;3;1;0;0;0;0
2019-11-14 08:00:00;132;70;3;3;0;0;2;6
2019-11-14 08:15:00;62;60;4;3;0;0;0;0
2019-11-14 08:30:00;78;48;4;2;0;0;0;0
2019-11-14 08:45:00;83;84;6;6;0;0;0;0
2019-11-14 09:00:00;45;45;3;3;0;0;0;0
2019-11-14 09:15:00;58;66;3;4;0;0;0;0
2019-11-14 09:30:00;58;60;3;3;0;0;0;0
2019-11-14 09:45:00;52;62;3;2;0;0;0;0
2019-11-14 10:00:00;59;42;1;2;0;0;0;0
2019-11-14 10:15:00;76;46;2;4;0;0;0;0
2019-11-14 10:30:00;68;45;0;0;0;0;3;0
2019-11-14 10:45:00;66;61;6;2;0;0;0;0
2019-11-14 11:00:00;59;45;1;1;0;0;0;0
2019-11-14 11:15:00;66;62;3;2;0;0;5;6
2019-11-14 11:30:00;66;52;1;1;0;0;1;0
2019-11-14 11:45:00;63;49;2;2;0;0;0;0
2019-11-14 12:00:00;70;48;2;1;0;0;2;0
2019-11-14 12:15:00;67;64;2;1;0;0;2;0
2019-11-14 12:30:00;68;58;4;3;0;0;0;0
2019-11-14 12:45:00;75;48;2;1;0;0;0;0
2019-11-14 13:00:00;95;52;1;2;0;0;0;0
2019-11-14 13:15:00;66;61;3;3;0;0;12;1
2019-11-14 13:30:00;96;52;2;1;0;0;7;0
2019-11-14 13:45:00;80;59;2;1;0;0;0;0
2019-11-14 14:00:00;71;50;8;6;0;0;0;0
2019-11-14 14:15:00;65;72;3;4;0;0;1;0
2019-11-14 14:30:00;54;76;1;0;0;0;0;0
2019-11-14 14:45:00;73;80;2;1;0;0;0;0
2019-11-14 15:00:00;93;90;7;6;0;0;1;0
2019-11-14 15:15:00;59;86;0;2;0;0;0;0
2019-11-14 15:30:00;76;73;3;1;0;0;0;0
2019-11-14 15:45:00;84;74;1;3;0;0;3;4
2019-11-14 16:00:00;89;82;6;6;0;0;8;11
2019-11-14 16:15:00;108;63;0;1;0;0;1;1
2019-11-14 16:30:00;118;91;4;3;0;0;1;0
2019-11-14 16:45:00;81;66;4;2;0;0;4;4
2019-11-14 17:00:00;72;76;2;2;0;0;0;0
2019-11-14 17:15:00;81;77;4;4;0;0;0;16
2019-11-14 17:30:00;78;85;4;3;0;0;1;0
2019-11-14 17:45:00;61;85;0;1;0;0;4;3
2019-11-14 18:00:00;80;84;3;4;0;0;1;0
2019-11-14 18:15:00;71;79;2;5;0;0;0;0
2019-11-14 18:30:00;48;44;3;2;0;0;0;0
2019-11-14 18:45:00;49;77;1;0;0;0;0;0
2019-11-14 19:00:00;50;34;1;1;0;0;0;0
2019-11-14 19:15:00;42;37;2;2;0;0;0;0
2019-11-14 19:30:00;39;26;1;0;0;0;0;0
2019-11-14 19:45:00;30;46;1;1;0;0;2;0
2019-11-14 20:00:00;45;30;4;2;0;0;0;0
2019-11-14 20:15:00;30;37;2;5;0;0;0;0
2019-11-14 20:30:00;28;24;4;2;0;0;0;0
2019-11-14 20:45:00;32;27;1;1;0;0;0;0
2019-11-14 21:00:00;35;24;1;1;0;0;0;0
2019-11-14 21:15:00;21;20;2;4;0;0;0;0
2019-11-14 21:30:00;24;11;1;0;0;0;0;0
2019-11-14 21:45:00;17;19;0;1;0;0;0;0
2019-11-14 22:00:00;15;20;2;2;0;0;0;0
2019-11-14 22:15:00;17;28;1;2;0;0;0;0
2019-11-14 22:30:00;18;10;2;0;0;0;0;0
2019-11-14 22:45:00;14;13;1;0;0;0;0;0
2019-11-14 23:00:00;15;12;3;3;0;0;0;0
2019-11-14 23:15:00;8;9;0;0;0;0;0;0
2019-11-14 23:30:00;9;6;2;1;0;0;0;0
2019-11-14 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
