DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-03-17 00:00:00;1;2;0;0;4;1;1;1;3;0;1105;0;0
2020-03-17 00:15:00;3;0;0;0;5;6;2;2;3;2;1623;0;0
2020-03-17 00:30:00;3;2;0;0;3;6;6;5;3;0;837;0;0
2020-03-17 00:45:00;1;2;0;1;5;6;5;1;2;1;190;0;0
2020-03-17 01:00:00;0;1;0;0;3;2;3;0;0;0;818;0;0
2020-03-17 01:15:00;2;0;0;1;2;3;0;0;2;1;1881;0;0
2020-03-17 01:30:00;4;1;0;0;0;0;1;3;0;1;2359;0;0
2020-03-17 01:45:00;1;0;0;0;2;3;0;1;0;0;504;0;0
2020-03-17 02:00:00;1;2;0;0;0;0;0;0;1;1;1592;0;0
2020-03-17 02:15:00;1;1;0;0;2;2;2;0;0;0;2519;0;0
2020-03-17 02:30:00;2;1;0;0;4;3;0;0;2;1;2184;0;0
2020-03-17 02:45:00;2;2;0;0;1;1;0;0;1;0;497;0;0
2020-03-17 03:00:00;1;3;0;0;1;1;2;0;1;0;1344;0;0
2020-03-17 03:15:00;0;0;0;0;1;1;2;1;1;1;1524;0;0
2020-03-17 03:30:00;5;2;1;1;1;2;2;1;1;0;1710;0;0
2020-03-17 03:45:00;0;0;0;0;1;1;0;0;0;0;376;0;0
2020-03-17 04:00:00;2;0;0;0;4;3;2;2;3;1;2579;0;0
2020-03-17 04:15:00;3;1;0;0;5;4;5;2;3;1;801;0;0
2020-03-17 04:30:00;4;3;0;0;4;4;5;3;4;2;164;0;0
2020-03-17 04:45:00;0;1;1;1;5;5;5;3;3;2;60;0;0
2020-03-17 05:00:00;2;1;0;0;14;15;11;10;2;1;1333;0;0
2020-03-17 05:15:00;2;3;0;0;13;18;37;29;2;3;1951;0;1
2020-03-17 05:30:00;4;6;0;0;18;18;54;30;18;4;980;0;0
2020-03-17 05:45:00;11;9;1;1;27;26;48;48;28;14;198;1;1
2020-03-17 06:00:00;11;5;2;1;32;26;47;44;23;9;1438;1;2
2020-03-17 06:15:00;11;7;1;2;38;35;45;50;39;12;991;1;2
2020-03-17 06:30:00;12;11;3;4;46;49;96;72;39;20;6;2;1
2020-03-17 06:45:00;11;7;0;5;42;36;77;68;54;30;2;8;0
2020-03-17 07:00:00;12;11;0;0;50;45;64;50;55;28;6;2;2
2020-03-17 07:15:00;20;13;0;4;46;48;59;49;59;21;6;5;3
2020-03-17 07:30:00;20;17;1;4;45;43;68;53;61;23;3;3;1
2020-03-17 07:45:00;21;10;1;7;53;54;61;38;50;30;5;2;2
2020-03-17 08:00:00;11;12;1;6;47;41;65;30;57;28;5;0;0
2020-03-17 08:15:00;21;13;1;3;35;43;47;32;52;10;4;3;2
2020-03-17 08:30:00;15;19;1;2;51;47;53;28;48;17;1;0;2
2020-03-17 08:45:00;20;14;0;2;39;39;62;27;62;24;2;0;0
2020-03-17 09:00:00;19;19;0;4;49;50;49;22;46;18;6;0;1
2020-03-17 09:15:00;30;18;3;3;38;39;52;15;54;21;5;1;2
2020-03-17 09:30:00;26;15;2;2;59;40;41;30;47;10;6;1;0
2020-03-17 09:45:00;31;25;2;3;54;53;64;29;45;14;5;1;1
2020-03-17 10:00:00;33;15;0;1;50;57;48;17;44;18;6;1;2
2020-03-17 10:15:00;23;21;2;6;50;50;52;17;40;22;7;1;3
2020-03-17 10:30:00;32;27;0;0;52;55;45;21;53;18;7;0;1
2020-03-17 10:45:00;29;15;0;2;45;56;43;26;51;18;227;1;0
2020-03-17 11:00:00;32;30;0;7;56;37;53;20;46;11;11;2;3
2020-03-17 11:15:00;35;24;4;4;53;60;54;18;35;16;4;3;1
2020-03-17 11:30:00;42;29;0;1;43;55;55;22;44;18;10;0;1
2020-03-17 11:45:00;46;27;1;0;53;59;53;32;39;13;1;1;0
2020-03-17 12:00:00;43;25;1;4;61;68;45;20;44;16;2;3;1
2020-03-17 12:15:00;44;25;3;6;54;56;47;18;40;21;8;1;1
2020-03-17 12:30:00;42;26;1;1;55;66;53;29;31;17;4;1;2
2020-03-17 12:45:00;35;22;2;1;51;56;47;25;39;14;31;2;2
2020-03-17 13:00:00;43;23;1;1;58;56;62;33;40;20;6;0;0
2020-03-17 13:15:00;27;29;1;1;52;61;57;35;36;12;60;2;3
2020-03-17 13:30:00;33;21;2;2;46;56;67;46;34;15;3;1;1
2020-03-17 13:45:00;32;21;1;1;53;56;64;38;47;20;2;1;1
2020-03-17 14:00:00;40;26;2;0;72;71;53;27;45;15;3;1;1
2020-03-17 14:15:00;50;28;2;1;95;100;55;19;43;27;7;0;1
2020-03-17 14:30:00;40;23;0;5;94;87;55;34;48;24;11;1;0
2020-03-17 14:45:00;30;27;0;1;74;71;56;26;44;23;6;1;1
2020-03-17 15:00:00;31;25;0;4;91;88;50;25;42;18;6;1;2
2020-03-17 15:15:00;47;33;0;1;83;83;63;25;45;29;5;1;6
2020-03-17 15:30:00;42;39;5;3;68;82;63;31;42;32;2;1;1
2020-03-17 15:45:00;39;33;1;4;80;89;49;23;41;24;2;2;2
2020-03-17 16:00:00;45;45;0;3;103;93;51;26;40;23;2;6;1
2020-03-17 16:15:00;45;43;2;2;98;94;44;29;48;23;5;5;2
2020-03-17 16:30:00;47;43;0;1;79;78;58;24;37;15;2;0;5
2020-03-17 16:45:00;47;49;2;3;84;84;60;25;39;22;5;2;2
2020-03-17 17:00:00;41;43;1;4;87;83;69;41;45;21;5;1;1
2020-03-17 17:15:00;58;41;3;1;80;78;62;37;49;30;4;1;2
2020-03-17 17:30:00;45;28;2;2;60;70;55;26;30;12;2;0;2
2020-03-17 17:45:00;40;27;0;3;60;63;50;20;44;22;6;2;0
2020-03-17 18:00:00;32;15;0;1;66;64;56;27;30;14;3;1;0
2020-03-17 18:15:00;27;25;0;2;43;36;50;30;23;16;5;0;1
2020-03-17 18:30:00;27;20;2;4;56;53;36;15;31;11;47;1;2
2020-03-17 18:45:00;28;17;1;2;42;50;31;10;32;13;796;0;0
2020-03-17 19:00:00;19;16;1;2;33;32;34;19;25;14;1235;0;1
2020-03-17 19:15:00;33;22;0;3;31;32;26;11;20;10;874;0;2
