DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-08-24 00:00:00;0;0;0;0;13;0;0;0;0;0;0;0;0
2020-08-24 00:15:00;0;0;0;0;10;1;1;1;0;0;0;0;0
2020-08-24 00:30:00;0;0;0;0;7;0;0;0;0;0;0;0;0
2020-08-24 00:45:00;0;0;0;0;10;0;0;0;0;0;0;0;0
2020-08-24 01:00:00;0;0;0;0;7;0;0;0;0;0;0;0;0
2020-08-24 01:15:00;0;0;0;0;9;0;0;0;0;0;0;0;0
2020-08-24 01:30:00;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-08-24 01:45:00;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-08-24 02:00:00;0;0;0;0;4;0;1;1;0;0;0;0;0
2020-08-24 02:15:00;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-08-24 02:30:00;0;0;0;0;2;0;0;1;0;0;0;0;0
2020-08-24 02:45:00;0;0;0;0;4;1;0;0;0;0;0;0;0
2020-08-24 03:00:00;0;0;0;0;1;1;0;0;0;0;0;0;0
2020-08-24 03:15:00;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-08-24 03:30:00;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-08-24 03:45:00;0;0;0;0;2;1;0;0;0;0;0;0;0
2020-08-24 04:00:00;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-08-24 04:15:00;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-08-24 04:30:00;0;0;0;0;4;1;1;0;0;0;0;0;0
2020-08-24 04:45:00;0;0;0;0;8;0;0;0;0;0;0;0;0
2020-08-24 05:00:00;0;0;0;0;38;0;0;1;0;0;0;0;0
2020-08-24 05:15:00;0;0;0;0;87;3;1;5;0;0;0;0;0
2020-08-24 05:30:00;0;0;0;0;79;3;1;5;0;0;0;0;0
2020-08-24 05:45:00;0;0;0;0;93;1;1;2;0;0;0;0;0
2020-08-24 06:00:00;0;0;0;0;56;3;0;2;0;0;0;0;0
2020-08-24 06:15:00;0;0;0;0;28;1;3;3;0;0;0;0;0
2020-08-24 06:30:00;0;0;0;0;113;5;7;8;0;0;0;0;0
2020-08-24 06:45:00;0;0;0;0;143;13;3;4;0;0;5;0;0
2020-08-24 07:00:00;0;0;0;0;113;17;7;5;0;0;15;14;0
2020-08-24 07:15:00;0;0;0;0;113;22;9;6;5;5;20;0;0
2020-08-24 07:30:00;0;0;0;0;113;17;5;9;7;1;0;0;0
2020-08-24 07:45:00;0;0;0;0;90;32;14;21;3;0;1;0;0
2020-08-24 08:00:00;0;0;0;0;86;19;10;10;1;0;19;0;0
2020-08-24 08:15:00;0;0;0;0;102;28;13;27;5;0;1;0;4
2020-08-24 08:30:00;0;0;0;0;80;12;9;17;12;0;13;1;0
2020-08-24 08:45:00;0;0;0;0;80;9;14;21;11;0;10;0;0
2020-08-24 09:00:00;0;0;0;0;64;21;11;17;11;0;1;4;0
2020-08-24 09:15:00;0;0;0;0;79;14;10;23;5;0;7;0;0
2020-08-24 09:30:00;0;0;0;0;79;9;20;23;16;0;7;6;0
2020-08-24 09:45:00;0;0;0;0;78;21;12;17;2;0;7;0;0
2020-08-24 10:00:00;0;0;0;0;56;15;20;31;2;3;26;2;0
2020-08-24 10:15:00;0;0;0;0;66;25;14;31;2;0;13;0;0
2020-08-24 10:30:00;0;0;0;0;46;21;32;40;4;0;7;1;0
2020-08-24 10:45:00;0;0;0;0;58;19;32;31;7;2;14;2;0
2020-08-24 11:00:00;0;0;0;0;77;16;14;26;4;1;5;0;1
2020-08-24 11:15:00;0;0;0;0;68;19;26;31;9;0;1;0;0
2020-08-24 11:30:00;0;0;0;0;77;13;25;31;6;2;1;0;0
2020-08-24 11:45:00;0;0;0;0;66;14;24;29;8;0;3;0;0
2020-08-24 12:00:00;0;0;0;0;73;22;27;34;1;0;13;0;0
2020-08-24 12:15:00;0;0;0;0;55;14;24;31;41;0;14;0;0
2020-08-24 12:30:00;0;0;0;0;63;14;25;29;7;0;10;3;0
2020-08-24 12:45:00;0;0;0;0;71;11;26;26;5;0;2;0;0
