DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-09-18 00:00:00;13;11;0;1;12;7;0;1;2;3;3;2;1;15;12;0;0;0;0;0;0;0;0
2020-09-18 00:15:00;8;8;1;4;18;10;1;1;2;3;3;3;3;9;18;0;0;0;0;0;0;0;0
2020-09-18 00:30:00;8;17;1;1;8;9;2;2;2;1;2;0;0;14;13;0;0;0;0;0;0;0;0
2020-09-18 00:45:00;4;6;0;1;9;7;0;0;1;0;0;0;0;7;14;0;0;0;0;0;0;0;0
2020-09-18 01:00:00;9;8;0;2;4;5;3;0;2;0;0;0;0;12;7;0;0;0;0;0;0;0;0
2020-09-18 01:15:00;8;5;1;0;7;3;1;2;2;0;0;0;0;10;7;0;0;0;0;0;0;0;0
2020-09-18 01:30:00;8;5;0;2;7;7;2;0;2;0;1;0;0;8;10;0;0;0;0;0;0;0;0
2020-09-18 01:45:00;4;6;1;0;4;4;0;0;0;0;0;0;0;6;7;0;0;0;0;0;0;0;0
2020-09-18 02:00:00;6;0;2;0;11;6;0;0;1;0;0;0;0;6;12;0;0;0;0;0;0;0;0
2020-09-18 02:15:00;2;1;1;0;2;8;2;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0
2020-09-18 02:30:00;4;6;1;1;5;2;1;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0
2020-09-18 02:45:00;4;3;1;0;1;6;2;0;0;1;1;0;0;5;4;0;0;0;0;0;0;0;0
2020-09-18 03:00:00;1;0;1;0;5;3;0;3;3;0;0;0;0;1;7;0;0;0;0;0;0;0;0
2020-09-18 03:15:00;2;4;1;0;7;3;1;0;0;0;0;0;0;4;8;0;0;0;0;0;0;0;0
2020-09-18 03:30:00;3;3;0;0;8;1;0;2;1;0;0;1;1;4;9;0;0;0;0;0;0;0;0
2020-09-18 03:45:00;6;7;1;1;6;3;1;2;0;0;0;0;0;7;6;0;0;0;0;0;0;0;0
2020-09-18 04:00:00;7;3;1;1;4;3;2;1;1;0;0;0;0;10;5;0;0;0;0;0;0;0;0
2020-09-18 04:15:00;9;10;1;2;16;3;1;3;0;1;1;0;0;11;17;0;0;0;0;0;0;0;0
2020-09-18 04:30:00;12;7;0;0;13;4;0;4;4;0;0;3;2;14;13;0;0;0;0;0;0;0;0
2020-09-18 04:45:00;25;18;2;2;19;8;4;4;5;0;0;3;2;28;21;0;0;0;0;0;0;0;0
2020-09-18 05:00:00;49;41;2;10;15;17;2;8;8;3;3;2;2;61;23;0;0;0;0;0;0;0;0
2020-09-18 05:15:00;75;88;1;5;26;21;3;8;6;6;5;0;0;102;35;0;0;0;0;0;0;0;0
2020-09-18 05:30:00;61;89;0;10;43;31;4;10;8;8;10;2;1;89;57;0;0;0;0;0;0;0;0
2020-09-18 05:45:00;61;71;2;9;59;36;8;8;7;5;4;3;3;87;71;0;0;0;0;0;0;0;0
2020-09-18 06:00:00;52;54;2;10;67;61;7;8;6;12;11;9;11;68;89;0;0;0;0;0;0;0;0
2020-09-18 06:15:00;84;95;3;15;67;69;5;20;10;13;16;10;12;105;93;0;0;0;0;1;0;0;0
2020-09-18 06:30:00;90;99;6;19;72;65;9;27;9;12;13;13;18;107;98;0;0;0;0;0;0;1;0
2020-09-18 06:45:00;106;119;6;24;77;73;7;20;15;12;13;13;10;140;106;0;0;0;0;0;0;0;0
2020-09-18 07:00:00;104;138;3;24;73;54;4;21;21;14;42;10;16;143;93;0;3;0;0;0;0;0;0
2020-09-18 07:15:00;118;155;10;22;78;87;8;47;35;21;19;16;14;138;108;0;3;0;0;0;0;0;0
2020-09-18 07:30:00;146;187;3;46;99;108;9;40;42;24;22;26;28;125;120;0;0;0;0;0;3;0;0
2020-09-18 07:45:00;146;156;11;42;103;112;18;44;43;50;28;17;14;151;135;3;0;0;0;0;0;0;0
2020-09-18 08:00:00;112;102;10;37;95;77;10;37;19;14;15;17;19;138;106;0;0;4;0;0;0;0;0
2020-09-18 08:15:00;93;100;9;16;78;69;11;26;23;7;12;8;7;107;112;0;0;0;0;0;0;0;0
2020-09-18 08:30:00;104;119;5;24;86;99;10;28;25;15;66;14;15;133;123;0;0;0;0;0;0;0;0
2020-09-18 08:45:00;109;129;4;35;83;78;14;27;27;16;12;9;7;144;110;0;0;0;0;0;0;0;0
2020-09-18 09:00:00;112;103;11;39;87;98;10;25;21;12;11;13;13;141;112;0;0;3;0;0;0;0;0
2020-09-18 09:15:00;117;110;20;35;81;68;10;26;21;11;12;14;13;146;103;0;0;0;0;3;0;0;0
2020-09-18 09:30:00;103;88;8;25;92;77;10;29;22;6;8;11;12;127;118;0;0;0;0;0;0;0;0
2020-09-18 09:45:00;112;114;11;41;94;101;10;25;27;13;13;14;14;161;119;0;0;0;0;0;0;0;0
2020-09-18 10:00:00;134;105;12;32;90;76;14;29;35;11;16;10;10;162;120;0;0;0;0;0;0;0;0
2020-09-18 10:15:00;99;94;8;25;93;92;15;28;24;11;27;6;7;127;118;0;0;0;0;0;0;0;0
2020-09-18 10:30:00;120;115;8;27;103;118;11;20;27;8;9;13;13;134;131;0;0;0;0;1;0;0;0
2020-09-18 10:45:00;120;120;13;38;117;109;12;27;29;12;13;11;14;147;149;0;0;1;0;0;0;0;1
2020-09-18 11:00:00;101;89;13;31;91;91;12;26;24;8;10;15;10;127;119;0;0;0;0;0;0;0;0
2020-09-18 11:15:00;126;115;7;42;102;92;15;36;26;18;22;10;13;155;136;0;0;6;0;0;0;0;0
2020-09-18 11:30:00;135;101;13;31;110;144;11;36;35;13;13;21;18;161;142;0;0;0;0;0;1;0;0
2020-09-18 11:45:00;130;128;16;34;101;100;15;38;29;19;27;16;14;148;139;0;0;2;0;0;1;0;0
2020-09-18 12:00:00;115;105;12;19;90;89;18;35;32;10;23;10;20;145;115;0;0;0;0;0;0;0;0
2020-09-18 12:15:00;136;121;16;27;134;139;10;35;31;13;10;17;17;158;158;0;1;0;0;0;0;0;0
2020-09-18 12:30:00;152;135;10;39;134;148;20;37;38;11;23;16;17;181;167;0;0;0;0;0;0;0;0
2020-09-18 12:45:00;132;129;9;42;140;163;11;34;37;18;37;21;16;149;175;0;5;0;0;0;0;0;0
2020-09-18 13:00:00;155;133;10;48;114;132;19;26;39;18;29;16;15;160;146;0;12;0;0;0;0;0;2
2020-09-18 13:15:00;143;139;10;46;149;154;11;28;21;19;41;22;19;154;178;0;0;0;0;4;0;0;0
2020-09-18 13:30:00;146;161;11;40;130;143;19;35;35;23;29;22;20;169;142;0;1;0;0;0;0;1;0
2020-09-18 13:45:00;148;149;9;36;113;134;13;33;31;22;19;11;12;168;151;2;0;0;0;0;2;0;1
2020-09-18 14:00:00;150;133;10;44;112;143;12;37;37;12;17;20;17;162;136;0;0;0;0;0;0;2;0
2020-09-18 14:15:00;136;134;9;30;137;137;12;30;38;16;47;10;10;154;165;1;3;2;0;0;0;0;0
2020-09-18 14:30:00;144;134;19;35;129;147;11;43;32;12;28;10;12;172;151;0;1;0;0;4;0;0;0
2020-09-18 14:45:00;147;149;17;34;136;136;18;28;34;15;16;9;9;159;167;6;0;0;0;0;11;0;0
2020-09-18 15:00:00;141;130;12;42;128;154;11;34;23;8;9;8;9;170;132;1;0;0;0;0;0;0;0
2020-09-18 15:15:00;143;123;17;29;142;143;13;41;31;20;11;10;9;158;161;0;0;0;0;0;0;0;1
2020-09-18 15:30:00;132;130;13;46;121;129;15;41;31;21;16;9;8;136;147;0;0;2;0;0;1;0;7
2020-09-18 15:45:00;136;137;13;44;135;134;17;43;39;23;21;12;9;158;158;3;69;0;0;0;0;0;0
2020-09-18 16:00:00;135;138;8;35;120;120;17;26;43;15;12;11;11;156;147;6;0;0;0;0;0;0;0
2020-09-18 16:15:00;163;115;14;33;125;129;10;44;39;10;16;5;6;184;164;0;0;0;0;0;0;0;0
2020-09-18 16:30:00;133;120;14;33;101;124;11;29;30;2;13;8;10;143;142;0;0;0;0;2;0;0;5
2020-09-18 16:45:00;147;124;15;46;113;132;16;52;33;0;13;6;8;170;143;0;0;0;0;0;0;0;0
2020-09-18 17:00:00;147;116;14;35;116;132;18;46;41;33;10;9;8;167;147;0;0;0;0;0;0;0;0
2020-09-18 17:15:00;134;123;13;41;108;115;13;38;31;16;11;10;12;160;137;0;0;0;0;0;0;0;1
2020-09-18 17:30:00;157;149;11;35;115;118;9;42;36;0;11;10;11;155;143;0;0;0;0;0;0;0;0
2020-09-18 17:45:00;128;132;13;39;114;118;16;42;36;0;15;10;7;141;138;0;0;0;0;5;16;0;0
2020-09-18 18:00:00;148;149;15;44;98;92;9;38;25;0;14;8;9;172;124;0;0;0;0;1;0;0;0
2020-09-18 18:15:00;126;113;19;29;115;102;12;43;33;9;11;8;10;135;143;0;0;0;0;0;0;0;0
2020-09-18 18:30:00;117;105;10;36;129;117;11;34;30;12;14;9;8;146;149;0;0;0;0;0;0;0;0
2020-09-18 18:45:00;114;122;6;41;99;108;12;33;38;7;9;5;7;140;124;0;0;1;0;0;0;0;0
2020-09-18 19:00:00;107;111;8;23;90;98;14;31;35;6;4;9;8;131;115;0;17;0;0;0;0;0;0
2020-09-18 19:15:00;104;81;7;27;87;80;13;25;31;9;18;5;4;126;116;1;1;0;0;0;0;0;1
2020-09-18 19:30:00;92;86;6;22;79;71;10;26;35;4;4;5;5;124;110;0;1;0;0;0;0;0;0
2020-09-18 19:45:00;99;83;13;22;78;74;7;25;28;12;8;6;5;124;112;2;0;0;0;0;0;0;0
