DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-02-09 00:00:00;7;0;4;0;0;0
2020-02-09 00:15:00;7;0;10;0;0;0
2020-02-09 00:30:00;16;0;3;0;0;0
2020-02-09 00:45:00;13;0;11;0;0;0
2020-02-09 01:00:00;10;0;6;0;0;0
2020-02-09 01:15:00;10;0;1;0;0;0
2020-02-09 01:30:00;5;0;7;1;0;0
2020-02-09 01:45:00;13;0;4;0;0;0
2020-02-09 02:00:00;4;0;4;0;0;0
2020-02-09 02:15:00;4;0;6;0;0;0
2020-02-09 02:30:00;4;0;4;0;0;0
2020-02-09 02:45:00;4;0;6;0;0;0
2020-02-09 03:00:00;5;0;5;0;0;0
2020-02-09 03:15:00;5;0;6;0;0;0
2020-02-09 03:30:00;5;0;2;0;0;0
2020-02-09 03:45:00;6;0;5;0;0;0
2020-02-09 04:00:00;3;0;7;0;0;0
2020-02-09 04:15:00;6;0;8;0;0;0
2020-02-09 04:30:00;2;0;2;0;0;0
2020-02-09 04:45:00;4;0;3;0;0;0
2020-02-09 05:00:00;4;0;8;0;0;0
2020-02-09 05:15:00;5;0;4;0;0;0
2020-02-09 05:30:00;9;1;9;0;0;0
2020-02-09 05:45:00;4;0;7;0;0;0
2020-02-09 06:00:00;5;0;7;0;0;0
2020-02-09 06:15:00;3;0;5;0;0;0
2020-02-09 06:30:00;1;0;4;0;0;0
2020-02-09 06:45:00;1;0;6;1;0;0
2020-02-09 07:00:00;1;0;2;0;0;0
2020-02-09 07:15:00;3;0;4;0;0;0
2020-02-09 07:30:00;4;0;4;0;0;0
2020-02-09 07:45:00;2;0;10;0;0;0
2020-02-09 08:00:00;4;0;10;0;0;0
2020-02-09 08:15:00;9;1;13;0;0;0
2020-02-09 08:30:00;8;0;10;0;0;0
2020-02-09 08:45:00;10;0;17;0;0;0
2020-02-09 09:00:00;8;0;18;0;0;0
2020-02-09 09:15:00;6;0;12;0;0;0
2020-02-09 09:30:00;15;0;27;0;0;0
2020-02-09 09:45:00;20;1;33;1;0;0
2020-02-09 10:00:00;14;0;24;0;0;0
2020-02-09 10:15:00;9;1;29;0;0;0
2020-02-09 10:30:00;21;1;18;0;0;0
2020-02-09 10:45:00;24;0;36;0;0;0
2020-02-09 11:00:00;34;0;22;0;0;0
2020-02-09 11:15:00;25;1;24;1;0;0
2020-02-09 11:30:00;28;0;26;0;0;0
2020-02-09 11:45:00;24;2;35;1;0;0
2020-02-09 12:00:00;28;2;28;3;0;0
2020-02-09 12:15:00;27;3;32;3;0;0
2020-02-09 12:30:00;28;0;29;1;0;0
2020-02-09 12:45:00;37;2;38;1;0;0
2020-02-09 13:00:00;32;0;29;1;0;0
2020-02-09 13:15:00;35;1;31;1;0;0
2020-02-09 13:30:00;35;2;32;3;0;0
2020-02-09 13:45:00;49;1;37;0;0;0
2020-02-09 14:00:00;36;2;31;6;0;1
2020-02-09 14:15:00;37;0;41;0;0;0
2020-02-09 14:30:00;32;0;29;3;0;0
2020-02-09 14:45:00;39;0;37;1;0;0
2020-02-09 15:00:00;50;0;22;0;0;0
2020-02-09 15:15:00;35;0;33;1;0;0
2020-02-09 15:30:00;30;2;26;1;0;0
2020-02-09 15:45:00;36;1;33;1;0;0
2020-02-09 16:00:00;27;0;41;1;0;0
2020-02-09 16:15:00;41;0;23;0;0;0
2020-02-09 16:30:00;37;0;31;1;0;0
2020-02-09 16:45:00;35;0;24;0;0;0
2020-02-09 17:00:00;35;0;25;1;0;0
2020-02-09 17:15:00;35;0;29;0;0;0
2020-02-09 17:30:00;34;0;37;0;0;0
2020-02-09 17:45:00;29;0;36;0;0;0
2020-02-09 18:00:00;30;0;25;1;0;0
2020-02-09 18:15:00;28;0;25;0;0;0
2020-02-09 18:30:00;26;2;24;0;0;0
2020-02-09 18:45:00;22;1;19;0;0;0
2020-02-09 19:00:00;20;1;21;0;0;0
2020-02-09 19:15:00;25;1;17;2;0;0
2020-02-09 19:30:00;19;0;21;0;0;0
2020-02-09 19:45:00;24;0;26;0;0;0
2020-02-09 20:00:00;29;0;18;1;0;0
2020-02-09 20:15:00;15;0;19;0;0;0
2020-02-09 20:30:00;19;1;10;0;0;0
2020-02-09 20:45:00;4;0;10;1;0;0
2020-02-09 21:00:00;13;0;13;1;0;0
2020-02-09 21:15:00;7;2;18;0;0;0
2020-02-09 21:30:00;15;0;22;0;0;0
2020-02-09 21:45:00;12;0;7;0;0;0
2020-02-09 22:00:00;21;0;15;0;0;0
2020-02-09 22:15:00;10;0;8;0;0;0
2020-02-09 22:30:00;11;0;6;0;0;0
2020-02-09 22:45:00;6;0;7;0;0;0
2020-02-09 23:00:00;3;0;2;0;0;0
2020-02-09 23:15:00;2;0;3;0;0;0
2020-02-09 23:30:00;4;0;3;0;0;0
2020-02-09 23:45:00;3;0;2;0;0;0
