DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-12-22 00:00:00;2;1;0;0;0;0;0;0;0;0
2020-12-22 00:15:00;4;1;0;1;3;0;0;0;0;0
2020-12-22 00:30:00;1;0;0;2;4;0;0;0;0;0
2020-12-22 00:45:00;5;4;0;1;4;0;0;0;0;0
2020-12-22 01:00:00;0;0;0;2;1;0;0;0;0;0
2020-12-22 01:15:00;3;2;0;3;5;0;0;0;0;0
2020-12-22 01:30:00;4;3;0;3;1;2;0;0;0;0
2020-12-22 01:45:00;1;2;0;1;1;0;0;0;0;0
2020-12-22 02:00:00;4;2;0;1;1;0;0;0;0;0
2020-12-22 02:15:00;7;4;0;5;1;0;0;0;0;0
2020-12-22 02:30:00;8;3;0;1;1;0;0;0;0;0
2020-12-22 02:45:00;3;0;0;3;5;0;0;0;0;0
2020-12-22 03:00:00;3;0;0;6;3;0;0;0;0;0
2020-12-22 03:15:00;5;4;0;2;2;1;0;0;0;0
2020-12-22 03:30:00;7;1;0;4;2;0;0;0;0;0
2020-12-22 03:45:00;4;4;0;3;1;0;0;0;0;0
2020-12-22 04:00:00;5;1;0;4;1;0;0;0;0;0
2020-12-22 04:15:00;5;2;0;2;3;1;0;0;0;0
2020-12-22 04:30:00;11;1;0;4;2;0;0;0;0;0
2020-12-22 04:45:00;12;8;0;13;8;0;0;0;0;0
2020-12-22 05:00:00;17;8;0;16;9;1;0;0;0;0
2020-12-22 05:15:00;33;16;1;25;11;4;0;0;0;0
2020-12-22 05:30:00;32;16;0;25;11;0;0;0;0;0
2020-12-22 05:45:00;47;22;0;31;15;1;0;0;0;0
2020-12-22 06:00:00;34;15;3;34;22;2;0;0;0;0
2020-12-22 06:15:00;47;20;2;34;15;2;0;0;0;0
2020-12-22 06:30:00;76;27;0;58;28;5;2;0;0;0
2020-12-22 06:45:00;63;63;0;54;21;5;0;0;0;0
2020-12-22 07:00:00;60;33;0;61;39;1;0;0;0;0
2020-12-22 07:15:00;93;46;0;60;38;4;0;0;0;0
