DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-09-03 00:00:00;10;0;0;1;10;0;0;0;0;0;0;0;0
2020-09-03 00:15:00;8;1;0;0;18;0;0;0;0;0;0;0;0
2020-09-03 00:30:00;10;0;0;1;20;0;0;0;0;0;0;0;0
2020-09-03 00:45:00;11;1;0;0;7;0;0;0;0;0;0;0;0
2020-09-03 01:00:00;10;0;0;0;12;0;0;0;0;0;0;0;0
2020-09-03 01:15:00;4;0;0;0;16;0;0;0;0;0;0;0;0
2020-09-03 01:30:00;11;0;0;0;7;0;0;0;0;0;0;0;0
2020-09-03 01:45:00;11;0;0;0;5;0;0;0;0;0;0;0;0
2020-09-03 02:00:00;9;0;0;0;8;0;0;0;0;0;0;0;0
2020-09-03 02:15:00;4;0;0;0;9;0;0;0;0;0;0;0;0
2020-09-03 02:30:00;6;1;0;0;5;1;0;0;0;0;0;0;0
2020-09-03 02:45:00;4;0;1;0;13;0;0;0;0;0;0;0;0
2020-09-03 03:00:00;4;0;0;0;10;0;0;0;0;0;0;0;0
2020-09-03 03:15:00;6;3;0;0;13;1;0;0;0;0;0;0;0
2020-09-03 03:30:00;3;0;0;0;3;0;0;0;0;0;0;0;0
2020-09-03 03:45:00;4;0;0;0;5;0;0;0;0;0;0;0;0
2020-09-03 04:00:00;9;0;0;0;8;0;0;0;0;0;0;0;0
2020-09-03 04:15:00;13;0;0;1;8;1;0;0;0;0;0;0;0
2020-09-03 04:30:00;9;0;0;0;9;0;0;0;0;0;0;0;0
2020-09-03 04:45:00;19;0;0;1;11;0;0;0;0;0;0;0;0
2020-09-03 05:00:00;23;0;0;0;10;0;0;0;0;0;0;0;0
2020-09-03 05:15:00;46;1;1;3;35;0;0;0;0;0;0;0;0
2020-09-03 05:30:00;73;0;2;5;47;0;0;0;0;0;0;0;0
2020-09-03 05:45:00;91;2;1;1;64;0;0;0;0;0;0;0;0
2020-09-03 06:00:00;72;2;2;5;82;0;0;0;0;0;0;0;0
2020-09-03 06:15:00;102;4;2;6;82;1;0;0;0;0;0;0;0
2020-09-03 06:30:00;113;6;4;5;107;0;0;0;6;0;0;0;0
2020-09-03 06:45:00;128;5;5;6;120;0;0;0;0;0;0;0;0
2020-09-03 07:00:00;123;9;10;7;99;0;0;0;3;0;0;0;0
2020-09-03 07:15:00;156;5;4;10;106;1;0;5;0;0;0;0;0
2020-09-03 07:30:00;144;7;2;4;97;1;1;0;4;0;0;0;0
2020-09-03 07:45:00;175;11;5;10;109;0;0;0;32;0;0;0;0
2020-09-03 08:00:00;139;7;5;11;105;0;1;0;13;0;0;0;0
2020-09-03 08:15:00;131;5;5;4;134;1;0;4;2;0;0;0;0
2020-09-03 08:30:00;116;7;5;7;115;2;0;0;9;0;0;0;0
2020-09-03 08:45:00;144;8;5;9;103;1;2;1;4;0;0;0;0
2020-09-03 09:00:00;154;8;7;12;121;0;1;6;8;0;0;0;0
2020-09-03 09:15:00;165;6;13;16;128;4;1;7;8;0;0;0;0
2020-09-03 09:30:00;156;6;12;7;121;3;2;7;8;0;0;0;0
2020-09-03 09:45:00;160;8;13;8;124;6;6;7;6;0;0;0;0
2020-09-03 10:00:00;140;11;9;2;130;6;6;0;8;0;0;0;0
2020-09-03 10:15:00;163;9;7;9;155;2;5;5;9;0;0;0;0
2020-09-03 10:30:00;159;7;10;6;136;3;8;3;83;0;0;0;0
2020-09-03 10:45:00;145;7;13;16;151;6;10;2;11;0;0;0;0
2020-09-03 11:00:00;161;12;6;13;156;5;12;6;6;0;0;0;0
2020-09-03 11:15:00;136;5;10;6;167;7;5;5;4;0;0;0;0
2020-09-03 11:30:00;120;10;10;16;161;5;7;0;4;0;0;0;0
2020-09-03 11:45:00;151;7;7;9;139;5;4;5;3;0;0;0;0
2020-09-03 12:00:00;132;11;9;12;181;0;6;1;10;0;0;0;0
2020-09-03 12:15:00;122;11;14;15;141;4;3;1;13;0;0;1;0
2020-09-03 12:30:00;125;5;11;13;162;7;8;2;6;0;0;0;0
2020-09-03 12:45:00;136;10;11;15;134;3;2;6;28;1;1;0;0
2020-09-03 13:00:00;134;7;13;18;153;6;7;2;22;0;0;0;0
