DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-08-04 00:00:00;3;2;0;1;2;6;10;4;3;1;0;0
2020-08-04 00:15:00;9;3;1;0;1;4;7;4;7;6;0;0
2020-08-04 00:30:00;2;3;0;4;4;3;4;3;1;1;0;0
2020-08-04 00:45:00;1;3;1;1;2;5;6;4;2;1;0;0
2020-08-04 01:00:00;2;3;2;1;2;5;9;2;6;3;0;0
2020-08-04 01:15:00;4;5;1;1;3;4;8;4;2;1;0;0
2020-08-04 01:30:00;5;5;1;1;2;6;4;5;1;0;0;0
2020-08-04 01:45:00;5;4;0;0;0;4;5;2;1;0;0;0
2020-08-04 02:00:00;1;5;0;45;0;1;2;1;3;1;0;0
2020-08-04 02:15:00;3;2;0;189;0;4;4;2;2;2;0;0
2020-08-04 02:30:00;4;4;2;9;5;3;7;4;0;2;0;0
2020-08-04 02:45:00;3;5;0;1;2;5;5;3;6;2;0;0
2020-08-04 03:00:00;1;3;0;142;2;2;2;1;2;1;0;0
2020-08-04 03:15:00;1;0;1;15;1;2;3;1;1;0;0;0
2020-08-04 03:30:00;3;2;0;0;0;3;1;0;2;0;0;0
2020-08-04 03:45:00;6;6;1;0;0;8;6;0;1;0;0;0
2020-08-04 04:00:00;2;4;0;23;0;2;1;1;1;0;0;0
2020-08-04 04:15:00;5;2;0;7;3;5;4;4;3;3;0;0
2020-08-04 04:30:00;7;4;0;30;0;5;7;4;5;4;0;0
2020-08-04 04:45:00;14;8;1;1;1;5;6;1;11;4;0;0
2020-08-04 05:00:00;22;10;0;2;2;10;9;6;12;2;0;0
2020-08-04 05:15:00;29;11;1;0;2;22;17;5;29;3;0;0
2020-08-04 05:30:00;35;15;2;5;8;30;36;22;42;14;1;0
2020-08-04 05:45:00;35;16;2;8;11;45;54;27;32;16;0;0
2020-08-04 06:00:00;37;24;1;6;8;55;65;39;35;13;0;0
2020-08-04 06:15:00;39;18;2;5;5;62;83;45;33;18;2;5
2020-08-04 06:30:00;55;28;2;7;14;100;121;63;55;26;0;0
2020-08-04 06:45:00;58;38;2;8;11;124;113;82;54;21;2;0
2020-08-04 07:00:00;49;31;4;11;17;93;116;72;64;16;3;2
2020-08-04 07:15:00;56;36;2;11;12;131;125;93;64;36;5;4
2020-08-04 07:30:00;62;29;2;11;11;124;116;91;80;35;7;13
2020-08-04 07:45:00;68;35;4;14;79;131;95;109;82;46;1;2
2020-08-04 08:00:00;53;27;5;8;9;94;94;72;74;15;2;6
2020-08-04 08:15:00;66;26;6;10;12;87;91;68;71;32;1;6
2020-08-04 08:30:00;55;37;4;13;11;96;90;67;67;15;1;24
2020-08-04 08:45:00;63;38;3;6;7;82;90;59;86;15;2;0
2020-08-04 09:00:00;50;22;0;24;15;58;68;52;50;41;2;0
2020-08-04 09:15:00;59;37;4;12;14;77;72;59;60;17;0;23
2020-08-04 09:30:00;69;46;1;10;14;78;61;50;73;8;1;6
2020-08-04 09:45:00;70;27;4;11;12;81;81;62;59;18;3;14
2020-08-04 10:00:00;68;34;7;18;26;70;79;66;63;15;1;1
2020-08-04 10:15:00;72;40;3;9;9;77;108;84;63;22;2;2
2020-08-04 10:30:00;73;39;1;10;13;62;74;56;73;18;3;2
2020-08-04 10:45:00;69;45;5;16;18;91;68;84;75;22;6;15
2020-08-04 11:00:00;72;43;4;14;16;72;76;61;81;29;3;17
2020-08-04 11:15:00;76;52;2;15;15;71;77;59;86;23;7;3
2020-08-04 11:30:00;65;43;5;6;10;57;64;46;80;12;2;3
2020-08-04 11:45:00;74;50;4;6;5;76;84;57;82;18;2;0
2020-08-04 12:00:00;65;49;6;14;16;69;74;70;60;18;1;2
2020-08-04 12:15:00;61;46;5;12;11;79;78;60;65;10;7;10
2020-08-04 12:30:00;63;39;1;7;7;61;76;62;64;11;4;6
2020-08-04 12:45:00;80;58;5;14;13;79;72;59;81;18;6;5
