DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2019-12-31 00:00:00;15;8;2;2;3;12;10;8;6;4;0;0
2019-12-31 00:15:00;12;9;1;2;4;12;6;2;3;1;0;0
2019-12-31 00:30:00;20;12;0;1;2;14;9;6;6;2;0;0
2019-12-31 00:45:00;9;7;4;0;4;16;10;2;14;0;0;0
2019-12-31 01:00:00;7;14;5;1;5;9;10;3;5;1;0;0
2019-12-31 01:15:00;2;1;3;1;4;6;9;5;3;3;0;0
2019-12-31 01:30:00;7;4;1;2;5;13;12;9;5;3;0;0
2019-12-31 01:45:00;7;4;2;1;2;5;7;4;4;5;0;0
2019-12-31 02:00:00;6;0;0;1;1;6;6;3;1;1;0;0
2019-12-31 02:15:00;3;0;0;1;4;7;7;6;0;1;0;0
2019-12-31 02:30:00;2;4;2;0;2;1;5;4;1;2;0;0
2019-12-31 02:45:00;1;6;2;3;3;7;4;1;0;0;0;0
2019-12-31 03:00:00;5;3;0;0;0;5;5;2;3;2;0;0
2019-12-31 03:15:00;3;2;0;0;0;1;3;3;1;1;0;0
2019-12-31 03:30:00;2;3;0;1;2;6;2;0;3;4;0;0
2019-12-31 03:45:00;3;3;0;2;2;3;5;2;2;3;0;0
2019-12-31 04:00:00;2;2;1;0;1;5;5;3;2;1;0;0
2019-12-31 04:15:00;4;1;0;0;1;7;6;2;1;2;0;0
2019-12-31 04:30:00;10;3;0;1;0;3;3;1;2;3;0;0
2019-12-31 04:45:00;5;2;1;1;1;6;7;6;5;2;0;0
2019-12-31 05:00:00;8;2;0;0;2;7;10;4;3;3;0;0
2019-12-31 05:15:00;7;6;1;2;2;7;4;2;5;1;0;0
2019-12-31 05:30:00;9;4;0;2;4;18;13;6;9;1;0;0
2019-12-31 05:45:00;8;5;1;4;4;12;15;11;6;5;0;0
2019-12-31 06:00:00;12;4;0;1;3;9;15;8;9;5;0;0
2019-12-31 06:15:00;13;9;0;2;1;9;6;6;4;1;0;2
2019-12-31 06:30:00;12;2;1;3;7;11;17;11;3;1;0;0
2019-12-31 06:45:00;14;15;1;3;6;6;10;4;7;8;1;2
2019-12-31 07:00:00;17;2;2;3;4;16;12;10;11;4;2;0
2019-12-31 07:15:00;17;11;2;5;11;9;15;11;11;7;4;14
2019-12-31 07:30:00;20;7;0;3;3;15;22;15;13;1;4;18
