DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-01-09 00:00:00;2;0;0;0;0;0
2020-01-09 00:15:00;3;1;0;0;0;0
2020-01-09 00:30:00;0;1;0;0;0;0
2020-01-09 00:45:00;0;0;0;0;0;0
2020-01-09 01:00:00;0;0;0;0;0;0
2020-01-09 01:15:00;0;1;0;0;0;0
2020-01-09 01:30:00;0;0;0;0;0;0
2020-01-09 01:45:00;0;0;0;0;0;0
2020-01-09 02:00:00;1;0;0;0;0;0
2020-01-09 02:15:00;0;3;0;0;0;0
2020-01-09 02:30:00;0;0;0;0;0;0
2020-01-09 02:45:00;0;0;0;0;0;0
2020-01-09 03:00:00;0;0;0;0;0;0
2020-01-09 03:15:00;1;0;0;0;0;0
2020-01-09 03:30:00;0;0;0;0;0;0
2020-01-09 03:45:00;1;0;0;0;0;0
2020-01-09 04:00:00;1;1;0;0;0;0
2020-01-09 04:15:00;0;0;0;0;0;0
2020-01-09 04:30:00;0;1;0;0;0;0
2020-01-09 04:45:00;0;0;0;0;0;0
2020-01-09 05:00:00;1;0;0;0;0;0
2020-01-09 05:15:00;2;3;0;0;0;0
2020-01-09 05:30:00;6;1;0;0;0;0
2020-01-09 05:45:00;16;2;0;0;0;0
2020-01-09 06:00:00;9;6;0;0;0;0
2020-01-09 06:15:00;3;10;0;0;0;0
2020-01-09 06:30:00;9;8;0;1;0;0
2020-01-09 06:45:00;15;11;0;3;0;0
2020-01-09 07:00:00;13;9;0;0;0;0
2020-01-09 07:15:00;17;10;0;2;0;0
2020-01-09 07:30:00;26;9;0;1;0;0
2020-01-09 07:45:00;18;21;0;1;0;0
2020-01-09 08:00:00;17;7;1;0;0;0
2020-01-09 08:15:00;15;11;0;0;0;0
2020-01-09 08:30:00;10;5;1;1;0;0
2020-01-09 08:45:00;11;4;0;0;0;0
2020-01-09 09:00:00;11;8;0;1;0;0
2020-01-09 09:15:00;4;7;0;0;0;0
2020-01-09 09:30:00;11;9;0;0;0;0
2020-01-09 09:45:00;7;22;0;0;0;0
2020-01-09 10:00:00;13;9;2;1;0;0
2020-01-09 10:15:00;8;11;0;0;0;0
2020-01-09 10:30:00;11;6;0;0;0;0
2020-01-09 10:45:00;6;6;0;0;0;0
2020-01-09 11:00:00;11;9;5;0;0;0
2020-01-09 11:15:00;4;10;0;0;0;0
2020-01-09 11:30:00;8;8;0;1;0;0
2020-01-09 11:45:00;13;11;2;0;0;0
2020-01-09 12:00:00;11;5;0;0;0;0
2020-01-09 12:15:00;7;6;2;1;0;0
2020-01-09 12:30:00;3;9;0;0;0;0
2020-01-09 12:45:00;9;13;1;1;0;0
2020-01-09 13:00:00;9;9;0;0;0;0
2020-01-09 13:15:00;10;7;0;1;0;0
2020-01-09 13:30:00;6;13;0;1;0;0
2020-01-09 13:45:00;9;7;0;0;0;0
2020-01-09 14:00:00;6;9;0;1;0;0
2020-01-09 14:15:00;9;15;2;2;0;0
2020-01-09 14:30:00;17;13;4;0;0;0
2020-01-09 14:45:00;10;11;1;0;0;0
2020-01-09 15:00:00;6;13;3;1;0;0
2020-01-09 15:15:00;8;9;1;6;0;0
2020-01-09 15:30:00;10;22;3;0;0;0
2020-01-09 15:45:00;14;32;4;0;0;0
2020-01-09 16:00:00;11;30;0;4;0;0
2020-01-09 16:15:00;12;30;2;0;0;0
2020-01-09 16:30:00;16;23;4;1;0;0
2020-01-09 16:45:00;24;25;2;0;0;0
2020-01-09 17:00:00;20;18;2;0;0;0
2020-01-09 17:15:00;14;20;0;0;0;0
2020-01-09 17:30:00;16;13;1;0;0;0
2020-01-09 17:45:00;14;16;0;0;0;0
2020-01-09 18:00:00;17;8;0;0;0;0
2020-01-09 18:15:00;12;11;0;0;0;0
2020-01-09 18:30:00;9;10;0;0;0;0
2020-01-09 18:45:00;8;8;0;0;0;0
2020-01-09 19:00:00;3;5;1;0;0;0
2020-01-09 19:15:00;8;8;0;0;0;0
2020-01-09 19:30:00;7;13;0;0;0;0
2020-01-09 19:45:00;6;4;0;0;0;0
2020-01-09 20:00:00;3;3;0;0;0;0
2020-01-09 20:15:00;5;5;0;0;0;0
2020-01-09 20:30:00;2;7;0;0;0;0
2020-01-09 20:45:00;0;2;0;0;0;0
2020-01-09 21:00:00;7;2;0;0;0;0
2020-01-09 21:15:00;4;5;0;0;0;0
2020-01-09 21:30:00;1;5;0;0;0;0
2020-01-09 21:45:00;2;2;0;0;0;0
2020-01-09 22:00:00;1;0;0;0;0;0
2020-01-09 22:15:00;6;1;0;0;0;0
2020-01-09 22:30:00;6;6;0;0;0;0
2020-01-09 22:45:00;1;2;0;0;0;0
2020-01-09 23:00:00;0;0;0;0;0;0
2020-01-09 23:15:00;2;0;0;0;0;0
2020-01-09 23:30:00;2;0;0;0;0;0
2020-01-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
