DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2019-09-03 00:00:00;1;3;0;1;0;0;0;0;5;0;0;0;0;0
2019-09-03 00:15:00;8;7;2;7;0;1;0;2;6;0;0;0;0;0
2019-09-03 00:30:00;4;5;0;1;1;0;0;5;6;0;0;0;0;0
2019-09-03 00:45:00;1;3;0;0;0;0;0;2;4;0;0;0;0;0
2019-09-03 01:00:00;2;3;0;0;0;0;0;3;8;0;0;0;0;0
2019-09-03 01:15:00;0;2;0;2;0;0;0;0;4;0;0;0;0;0
2019-09-03 01:30:00;3;4;0;1;0;0;0;2;3;0;0;0;0;0
2019-09-03 01:45:00;3;3;1;1;1;0;0;1;2;0;0;0;0;0
2019-09-03 02:00:00;3;5;0;2;0;0;0;1;2;0;0;0;0;0
2019-09-03 02:15:00;0;3;1;2;0;0;0;0;5;0;0;0;0;0
2019-09-03 02:30:00;0;1;1;2;0;0;0;0;3;0;0;0;0;0
2019-09-03 02:45:00;0;3;1;1;0;0;0;2;1;0;0;0;0;0
2019-09-03 03:00:00;3;1;0;1;0;0;0;2;2;0;0;0;0;0
2019-09-03 03:15:00;2;6;0;5;0;0;0;1;3;0;0;0;0;0
2019-09-03 03:30:00;2;2;1;2;0;0;0;0;5;0;0;0;0;0
2019-09-03 03:45:00;3;1;1;2;1;0;0;0;2;0;0;0;0;0
2019-09-03 04:00:00;0;2;1;1;0;0;0;3;4;0;0;0;0;0
2019-09-03 04:15:00;3;8;0;1;0;1;1;5;8;0;0;0;0;0
2019-09-03 04:30:00;4;6;2;1;3;3;0;4;7;0;0;0;0;0
2019-09-03 04:45:00;7;13;1;4;1;0;0;7;24;0;0;0;0;0
2019-09-03 05:00:00;9;12;14;15;0;0;0;18;40;0;0;0;2;4
2019-09-03 05:15:00;7;10;9;12;8;0;0;50;96;0;0;0;1;2
2019-09-03 05:30:00;16;28;16;14;8;1;4;50;71;0;0;0;4;2
2019-09-03 05:45:00;35;55;18;19;9;4;7;58;96;0;0;0;4;3
2019-09-03 06:00:00;37;67;25;27;5;2;6;43;56;0;0;0;1;0
2019-09-03 06:15:00;17;26;24;24;7;0;0;49;65;0;0;0;1;0
2019-09-03 06:30:00;21;18;71;72;9;1;0;76;96;0;0;0;6;7
2019-09-03 06:45:00;19;22;39;45;7;2;0;92;111;0;0;0;5;2
2019-09-03 07:00:00;23;20;32;38;21;5;1;88;106;1;0;0;6;2
2019-09-03 07:15:00;35;48;36;38;21;4;9;97;123;2;0;0;3;0
2019-09-03 07:30:00;21;20;39;38;15;4;0;87;102;0;0;0;4;1
2019-09-03 07:45:00;38;42;58;62;13;5;0;343;116;4;0;0;9;8
2019-09-03 08:00:00;28;30;36;38;11;4;1;102;110;2;0;0;8;2
2019-09-03 08:15:00;38;30;27;30;9;1;1;92;96;0;0;0;6;2
2019-09-03 08:30:00;32;29;26;30;17;6;4;72;70;0;0;0;7;5
2019-09-03 08:45:00;27;44;24;20;14;1;2;62;53;0;0;1;3;3
2019-09-03 09:00:00;37;27;20;22;6;6;3;48;40;0;0;0;3;0
2019-09-03 09:15:00;36;40;15;17;15;2;1;46;30;0;0;0;4;0
2019-09-03 09:30:00;37;34;23;26;11;12;1;39;40;1;0;0;2;0
2019-09-03 09:45:00;35;48;17;19;12;5;4;49;45;0;0;0;4;49
2019-09-03 10:00:00;30;37;28;30;26;3;2;38;42;0;0;2;5;1
2019-09-03 10:15:00;28;25;12;11;20;7;3;26;29;0;0;0;0;0
2019-09-03 10:30:00;31;35;14;14;11;7;6;40;35;0;0;0;3;0
2019-09-03 10:45:00;30;43;8;10;9;8;2;40;35;0;0;0;4;0
2019-09-03 11:00:00;33;37;15;18;16;6;2;31;38;2;0;0;7;0
2019-09-03 11:15:00;24;24;15;15;16;4;1;46;26;0;0;0;2;0
2019-09-03 11:30:00;29;45;15;24;12;9;1;44;45;0;0;0;5;2
2019-09-03 11:45:00;24;33;16;20;19;4;0;32;30;0;0;0;3;3
2019-09-03 12:00:00;298;51;16;15;16;5;0;34;34;3;0;0;5;4
2019-09-03 12:15:00;297;36;29;25;18;7;3;39;27;2;0;3;10;12
2019-09-03 12:30:00;293;38;20;20;26;11;4;40;38;0;0;2;3;6
