DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-05-15 00:00:00;9;4;0;0;0;16;10;0;0
2020-05-15 00:15:00;18;2;0;0;0;12;12;0;0
2020-05-15 00:30:00;19;11;0;2;0;8;9;0;0
2020-05-15 00:45:00;10;10;1;0;0;6;3;0;0
2020-05-15 01:00:00;16;6;0;0;0;10;3;0;0
2020-05-15 01:15:00;6;2;0;0;0;13;4;0;0
2020-05-15 01:30:00;7;4;0;0;0;10;8;0;0
2020-05-15 01:45:00;7;5;0;0;0;8;4;0;0
2020-05-15 02:00:00;9;4;0;1;0;6;3;0;0
2020-05-15 02:15:00;10;1;0;0;0;5;3;0;0
2020-05-15 02:30:00;10;2;0;4;0;12;2;0;0
2020-05-15 02:45:00;4;2;0;0;0;8;0;0;0
2020-05-15 03:00:00;3;3;0;0;0;9;1;0;0
2020-05-15 03:15:00;3;0;0;0;0;0;0;0;0
2020-05-15 03:30:00;3;3;0;0;0;6;3;0;0
2020-05-15 03:45:00;4;2;0;0;0;7;2;0;0
2020-05-15 04:00:00;11;8;0;0;0;7;3;0;0
2020-05-15 04:15:00;10;5;0;1;2;11;5;0;0
2020-05-15 04:30:00;11;8;0;1;0;17;7;0;0
2020-05-15 04:45:00;19;14;2;1;0;27;13;0;0
2020-05-15 05:00:00;87;71;0;0;0;55;29;0;0
2020-05-15 05:15:00;77;73;3;2;1;116;66;0;0
2020-05-15 05:30:00;58;48;1;1;3;166;121;0;4
2020-05-15 05:45:00;77;55;2;1;1;125;83;0;1
2020-05-15 06:00:00;76;80;6;4;0;111;59;0;3
2020-05-15 06:15:00;50;52;2;3;5;129;111;0;4
2020-05-15 06:30:00;87;89;10;3;6;184;177;4;91
2020-05-15 06:45:00;73;91;7;2;9;177;182;0;3
2020-05-15 07:00:00;70;68;2;13;9;121;122;9;0
2020-05-15 07:15:00;85;71;3;7;12;132;155;0;8
2020-05-15 07:30:00;87;89;11;8;13;155;170;28;7
2020-05-15 07:45:00;79;96;9;15;14;150;155;4;5
2020-05-15 08:00:00;97;84;8;8;11;115;115;0;4
2020-05-15 08:15:00;85;87;7;11;7;114;112;3;4
2020-05-15 08:30:00;69;63;8;16;14;123;131;1;2
2020-05-15 08:45:00;81;74;8;15;8;106;108;8;4
2020-05-15 09:00:00;85;78;13;11;13;95;84;4;1
2020-05-15 09:15:00;95;93;14;20;11;90;112;3;4
2020-05-15 09:30:00;83;93;16;15;15;103;118;5;2
2020-05-15 09:45:00;106;97;16;23;17;106;140;0;11
2020-05-15 10:00:00;99;88;20;22;19;92;123;9;2
2020-05-15 10:15:00;98;93;22;30;12;84;95;9;0
2020-05-15 10:30:00;103;98;16;24;22;113;134;1;1
2020-05-15 10:45:00;107;120;19;31;23;111;133;1;1
2020-05-15 11:00:00;110;119;13;24;15;99;134;2;1
2020-05-15 11:15:00;105;121;9;23;27;87;110;4;1
2020-05-15 11:30:00;136;144;16;25;29;113;149;3;1
2020-05-15 11:45:00;132;133;10;27;7;113;150;0;2
2020-05-15 12:00:00;144;156;15;36;19;97;112;0;1
2020-05-15 12:15:00;159;188;19;25;17;107;149;3;1
2020-05-15 12:30:00;163;184;15;24;11;102;129;8;0
2020-05-15 12:45:00;150;180;14;26;24;116;135;3;5
2020-05-15 13:00:00;144;164;18;29;23;139;159;23;4
2020-05-15 13:15:00;144;160;6;27;24;119;151;20;1
2020-05-15 13:30:00;197;208;14;24;20;161;176;13;0
2020-05-15 13:45:00;220;214;12;31;16;179;198;11;1
2020-05-15 14:00:00;152;140;12;20;25;135;148;6;2
2020-05-15 14:15:00;133;150;8;15;15;83;105;0;2
2020-05-15 14:30:00;186;191;10;32;17;122;149;7;0
2020-05-15 14:45:00;181;181;14;22;20;118;155;2;1
2020-05-15 15:00:00;171;196;18;28;25;107;141;7;2
2020-05-15 15:15:00;218;215;22;29;21;165;95;21;1
2020-05-15 15:30:00;166;175;21;34;24;94;132;6;1
2020-05-15 15:45:00;179;174;10;23;18;108;125;5;0
2020-05-15 16:00:00;162;158;13;32;22;114;148;6;2
2020-05-15 16:15:00;174;173;13;27;23;113;138;21;3
2020-05-15 16:30:00;157;167;11;30;16;104;127;2;2
2020-05-15 16:45:00;152;154;13;36;22;108;128;12;5
2020-05-15 17:00:00;158;157;15;27;20;108;130;21;3
2020-05-15 17:15:00;134;146;14;40;20;125;140;6;3
2020-05-15 17:30:00;39;43;3;13;6;33;39;2;0
2020-05-15 17:45:00;
2020-05-15 18:00:00;
2020-05-15 18:15:00;
2020-05-15 18:30:00;
2020-05-15 18:45:00;79;68;5;22;2;77;58;4;0
2020-05-15 19:00:00;89;86;3;10;0;99;91;1;3
