DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2019-11-13 00:00:00;5;1;0;1;3;8;5
2019-11-13 00:15:00;10;7;0;5;7;16;5
2019-11-13 00:30:00;12;2;0;4;6;9;2
2019-11-13 00:45:00;4;0;0;8;10;13;5
2019-11-13 01:00:00;11;6;1;3;5;10;1
2019-11-13 01:15:00;11;3;1;3;4;10;9
2019-11-13 01:30:00;7;1;0;3;4;7;1
2019-11-13 01:45:00;5;6;0;0;0;8;1
2019-11-13 02:00:00;6;3;0;0;0;4;1
2019-11-13 02:15:00;11;2;0;1;2;8;0
2019-11-13 02:30:00;3;3;0;0;2;10;5
2019-11-13 02:45:00;6;4;0;2;2;4;2
2019-11-13 03:00:00;7;6;1;4;6;4;0
2019-11-13 03:15:00;14;5;0;0;0;8;1
2019-11-13 03:30:00;1;4;0;0;0;16;4
2019-11-13 03:45:00;6;5;0;0;2;17;5
2019-11-13 04:00:00;10;11;0;2;2;6;2
2019-11-13 04:15:00;12;13;2;3;5;18;4
2019-11-13 04:30:00;15;8;0;2;3;20;11
2019-11-13 04:45:00;29;21;1;7;9;44;23
2019-11-13 05:00:00;36;17;1;8;9;77;66
2019-11-13 05:15:00;48;35;2;13;12;138;146
2019-11-13 05:30:00;47;44;1;20;19;134;133
2019-11-13 05:45:00;134;94;9;10;26;147;135
2019-11-13 06:00:00;141;101;5;12;27;126;149
2019-11-13 06:15:00;150;114;3;24;28;190;186
2019-11-13 06:30:00;64;87;3;13;33;154;155
2019-11-13 06:45:00;81;87;4;16;38;161;150
2019-11-13 07:00:00;88;66;3;17;33;154;173
2019-11-13 07:15:00;60;85;3;17;45;174;185
2019-11-13 07:30:00;73;88;3;29;60;165;157
2019-11-13 07:45:00;76;72;6;25;63;178;175
2019-11-13 08:00:00;63;89;9;29;51;153;177
2019-11-13 08:15:00;75;72;5;25;47;126;141
2019-11-13 08:30:00;81;87;5;21;39;108;132
2019-11-13 08:45:00;78;71;8;26;50;108;132
2019-11-13 09:00:00;90;77;4;16;23;96;108
2019-11-13 09:15:00;96;79;2;20;28;95;118
2019-11-13 09:30:00;69;68;2;12;22;101;134
2019-11-13 09:45:00;90;57;5;16;31;96;107
2019-11-13 10:00:00;96;67;2;11;18;92;91
2019-11-13 10:15:00;86;79;7;15;24;81;86
2019-11-13 10:30:00;88;78;10;14;32;83;89
2019-11-13 10:45:00;95;63;6;17;26;90;89
2019-11-13 11:00:00;108;71;6;16;25;94;88
2019-11-13 11:15:00;95;83;6;20;37;86;83
2019-11-13 11:30:00;98;61;3;15;22;79;74
2019-11-13 11:45:00;91;85;15;15;35;84;87
2019-11-13 12:00:00;101;73;9;15;37;74;74
2019-11-13 12:15:00;99;73;4;10;29;91;106
2019-11-13 12:30:00;97;75;8;27;45;86;97
2019-11-13 12:45:00;103;76;8;15;37;85;89
2019-11-13 13:00:00;136;86;6;28;35;98;102
2019-11-13 13:15:00;92;89;6;15;23;132;160
2019-11-13 13:30:00;122;102;15;19;43;111;148
2019-11-13 13:45:00;119;102;10;21;50;113;113
2019-11-13 14:00:00;136;122;6;22;39;106;118
2019-11-13 14:15:00;157;119;7;19;44;90;96
2019-11-13 14:30:00;155;123;6;15;31;92;85
2019-11-13 14:45:00;163;179;11;17;44;90;101
2019-11-13 15:00:00;186;181;6;13;47;80;95
2019-11-13 15:15:00;170;166;1;19;37;99;104
2019-11-13 15:30:00;231;195;6;19;39;101;122
2019-11-13 15:45:00;214;185;8;23;49;103;92
2019-11-13 16:00:00;197;196;9;20;47;91;93
2019-11-13 16:15:00;219;204;19;32;59;114;123
2019-11-13 16:30:00;202;199;4;25;45;96;120
2019-11-13 16:45:00;180;180;8;21;54;97;116
2019-11-13 17:00:00;186;190;6;18;55;110;131
2019-11-13 17:15:00;178;189;12;28;68;111;135
2019-11-13 17:30:00;180;207;11;23;53;126;123
2019-11-13 17:45:00;166;183;11;19;50;100;116
2019-11-13 18:00:00;165;167;8;20;42;98;97
2019-11-13 18:15:00;140;131;7;19;40;92;82
2019-11-13 18:30:00;109;137;6;28;35;97;94
2019-11-13 18:45:00;122;112;9;20;40;83;93
2019-11-13 19:00:00;100;89;6;17;62;70;72
2019-11-13 19:15:00;91;61;2;13;28;68;60
2019-11-13 19:30:00;81;76;9;11;29;57;51
2019-11-13 19:45:00;78;54;4;14;27;58;53
2019-11-13 20:00:00;65;51;7;12;34;59;63
2019-11-13 20:15:00;91;60;6;14;32;56;52
2019-11-13 20:30:00;65;37;1;8;17;48;37
2019-11-13 20:45:00;52;29;3;9;20;55;57
2019-11-13 21:00:00;59;50;6;11;31;103;103
2019-11-13 21:15:00;60;27;3;10;14;92;82
2019-11-13 21:30:00;61;33;3;1;12;55;46
2019-11-13 21:45:00;115;57;2;4;13;29;22
2019-11-13 22:00:00;152;127;4;7;21;40;13
2019-11-13 22:15:00;133;69;6;10;18;46;41
2019-11-13 22:30:00;44;29;4;6;12;27;14
2019-11-13 22:45:00;26;17;4;15;17;35;6
2019-11-13 23:00:00;31;9;2;7;16;24;7
2019-11-13 23:15:00;20;17;2;1;5;19;8
2019-11-13 23:30:00;14;14;0;8;11;27;11
2019-11-13 23:45:00;11;7;2;1;9;24;7
