DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-12-12 00:00:00;2;4;8;0;0;4;0;0;0;0;0;0
2020-12-12 00:15:00;2;3;4;0;5;3;0;0;0;0;0;0
2020-12-12 00:30:00;0;0;2;0;0;2;0;0;0;0;0;0
2020-12-12 00:45:00;2;2;4;1;0;1;0;0;0;0;0;0
2020-12-12 01:00:00;2;2;1;0;0;1;0;0;0;0;0;0
2020-12-12 01:15:00;1;2;3;0;0;2;0;0;0;0;0;0
2020-12-12 01:30:00;2;1;4;0;0;3;0;0;0;0;0;0
2020-12-12 01:45:00;1;1;2;0;0;2;0;0;0;0;0;0
2020-12-12 02:00:00;1;1;6;0;0;5;0;0;0;0;0;0
2020-12-12 02:15:00;0;0;1;0;0;1;0;0;0;0;0;0
2020-12-12 02:30:00;1;4;6;0;0;3;0;0;0;0;0;0
2020-12-12 02:45:00;1;2;2;0;0;1;0;0;0;0;0;0
2020-12-12 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-12 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-12 03:30:00;1;2;2;0;1;1;0;0;0;0;0;0
2020-12-12 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-12 04:00:00;0;1;4;0;0;3;0;0;0;0;0;0
2020-12-12 04:15:00;1;2;2;0;0;3;0;0;0;0;0;0
2020-12-12 04:30:00;0;1;4;2;0;2;0;0;0;0;0;0
2020-12-12 04:45:00;4;4;3;0;0;1;0;0;0;0;0;0
2020-12-12 05:00:00;1;3;6;0;0;4;0;0;0;0;0;0
2020-12-12 05:15:00;3;3;3;0;0;1;0;0;0;0;0;0
2020-12-12 05:30:00;1;3;5;1;0;3;0;0;0;0;0;0
2020-12-12 05:45:00;7;7;10;0;0;6;0;0;0;0;0;0
2020-12-12 06:00:00;8;10;18;1;1;14;0;0;0;0;0;0
2020-12-12 06:15:00;9;15;17;7;3;10;0;0;0;0;0;0
2020-12-12 06:30:00;12;17;18;18;2;10;0;0;0;0;0;0
