DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DB5);7(DC1);8(DD1);9(DD2);10(DD3);11(DD4);12(DD5);13(TAFGA);14(TAFBA);15(TAFBB);16(TAFGC);17(TAFBC);18(TAFBD)
2020-09-20 00:00:00;13;5;3;0;0;0;14;0;2;0;0;0;0;0;0;0;0;0
2020-09-20 00:15:00;11;3;0;0;0;0;14;4;2;0;0;0;0;0;0;0;0;0
2020-09-20 00:30:00;15;7;2;0;0;0;12;2;1;0;0;0;0;0;0;0;0;0
2020-09-20 00:45:00;9;2;4;0;0;0;9;1;2;0;0;0;0;0;0;0;0;0
2020-09-20 01:00:00;10;1;4;0;0;0;8;1;1;0;0;0;0;0;0;0;0;0
2020-09-20 01:15:00;5;3;3;0;0;0;9;0;2;0;0;0;0;0;0;0;0;0
2020-09-20 01:30:00;9;1;3;0;0;0;11;3;4;0;0;0;0;0;0;0;0;0
2020-09-20 01:45:00;7;0;1;0;0;0;6;1;2;0;0;0;0;0;0;0;0;0
2020-09-20 02:00:00;6;0;1;0;0;0;9;1;2;0;0;0;0;0;0;0;0;0
2020-09-20 02:15:00;4;4;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-20 02:30:00;2;0;1;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0
2020-09-20 02:45:00;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-20 03:00:00;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-20 03:15:00;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0
2020-09-20 03:30:00;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-20 03:45:00;3;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-20 04:00:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-20 04:15:00;0;0;2;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0
2020-09-20 04:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-20 04:45:00;5;2;2;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0
2020-09-20 05:00:00;4;3;2;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0
2020-09-20 05:15:00;3;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0
2020-09-20 05:30:00;7;0;2;0;0;0;4;2;1;0;0;0;0;0;0;0;0;0
2020-09-20 05:45:00;2;1;1;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0
2020-09-20 06:00:00;7;2;1;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0
2020-09-20 06:15:00;3;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-09-20 06:30:00;3;2;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-20 06:45:00;5;3;3;0;0;0;6;1;2;0;0;0;0;0;0;0;0;0
2020-09-20 07:00:00;6;3;4;0;0;0;7;1;2;0;0;0;0;0;0;0;0;0
2020-09-20 07:15:00;12;5;5;0;0;0;6;5;4;0;0;0;0;0;0;0;0;0
2020-09-20 07:30:00;11;5;10;0;0;0;8;5;4;0;0;0;0;0;0;0;0;0
2020-09-20 07:45:00;21;9;8;0;0;0;11;3;1;0;0;0;0;0;0;1;0;0
2020-09-20 08:00:00;22;17;8;0;0;0;17;2;1;0;0;0;0;0;1;0;0;0
2020-09-20 08:15:00;14;7;10;0;0;0;17;6;4;0;0;0;2;10;1;0;0;0
