DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-04-16 00:00:00;2;8;0;0;0;9;6;0;0
2020-04-16 00:15:00;5;1;0;0;0;8;7;0;0
2020-04-16 00:30:00;4;3;0;0;0;11;4;0;2
2020-04-16 00:45:00;1;1;0;0;0;5;3;0;0
2020-04-16 01:00:00;0;2;0;0;0;6;3;0;0
2020-04-16 01:15:00;6;2;0;0;0;4;1;0;0
2020-04-16 01:30:00;3;2;0;0;0;7;3;0;0
2020-04-16 01:45:00;3;2;0;0;0;1;3;0;0
2020-04-16 02:00:00;3;2;0;0;0;3;2;0;0
2020-04-16 02:15:00;4;1;0;0;0;5;1;0;0
2020-04-16 02:30:00;9;3;0;0;0;2;0;0;0
2020-04-16 02:45:00;1;1;0;0;0;2;0;0;0
2020-04-16 03:00:00;6;2;0;0;0;3;2;0;0
2020-04-16 03:15:00;2;0;0;0;0;6;3;0;0
2020-04-16 03:30:00;3;3;0;0;0;8;1;0;0
2020-04-16 03:45:00;6;1;0;0;0;2;0;0;0
2020-04-16 04:00:00;11;4;0;0;0;6;0;0;0
2020-04-16 04:15:00;6;3;0;0;0;6;1;0;0
2020-04-16 04:30:00;7;5;1;0;0;11;1;0;0
2020-04-16 04:45:00;12;11;1;1;0;16;6;0;0
2020-04-16 05:00:00;27;14;1;0;0;17;11;0;0
2020-04-16 05:15:00;20;18;0;1;3;33;19;0;2
2020-04-16 05:30:00;47;46;2;1;3;94;64;3;2
2020-04-16 05:45:00;37;26;2;1;0;80;62;0;3
2020-04-16 06:00:00;73;62;2;0;0;83;52;0;4
2020-04-16 06:15:00;41;48;5;2;4;102;78;0;1
2020-04-16 06:30:00;82;79;6;1;7;108;117;3;2
2020-04-16 06:45:00;57;62;4;3;7;104;112;0;0
2020-04-16 07:00:00;67;78;5;4;4;113;98;0;3
2020-04-16 07:15:00;66;53;6;10;13;93;101;0;1
2020-04-16 07:30:00;87;70;6;6;10;111;126;1;6
2020-04-16 07:45:00;64;78;6;8;18;109;100;2;5
2020-04-16 08:00:00;54;55;7;6;6;84;80;0;1
2020-04-16 08:15:00;71;52;5;9;9;83;76;1;2
2020-04-16 08:30:00;75;63;12;13;4;84;93;14;3
2020-04-16 08:45:00;69;57;7;14;7;79;94;7;1
2020-04-16 09:00:00;60;50;4;10;9;90;74;9;2
2020-04-16 09:15:00;68;77;7;14;11;78;70;6;0
2020-04-16 09:30:00;84;76;5;14;9;83;79;7;1
2020-04-16 09:45:00;63;64;4;8;7;60;84;1;1
2020-04-16 10:00:00;92;76;11;12;5;82;85;3;1
2020-04-16 10:15:00;88;70;5;11;11;88;88;0;0
2020-04-16 10:30:00;92;85;6;11;12;89;87;1;1
2020-04-16 10:45:00;91;88;12;19;12;87;72;5;1
2020-04-16 11:00:00;97;93;7;16;6;84;88;0;3
2020-04-16 11:15:00;87;84;7;11;12;88;81;12;1
2020-04-16 11:30:00;97;82;4;17;8;84;91;6;0
2020-04-16 11:45:00;88;90;4;14;7;76;71;10;1
2020-04-16 12:00:00;91;97;2;18;4;67;92;7;2
2020-04-16 12:15:00;88;97;7;5;6;75;85;11;0
2020-04-16 12:30:00;105;105;5;7;2;88;85;7;1
2020-04-16 12:45:00;96;91;5;11;6;76;81;8;1
2020-04-16 13:00:00;97;92;4;13;5;79;69;8;1
2020-04-16 13:15:00;114;92;4;6;5;81;89;1;1
2020-04-16 13:30:00;96;89;4;7;6;95;77;4;1
2020-04-16 13:45:00;113;101;2;5;4;106;88;0;0
2020-04-16 14:00:00;114;113;6;13;6;99;93;2;2
2020-04-16 14:15:00;100;109;5;6;4;90;83;5;5
2020-04-16 14:30:00;133;136;5;7;3;97;82;0;0
2020-04-16 14:45:00;122;121;2;5;3;81;92;4;2
2020-04-16 15:00:00;117;136;9;11;7;80;79;1;2
2020-04-16 15:15:00;118;116;2;10;11;75;89;2;0
2020-04-16 15:30:00;138;139;4;6;5;86;99;3;1
2020-04-16 15:45:00;115;110;5;10;4;101;102;12;1
2020-04-16 16:00:00;151;146;5;13;8;79;96;6;0
2020-04-16 16:15:00;123;133;2;9;9;77;97;5;0
2020-04-16 16:30:00;109;127;8;16;11;95;108;25;0
2020-04-16 16:45:00;109;120;11;7;3;84;79;4;1
2020-04-16 17:00:00;125;125;1;21;2;109;112;12;2
2020-04-16 17:15:00;122;121;1;6;1;91;97;8;3
2020-04-16 17:30:00;106;113;3;7;1;77;85;5;1
2020-04-16 17:45:00;99;100;5;6;3;75;85;4;1
2020-04-16 18:00:00;103;94;2;5;0;76;83;5;3
2020-04-16 18:15:00;96;89;2;4;0;58;68;4;0
2020-04-16 18:30:00;89;71;3;6;2;62;61;4;1
2020-04-16 18:45:00;83;61;2;5;2;70;57;2;1
