DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-05-05 00:00:00;3;5;0;6;4;5;4;4;5;3
2020-05-05 00:15:00;8;8;0;3;5;0;5;4;9;8
2020-05-05 00:30:00;4;6;1;2;5;2;4;3;7;3
2020-05-05 00:45:00;5;3;0;3;5;1;4;3;4;3
2020-05-05 01:00:00;5;2;0;4;4;1;3;5;5;5
2020-05-05 01:15:00;5;6;2;6;5;2;4;5;8;4
2020-05-05 01:30:00;4;2;0;2;1;0;1;2;2;3
2020-05-05 01:45:00;3;3;0;3;3;1;4;1;2;2
2020-05-05 02:00:00;2;2;0;5;5;1;5;4;2;2
2020-05-05 02:15:00;1;2;0;0;3;0;2;1;2;2
2020-05-05 02:30:00;3;1;0;2;2;0;1;2;1;3
2020-05-05 02:45:00;2;2;1;3;1;2;1;1;1;1
2020-05-05 03:00:00;4;3;0;1;1;2;2;1;1;2
2020-05-05 03:15:00;2;1;1;1;1;3;0;1;1;2
2020-05-05 03:30:00;2;2;0;1;1;0;1;1;2;1
2020-05-05 03:45:00;2;2;1;2;0;2;0;2;2;3
2020-05-05 04:00:00;2;3;0;2;3;1;2;2;3;2
2020-05-05 04:15:00;4;0;1;1;6;1;7;1;0;4
2020-05-05 04:30:00;6;5;0;1;5;2;6;2;5;5
2020-05-05 04:45:00;5;5;2;5;7;2;8;6;4;3
2020-05-05 05:00:00;21;9;3;2;7;4;10;5;12;21
2020-05-05 05:15:00;26;16;4;9;21;8;26;16;21;23
2020-05-05 05:30:00;34;12;1;26;34;12;42;29;14;29
2020-05-05 05:45:00;28;23;4;43;57;13;56;46;24;25
2020-05-05 06:00:00;33;30;0;30;44;14;46;35;25;34
2020-05-05 06:15:00;43;38;3;53;83;19;89;54;42;39
2020-05-05 06:30:00;48;26;3;93;82;23;90;102;31;46
2020-05-05 06:45:00;48;23;1;94;91;20;94;96;26;39
2020-05-05 07:00:00;44;37;10;93;89;26;95;97;32;37
2020-05-05 07:15:00;37;60;7;103;106;22;105;122;49;38
2020-05-05 07:30:00;43;57;7;99;114;26;114;111;42;36
2020-05-05 07:45:00;50;52;12;89;103;28;109;92;56;39
2020-05-05 08:00:00;41;34;13;58;65;28;70;67;28;32
2020-05-05 08:15:00;28;46;9;54;70;19;78;57;36;26
2020-05-05 08:30:00;41;66;11;67;63;23;73;62;53;41
2020-05-05 08:45:00;34;54;13;53;76;15;74;57;44;31
2020-05-05 09:00:00;46;52;11;49;45;13;51;45;42;30
2020-05-05 09:15:00;46;42;15;44;56;23;63;45;46;43
2020-05-05 09:30:00;41;45;11;52;71;15;77;51;47;34
2020-05-05 09:45:00;63;51;14;54;65;18;70;57;49;57
2020-05-05 10:00:00;58;38;12;37;45;19;56;40;43;49
2020-05-05 10:15:00;46;41;14;36;62;23;67;43;43;40
