DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2020-03-21 00:00:00;3;0;1;0;5;3;5;14;7;21;14;7;21;0
2020-03-21 00:15:00;5;1;1;0;8;5;7;18;9;27;18;9;27;0
2020-03-21 00:30:00;5;5;3;2;3;2;2;20;10;30;20;10;30;0
2020-03-21 00:45:00;6;1;2;0;2;1;1;20;10;30;20;10;30;0
2020-03-21 01:00:00;3;2;3;0;2;2;4;24;12;36;24;12;36;0
2020-03-21 01:15:00;4;0;0;0;4;1;1;26;13;39;26;13;39;0
2020-03-21 01:30:00;2;0;2;1;9;1;2;26;13;39;26;13;39;0
2020-03-21 01:45:00;2;2;4;0;9;4;0;26;13;39;26;13;39;0
2020-03-21 02:00:00;5;1;1;1;6;2;1;26;13;39;26;13;39;0
2020-03-21 02:15:00;1;0;0;0;5;0;2;22;11;33;22;11;33;0
2020-03-21 02:30:00;1;1;1;1;7;1;2;26;13;39;26;13;39;0
2020-03-21 02:45:00;1;1;2;0;4;3;1;26;13;39;26;13;39;0
2020-03-21 03:00:00;3;3;2;0;6;1;1;26;13;39;26;13;39;0
2020-03-21 03:15:00;5;1;0;0;5;3;0;26;13;39;26;13;39;0
2020-03-21 03:30:00;2;1;3;1;8;0;1;26;13;39;26;13;39;0
2020-03-21 03:45:00;4;3;1;1;2;1;1;26;13;39;26;13;39;0
2020-03-21 04:00:00;0;2;1;0;9;4;1;24;12;36;24;12;36;0
2020-03-21 04:15:00;3;4;2;0;5;1;2;24;12;36;24;12;36;0
2020-03-21 04:30:00;8;0;6;0;3;1;1;26;13;39;26;13;39;0
2020-03-21 04:45:00;3;7;8;1;8;2;2;26;13;39;26;13;39;0
2020-03-21 05:00:00;1;1;5;2;13;4;3;20;10;30;20;10;30;0
2020-03-21 05:15:00;7;8;10;5;14;2;2;20;10;30;20;10;30;0
2020-03-21 05:30:00;14;13;15;11;20;2;5;20;10;31;20;10;31;0
2020-03-21 05:45:00;15;6;6;5;40;6;17;20;10;30;20;10;30;0
