DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-08-25 00:00:00;1;0;4;1;1;9;0;0;0;0;0;0;0;0
2020-08-25 00:15:00;0;0;6;3;4;17;0;0;0;0;0;0;0;0
2020-08-25 00:30:00;1;0;6;1;0;11;0;0;0;0;0;0;0;0
2020-08-25 00:45:00;0;0;2;1;1;5;0;0;0;0;0;0;0;0
2020-08-25 01:00:00;1;0;7;0;1;6;0;0;0;0;0;0;0;0
2020-08-25 01:15:00;0;0;1;0;1;2;0;0;0;0;0;0;0;0
2020-08-25 01:30:00;0;0;3;0;1;9;0;0;0;0;0;0;0;0
2020-08-25 01:45:00;0;0;3;0;0;4;0;0;0;0;0;0;0;0
2020-08-25 02:00:00;0;0;4;0;0;1;0;0;0;0;0;0;0;0
2020-08-25 02:15:00;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-08-25 02:30:00;0;0;0;0;0;6;0;0;0;0;0;0;0;0
2020-08-25 02:45:00;0;0;2;0;0;3;0;0;0;0;0;0;0;0
2020-08-25 03:00:00;1;0;4;0;0;1;0;0;0;0;0;0;0;0
2020-08-25 03:15:00;0;0;7;0;0;3;0;0;0;0;0;0;0;0
2020-08-25 03:30:00;0;0;6;0;0;5;0;0;0;0;0;0;0;0
2020-08-25 03:45:00;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-08-25 04:00:00;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2020-08-25 04:15:00;0;0;9;0;0;1;0;0;0;0;0;0;0;0
2020-08-25 04:30:00;0;0;15;1;1;2;0;0;0;0;0;0;0;0
2020-08-25 04:45:00;0;0;21;0;1;6;0;0;0;0;0;0;0;0
2020-08-25 05:00:00;1;0;56;2;2;8;0;0;0;0;0;0;0;0
2020-08-25 05:15:00;1;0;114;1;1;18;0;0;0;0;0;0;0;0
2020-08-25 05:30:00;1;0;131;1;1;20;0;0;0;0;0;0;0;0
2020-08-25 05:45:00;2;0;124;6;9;50;0;0;0;0;0;0;0;0
2020-08-25 06:00:00;0;0;94;3;4;59;0;0;0;0;0;0;0;0
2020-08-25 06:15:00;0;0;193;3;3;48;0;1;0;0;0;0;0;0
2020-08-25 06:30:00;1;0;194;6;9;45;0;1;0;0;0;0;0;0
2020-08-25 06:45:00;0;0;198;7;7;61;0;0;0;0;0;0;0;0
2020-08-25 07:00:00;2;0;187;11;15;46;0;1;0;0;1;0;2;0
2020-08-25 07:15:00;2;0;202;14;17;66;0;0;0;0;1;0;0;0
2020-08-25 07:30:00;1;0;218;16;18;71;0;1;0;0;0;0;0;0
2020-08-25 07:45:00;5;0;185;13;17;98;0;0;0;0;2;0;1;0
2020-08-25 08:00:00;2;0;144;8;13;74;0;1;0;0;0;0;0;0
2020-08-25 08:15:00;1;0;170;19;21;89;0;2;0;0;0;0;0;0
2020-08-25 08:30:00;0;0;141;22;10;63;0;1;0;0;0;0;0;0
2020-08-25 08:45:00;1;0;159;12;25;101;0;2;0;0;0;0;3;0
2020-08-25 09:00:00;0;0;141;10;14;80;0;2;0;0;0;0;2;0
2020-08-25 09:15:00;1;0;119;10;11;75;0;2;0;0;0;0;1;0
2020-08-25 09:30:00;2;0;135;18;23;105;0;6;0;0;0;0;0;0
2020-08-25 09:45:00;2;0;120;8;10;90;0;9;0;0;0;0;4;0
2020-08-25 10:00:00;1;0;131;8;15;108;0;0;0;0;0;0;3;0
2020-08-25 10:15:00;4;0;117;9;13;103;0;7;0;0;0;0;1;0
2020-08-25 10:30:00;7;0;118;15;17;108;0;0;0;0;0;0;3;0
2020-08-25 10:45:00;0;0;118;10;21;143;0;4;0;0;0;0;1;0
2020-08-25 11:00:00;3;0;128;7;14;105;0;3;0;0;0;0;1;0
2020-08-25 11:15:00;2;0;112;10;14;129;0;4;0;0;4;0;0;0
2020-08-25 11:30:00;8;0;147;9;21;159;0;4;0;0;1;0;2;0
2020-08-25 11:45:00;2;0;94;5;6;118;0;2;0;0;1;0;0;0
2020-08-25 12:00:00;3;0;96;11;17;163;0;5;0;0;0;0;2;0
2020-08-25 12:15:00;1;0;101;1;6;148;0;3;0;0;4;0;1;0
2020-08-25 12:30:00;0;0;108;13;18;149;0;6;0;0;2;0;4;0
2020-08-25 12:45:00;7;0;128;12;13;137;0;0;0;0;0;0;0;0
2020-08-25 13:00:00;7;0;125;10;21;131;0;2;0;0;0;0;1;0
2020-08-25 13:15:00;1;0;143;7;10;133;0;3;0;0;2;0;0;0
2020-08-25 13:30:00;2;0;145;12;18;135;0;4;0;0;0;0;1;0
2020-08-25 13:45:00;2;0;158;8;10;142;0;4;0;0;0;0;2;0
2020-08-25 14:00:00;0;0;120;6;11;180;0;3;0;0;0;0;3;0
2020-08-25 14:15:00;2;0;101;10;13;171;0;7;0;0;0;0;1;0
2020-08-25 14:30:00;2;0;137;9;13;241;0;1;0;0;0;0;2;0
2020-08-25 14:45:00;1;0;94;11;18;216;0;7;0;0;0;0;1;0
2020-08-25 15:00:00;2;0;124;74;14;229;0;3;0;0;1;0;1;0
2020-08-25 15:15:00;2;0;117;6;13;199;0;4;0;0;0;0;2;0
2020-08-25 15:30:00;6;0;111;9;14;228;0;1;0;0;3;0;4;0
2020-08-25 15:45:00;3;0;136;6;13;200;0;4;0;0;0;0;2;0
2020-08-25 16:00:00;7;0;124;16;21;235;0;2;0;0;1;0;1;0
2020-08-25 16:15:00;6;0;111;6;24;259;0;2;0;0;0;0;3;0
2020-08-25 16:30:00;4;0;132;16;18;258;0;5;0;0;0;0;0;0
2020-08-25 16:45:00;3;0;135;11;17;239;0;5;0;0;2;0;4;0
2020-08-25 17:00:00;5;0;133;10;16;267;0;4;0;0;0;0;2;0
2020-08-25 17:15:00;3;0;109;8;18;231;0;6;0;0;2;0;0;0
2020-08-25 17:30:00;5;0;142;7;15;218;0;4;0;0;0;0;0;0
2020-08-25 17:45:00;5;0;127;12;20;192;0;1;0;0;3;0;2;0
2020-08-25 18:00:00;7;0;152;17;19;216;0;6;0;0;0;0;0;0
2020-08-25 18:15:00;5;0;100;10;13;176;0;1;0;0;0;0;1;0
2020-08-25 18:30:00;1;0;86;6;12;176;0;3;0;0;1;0;1;0
2020-08-25 18:45:00;5;0;99;7;11;175;0;3;0;0;0;0;0;0
2020-08-25 19:00:00;3;0;105;6;11;140;0;3;0;0;0;0;2;0
2020-08-25 19:15:00;1;0;97;4;13;159;0;3;0;0;0;0;2;0
2020-08-25 19:30:00;1;0;85;5;14;113;0;3;0;0;0;0;1;0
2020-08-25 19:45:00;3;0;66;4;7;99;0;5;0;0;0;0;3;0
2020-08-25 20:00:00;1;0;55;2;7;99;0;0;0;0;0;0;0;0
2020-08-25 20:15:00;2;0;58;6;9;97;0;0;0;0;0;0;0;0
2020-08-25 20:30:00;0;0;64;6;10;81;0;0;0;0;2;0;0;0
2020-08-25 20:45:00;2;0;62;3;4;60;0;2;0;0;0;0;0;0
2020-08-25 21:00:00;0;0;86;5;9;68;0;0;0;0;1;0;1;0
2020-08-25 21:15:00;2;0;68;3;5;81;0;0;0;0;0;0;1;0
2020-08-25 21:30:00;0;0;39;3;4;70;0;2;0;0;0;0;0;0
2020-08-25 21:45:00;0;0;20;5;6;93;0;0;0;0;0;0;0;0
2020-08-25 22:00:00;2;0;39;5;5;97;0;0;0;0;0;0;0;0
2020-08-25 22:15:00;0;0;27;2;3;87;0;0;0;0;0;0;0;0
2020-08-25 22:30:00;0;0;18;7;9;53;0;0;0;0;0;0;0;0
2020-08-25 22:45:00;0;0;20;3;4;48;0;0;0;0;0;0;0;0
2020-08-25 23:00:00;0;0;13;0;2;32;0;0;0;0;0;0;0;0
2020-08-25 23:15:00;2;0;17;1;3;22;0;0;0;0;0;0;0;0
2020-08-25 23:30:00;0;0;10;1;1;19;0;0;0;0;0;0;0;0
