DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2019-10-10 00:00:00;6;0;2;3;0;0
2019-10-10 00:15:00;8;0;4;0;0;0
2019-10-10 00:30:00;5;0;1;0;0;0
2019-10-10 00:45:00;8;0;5;1;0;0
2019-10-10 01:00:00;6;0;2;6;0;0
2019-10-10 01:15:00;4;0;2;1;0;0
2019-10-10 01:30:00;4;0;2;0;0;0
2019-10-10 01:45:00;5;0;3;0;0;0
2019-10-10 02:00:00;2;0;1;1;0;0
2019-10-10 02:15:00;0;0;5;0;0;0
2019-10-10 02:30:00;4;0;2;1;0;0
2019-10-10 02:45:00;5;0;4;0;0;0
2019-10-10 03:00:00;4;0;6;1;0;0
2019-10-10 03:15:00;4;0;5;0;0;0
2019-10-10 03:30:00;5;0;6;0;0;0
2019-10-10 03:45:00;2;3;4;0;0;0
2019-10-10 04:00:00;5;1;7;1;0;0
2019-10-10 04:15:00;3;2;9;0;0;0
2019-10-10 04:30:00;5;0;14;2;0;0
2019-10-10 04:45:00;9;6;34;0;0;0
2019-10-10 05:00:00;20;10;86;1;12;1
2019-10-10 05:15:00;68;44;220;5;6;8
2019-10-10 05:30:00;68;48;160;16;2;20
2019-10-10 05:45:00;117;21;129;72;8;11
2019-10-10 06:00:00;118;15;83;71;7;62
2019-10-10 06:15:00;95;18;140;25;5;8
2019-10-10 06:30:00;90;25;147;6;7;6
2019-10-10 06:45:00;93;10;157;5;6;8
2019-10-10 07:00:00;106;12;127;3;3;8
2019-10-10 07:15:00;126;10;141;2;8;10
2019-10-10 07:30:00;116;9;136;3;3;6
2019-10-10 07:45:00;115;16;146;6;6;10
2019-10-10 08:00:00;106;9;148;8;4;16
2019-10-10 08:15:00;103;15;132;4;5;5
2019-10-10 08:30:00;76;4;81;4;2;7
2019-10-10 08:45:00;63;7;76;3;1;2
2019-10-10 09:00:00;64;4;68;3;0;2
2019-10-10 09:15:00;51;2;69;4;4;2
2019-10-10 09:30:00;50;5;72;3;0;1
2019-10-10 09:45:00;49;5;65;3;0;7
2019-10-10 10:00:00;57;1;68;5;6;0
2019-10-10 10:15:00;53;1;63;2;0;4
2019-10-10 10:30:00;53;0;37;0;0;0
2019-10-10 10:45:00;47;0;55;0;0;0
2019-10-10 11:00:00;52;0;34;4;1;4
2019-10-10 11:15:00;70;0;39;1;0;0
2019-10-10 11:30:00;79;1;60;3;3;2
2019-10-10 11:45:00;58;0;58;3;0;0
2019-10-10 12:00:00;52;1;48;6;1;5
2019-10-10 12:15:00;68;4;46;6;16;0
2019-10-10 12:30:00;80;4;56;4;5;7
2019-10-10 12:45:00;68;8;81;5;10;5
2019-10-10 13:00:00;84;24;82;2;10;28
2019-10-10 13:15:00;94;49;141;4;26;30
2019-10-10 13:30:00;99;69;162;4;13;37
2019-10-10 13:45:00;105;54;176;23;11;20
2019-10-10 14:00:00;102;17;118;67;14;13
2019-10-10 14:15:00;113;6;91;143;39;28
2019-10-10 14:30:00;137;1;62;51;7;7
2019-10-10 14:45:00;97;1;69;33;8;7
2019-10-10 15:00:00;125;1;96;55;12;17
2019-10-10 15:15:00;160;0;76;38;13;3
2019-10-10 15:30:00;138;0;80;27;20;3
2019-10-10 15:45:00;120;1;73;23;7;9
2019-10-10 16:00:00;130;5;66;16;3;10
2019-10-10 16:15:00;132;2;82;21;10;9
2019-10-10 16:30:00;112;4;96;30;14;4
2019-10-10 16:45:00;123;1;78;16;5;4
2019-10-10 17:00:00;111;0;88;14;6;4
2019-10-10 17:15:00;137;1;72;14;6;14
2019-10-10 17:30:00;86;1;83;12;7;4
2019-10-10 17:45:00;89;1;60;13;3;1
2019-10-10 18:00:00;90;1;80;5;1;1
2019-10-10 18:15:00;80;0;70;6;3;0
2019-10-10 18:30:00;52;0;62;11;0;7
2019-10-10 18:45:00;49;2;70;13;0;2
2019-10-10 19:00:00;52;0;58;4;1;0
2019-10-10 19:15:00;49;0;46;2;0;0
2019-10-10 19:30:00;44;1;47;1;0;0
2019-10-10 19:45:00;40;1;32;1;0;0
2019-10-10 20:00:00;34;0;35;2;0;0
2019-10-10 20:15:00;41;2;18;1;0;0
2019-10-10 20:30:00;24;4;35;1;0;0
2019-10-10 20:45:00;31;3;52;1;2;2
2019-10-10 21:00:00;34;8;101;4;9;2
2019-10-10 21:15:00;28;33;151;0;13;10
2019-10-10 21:30:00;49;21;90;25;4;29
2019-10-10 21:45:00;82;4;54;114;6;13
2019-10-10 22:00:00;81;3;38;170;6;23
2019-10-10 22:15:00;46;0;14;38;2;12
2019-10-10 22:30:00;41;0;5;8;0;0
2019-10-10 22:45:00;24;0;17;5;0;1
2019-10-10 23:00:00;17;1;6;2;0;0
2019-10-10 23:15:00;12;0;4;1;0;0
2019-10-10 23:30:00;6;0;10;0;0;0
2019-10-10 23:45:00;13;0;7;0;0;0
