DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2019-11-02 00:00:00;2;7;6;6;2;11;9;2;5;3;7;2;9;26;22;1;0;0;24;0;0;0;0;0
2019-11-02 00:15:00;5;8;13;2;3;17;11;4;8;9;9;2;16;23;9;3;0;1;30;0;0;0;0;0
2019-11-02 00:30:00;4;5;8;7;1;9;9;3;6;5;14;6;11;19;10;3;0;0;30;0;0;0;0;0
2019-11-02 00:45:00;1;3;7;2;0;11;5;5;4;4;10;4;14;20;8;0;0;0;30;0;0;0;0;0
2019-11-02 01:00:00;2;3;2;3;1;9;7;5;11;7;9;7;17;19;8;1;0;0;34;0;0;0;0;0
2019-11-02 01:15:00;2;5;6;3;4;11;4;1;2;3;10;1;16;28;15;2;0;0;39;0;0;0;0;0
2019-11-02 01:30:00;0;1;2;2;2;7;4;1;4;2;5;1;16;27;14;2;0;0;39;0;0;0;0;0
2019-11-02 01:45:00;0;3;4;0;2;4;1;1;2;5;3;2;25;36;20;0;0;0;39;0;0;0;0;0
2019-11-02 02:00:00;1;2;2;0;3;8;4;0;4;3;4;1;14;24;9;1;0;1;39;0;0;0;0;0
2019-11-02 02:15:00;5;3;8;2;2;4;3;1;2;4;4;1;3;11;9;1;0;1;36;0;0;0;0;0
2019-11-02 02:30:00;0;1;3;3;5;8;3;1;3;5;1;2;9;19;12;1;0;1;39;0;0;0;0;0
2019-11-02 02:45:00;2;3;2;2;2;6;1;2;1;3;7;1;2;9;5;1;0;0;39;0;0;0;0;0
2019-11-02 03:00:00;1;1;4;4;2;3;1;1;1;4;2;1;5;11;6;1;0;1;39;0;0;0;0;0
2019-11-02 03:15:00;1;3;5;4;0;2;1;2;3;4;7;1;5;7;4;2;0;0;39;0;0;0;0;0
2019-11-02 03:30:00;2;1;2;2;0;3;1;2;1;4;3;1;2;5;3;0;0;0;39;0;0;0;0;0
2019-11-02 03:45:00;2;1;0;3;0;2;2;0;2;2;3;0;4;11;6;0;0;0;39;0;0;0;0;0
2019-11-02 04:00:00;2;1;2;1;1;4;1;2;2;5;7;2;9;13;5;0;0;1;39;0;0;0;0;0
2019-11-02 04:15:00;0;0;2;1;2;5;0;0;1;1;0;0;4;8;4;1;0;0;36;0;0;0;0;0
2019-11-02 04:30:00;0;1;1;0;1;6;1;2;1;5;3;1;6;11;6;1;0;0;39;0;0;0;0;0
2019-11-02 04:45:00;0;2;2;2;1;3;2;3;1;4;6;1;3;14;12;0;0;1;39;0;0;0;0;0
2019-11-02 05:00:00;1;1;0;0;0;2;4;4;4;1;5;2;10;17;8;1;0;0;30;0;0;0;0;0
2019-11-02 05:15:00;1;0;4;3;1;8;3;5;6;5;6;4;13;18;12;4;0;0;30;0;0;0;0;0
2019-11-02 05:30:00;1;1;2;2;3;13;7;5;8;9;18;16;11;28;18;2;0;0;30;0;0;0;0;0
2019-11-02 05:45:00;0;2;1;2;1;10;5;4;8;7;14;9;11;24;15;2;0;0;30;0;0;0;0;0
2019-11-02 06:00:00;0;2;6;2;2;10;10;5;9;5;7;3;14;22;10;1;0;0;30;0;0;0;0;0
2019-11-02 06:15:00;1;2;4;4;3;11;7;9;11;11;10;3;12;28;15;0;0;0;30;0;0;0;0;0
