DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DD1);6(DD2);7(DF1);8(DF2);9(DC1);10(DA3);11(DC2);12(TAFGA);13(TAFBA);14(TAFGA2);15(TAFBA2);16(TAFBB);17(TAFBC);18(TAFGD);19(TAFBD);20(TAFGE);21(TAFBE);22(TAFBF)
2020-02-24 00:00:00;1;2;3;3;5;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 00:15:00;1;3;4;5;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 00:30:00;1;1;3;5;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 00:45:00;3;1;5;2;10;4;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 01:00:00;1;1;6;3;6;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 01:15:00;1;3;0;4;3;1;3;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 01:30:00;1;0;1;2;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 01:45:00;3;0;0;1;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 02:00:00;0;1;3;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 02:15:00;2;0;1;2;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 02:30:00;2;1;2;1;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 02:45:00;0;0;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 03:00:00;0;3;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 03:15:00;1;1;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 03:30:00;2;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 03:45:00;0;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 04:00:00;2;9;0;0;3;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 04:15:00;1;4;4;1;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 04:30:00;1;5;1;2;7;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 04:45:00;1;3;4;2;9;7;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 05:00:00;1;10;8;4;21;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 05:15:00;7;12;12;8;32;14;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 05:30:00;10;17;15;4;82;23;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 05:45:00;10;20;19;6;73;41;12;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 06:00:00;8;15;16;10;47;21;12;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 06:15:00;9;19;22;15;71;28;11;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 06:30:00;17;33;24;18;100;27;16;3;0;7;0;0;0;0;0;0;0;1;0;0;0;0
2020-02-24 06:45:00;11;36;27;17;118;31;15;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-24 07:00:00;19;30;28;30;108;23;20;2;0;5;0;1;0;0;0;0;1;0;0;0;0;0
2020-02-24 07:15:00;22;30;32;19;108;16;19;7;0;10;0;0;0;0;0;0;0;0;0;0;0;0
