DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-07-16 00:00:00;0;6;3;9;7;0;0
2020-07-16 00:15:00;0;10;4;11;5;2;2
2020-07-16 00:30:00;0;12;4;7;5;1;1
2020-07-16 00:45:00;0;8;4;6;3;0;0
2020-07-16 01:00:00;0;3;4;8;4;0;0
2020-07-16 01:15:00;0;3;3;7;4;0;0
2020-07-16 01:30:00;0;7;2;6;6;0;0
2020-07-16 01:45:00;0;0;2;5;1;0;0
2020-07-16 02:00:00;0;3;2;7;0;0;0
2020-07-16 02:15:00;0;2;2;6;2;0;0
2020-07-16 02:30:00;0;4;0;4;1;0;0
2020-07-16 02:45:00;0;8;1;2;2;0;0
2020-07-16 03:00:00;0;2;1;10;4;0;0
2020-07-16 03:15:00;0;3;1;7;3;0;0
2020-07-16 03:30:00;0;5;2;6;1;0;0
2020-07-16 03:45:00;0;5;2;2;1;0;0
2020-07-16 04:00:00;0;5;3;11;3;0;0
2020-07-16 04:15:00;0;7;3;11;3;0;0
2020-07-16 04:30:00;0;12;8;14;3;0;0
2020-07-16 04:45:00;0;21;11;16;10;0;0
2020-07-16 05:00:00;0;52;15;22;17;0;0
2020-07-16 05:15:00;1;74;62;40;21;0;0
2020-07-16 05:30:00;2;69;59;39;32;1;1
2020-07-16 05:45:00;13;49;56;53;42;2;2
2020-07-16 06:00:00;3;57;59;62;53;5;5
2020-07-16 06:15:00;3;72;95;61;65;3;3
2020-07-16 06:30:00;1;91;101;67;48;7;7
2020-07-16 06:45:00;11;93;115;72;63;4;4
2020-07-16 07:00:00;5;115;123;64;60;7;7
2020-07-16 07:15:00;66;142;170;78;75;7;7
2020-07-16 07:30:00;7;162;146;99;92;3;3
2020-07-16 07:45:00;10;132;163;111;113;5;5
2020-07-16 08:00:00;15;109;117;86;88;5;4
2020-07-16 08:15:00;8;134;126;94;99;4;5
2020-07-16 08:30:00;19;110;126;92;88;3;3
2020-07-16 08:45:00;26;100;108;109;119;4;4
2020-07-16 09:00:00;3;87;98;90;74;3;3
2020-07-16 09:15:00;3;100;108;92;77;4;4
2020-07-16 09:30:00;11;102;122;92;105;3;3
2020-07-16 09:45:00;1;106;96;111;98;4;4
2020-07-16 10:00:00;3;100;105;114;90;3;3
2020-07-16 10:15:00;4;103;112;107;101;3;3
2020-07-16 10:30:00;6;118;103;108;107;7;7
2020-07-16 10:45:00;10;113;112;118;102;2;2
2020-07-16 11:00:00;88;128;106;114;121;4;4
2020-07-16 11:15:00;4;106;102;119;123;2;2
2020-07-16 11:30:00;0;102;96;120;138;7;7
2020-07-16 11:45:00;8;118;98;119;129;3;3
2020-07-16 12:00:00;15;105;101;138;116;3;2
2020-07-16 12:15:00;4;113;88;128;124;3;4
2020-07-16 12:30:00;4;120;118;100;95;3;3
2020-07-16 12:45:00;11;98;102;108;125;5;5
2020-07-16 13:00:00;10;101;118;131;124;2;2
2020-07-16 13:15:00;1;134;136;121;120;8;8
2020-07-16 13:30:00;13;125;127;120;121;5;5
2020-07-16 13:45:00;2;128;119;123;118;4;4
2020-07-16 14:00:00;10;115;101;123;128;3;3
2020-07-16 14:15:00;18;106;116;133;143;5;4
2020-07-16 14:30:00;0;109;103;140;159;5;6
2020-07-16 14:45:00;20;107;110;130;159;2;2
2020-07-16 15:00:00;16;133;126;131;146;6;6
2020-07-16 15:15:00;2;88;81;133;145;2;2
2020-07-16 15:30:00;6;100;88;151;172;4;4
2020-07-16 15:45:00;24;142;115;136;153;5;5
2020-07-16 16:00:00;16;135;130;171;157;2;2
2020-07-16 16:15:00;7;112;112;161;157;4;4
2020-07-16 16:30:00;9;126;118;162;164;5;5
2020-07-16 16:45:00;21;134;113;161;188;5;5
2020-07-16 17:00:00;16;127;113;152;167;3;3
2020-07-16 17:15:00;6;96;123;162;170;3;3
2020-07-16 17:30:00;11;109;100;142;168;4;4
2020-07-16 17:45:00;17;120;126;133;143;5;5
2020-07-16 18:00:00;6;114;103;150;177;3;3
2020-07-16 18:15:00;8;106;129;165;167;3;3
2020-07-16 18:30:00;8;108;109;137;156;5;5
2020-07-16 18:45:00;10;100;108;127;147;3;3
2020-07-16 19:00:00;8;96;73;110;113;4;4
2020-07-16 19:15:00;5;95;90;107;91;3;2
2020-07-16 19:30:00;9;63;80;87;86;5;6
2020-07-16 19:45:00;0;70;68;91;81;2;2
2020-07-16 20:00:00;6;61;70;82;74;2;3
2020-07-16 20:15:00;2;47;50;80;67;2;2
2020-07-16 20:30:00;0;48;39;57;48;3;3
2020-07-16 20:45:00;1;52;63;59;57;1;1
2020-07-16 21:00:00;2;61;68;66;50;3;3
2020-07-16 21:15:00;2;60;61;59;49;1;1
2020-07-16 21:30:00;1;29;38;52;27;1;1
2020-07-16 21:45:00;3;25;28;72;58;1;1
2020-07-16 22:00:00;11;36;34;83;76;2;2
2020-07-16 22:15:00;15;28;27;73;67;2;2
2020-07-16 22:30:00;0;27;20;59;30;2;2
2020-07-16 22:45:00;0;20;16;33;22;1;1
2020-07-16 23:00:00;0;28;24;33;15;2;2
2020-07-16 23:15:00;0;19;18;33;17;1;1
2020-07-16 23:30:00;0;16;3;26;18;1;1
2020-07-16 23:45:00;0;13;11;11;7;0;0
