DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-05-17 00:00:00;0;17;0;0;0;2;16;13;0;0
2020-05-17 00:15:00;0;25;0;0;0;1;27;24;3;1
2020-05-17 00:30:00;0;23;1;0;2;1;24;25;0;1
2020-05-17 00:45:00;0;35;1;0;0;2;22;18;1;0
2020-05-17 01:00:00;0;19;0;0;2;1;19;20;1;1
2020-05-17 01:15:00;0;25;1;1;0;2;23;17;1;2
2020-05-17 01:30:00;0;15;2;3;2;5;15;13;1;0
2020-05-17 01:45:00;0;13;1;0;0;0;15;10;2;0
2020-05-17 02:00:00;0;10;0;0;0;0;7;5;0;0
2020-05-17 02:15:00;0;12;0;0;1;0;5;3;4;3
2020-05-17 02:30:00;0;4;0;0;0;0;13;7;0;0
2020-05-17 02:45:00;0;9;1;0;0;2;9;9;0;0
2020-05-17 03:00:00;0;5;0;0;1;1;5;6;0;0
2020-05-17 03:15:00;0;8;0;0;0;0;12;8;0;0
2020-05-17 03:30:00;0;8;0;1;0;0;5;2;0;0
2020-05-17 03:45:00;0;5;0;0;0;1;7;1;0;0
2020-05-17 04:00:00;0;6;0;0;0;3;8;4;1;1
2020-05-17 04:15:00;0;8;0;0;0;2;2;4;0;0
2020-05-17 04:30:00;0;4;0;0;0;0;4;2;0;0
2020-05-17 04:45:00;0;8;3;1;1;0;5;1;0;0
2020-05-17 05:00:00;0;4;1;0;0;8;8;2;0;0
2020-05-17 05:15:00;0;9;0;0;0;4;5;4;0;0
2020-05-17 05:30:00;0;9;0;1;2;0;6;14;0;0
2020-05-17 05:45:00;0;7;1;4;0;2;12;14;0;0
2020-05-17 06:00:00;0;3;2;0;4;1;7;7;0;0
2020-05-17 06:15:00;0;9;1;0;0;1;6;12;1;0
2020-05-17 06:30:00;0;11;0;0;0;1;9;7;0;0
2020-05-17 06:45:00;0;14;1;0;0;0;13;6;0;0
2020-05-17 07:00:00;0;12;0;0;2;0;9;2;1;1
2020-05-17 07:15:00;0;18;0;0;0;2;14;5;1;0
2020-05-17 07:30:00;0;8;1;0;1;1;9;7;0;0
2020-05-17 07:45:00;0;9;0;0;0;3;15;10;0;0
2020-05-17 08:00:00;0;10;0;1;0;3;15;6;0;0
2020-05-17 08:15:00;0;8;2;1;1;2;7;11;2;1
2020-05-17 08:30:00;0;15;0;2;0;3;16;13;0;0
2020-05-17 08:45:00;0;18;0;0;0;2;18;20;2;0
2020-05-17 09:00:00;0;15;1;0;0;6;16;13;4;1
2020-05-17 09:15:00;0;23;0;0;0;5;21;18;1;0
2020-05-17 09:30:00;0;25;0;2;2;5;28;16;1;0
2020-05-17 09:45:00;0;37;1;0;1;4;24;30;3;0
2020-05-17 10:00:00;0;40;0;1;0;0;25;23;3;2
2020-05-17 10:15:00;0;46;1;0;0;3;28;27;0;0
2020-05-17 10:30:00;0;49;1;0;0;7;33;39;5;3
2020-05-17 10:45:00;0;48;0;1;3;5;32;23;8;1
2020-05-17 11:00:00;0;50;0;0;0;3;44;42;3;2
2020-05-17 11:15:00;0;52;0;1;2;7;45;35;6;1
