DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2020-07-21 00:00:00;5;5;6;4;6;0;0;0;0;0;0;0
2020-07-21 00:15:00;3;8;6;9;7;0;0;0;0;0;0;0
2020-07-21 00:30:00;4;3;6;6;5;0;0;0;0;0;0;0
2020-07-21 00:45:00;4;3;5;2;5;0;0;0;0;0;0;0
2020-07-21 01:00:00;0;4;6;4;6;0;0;0;0;0;0;0
2020-07-21 01:15:00;0;5;2;2;4;0;0;0;0;0;0;0
2020-07-21 01:30:00;0;5;1;6;2;0;0;0;0;0;0;0
2020-07-21 01:45:00;2;2;7;4;4;0;0;0;0;0;0;0
2020-07-21 02:00:00;1;1;3;2;1;0;0;0;0;0;0;0
2020-07-21 02:15:00;2;5;2;4;1;0;0;0;0;0;0;0
2020-07-21 02:30:00;0;3;2;1;1;0;0;0;0;0;0;0
2020-07-21 02:45:00;2;4;7;5;2;0;0;0;0;0;0;0
2020-07-21 03:00:00;0;3;6;0;0;0;0;0;0;0;0;0
2020-07-21 03:15:00;1;2;0;3;0;0;0;0;0;0;0;0
2020-07-21 03:30:00;1;0;1;2;2;0;0;0;0;0;0;0
2020-07-21 03:45:00;1;2;2;1;0;0;0;0;0;0;0;0
2020-07-21 04:00:00;1;2;1;3;3;0;0;0;0;0;0;0
2020-07-21 04:15:00;1;6;6;2;2;0;0;0;0;0;0;0
2020-07-21 04:30:00;2;9;9;7;5;0;0;0;0;0;0;0
2020-07-21 04:45:00;2;4;7;8;8;0;0;0;0;0;0;0
2020-07-21 05:00:00;6;18;17;21;12;0;0;0;0;0;0;0
2020-07-21 05:15:00;14;31;25;35;20;0;0;0;0;0;0;0
2020-07-21 05:30:00;13;40;19;28;20;0;0;0;0;0;0;0
2020-07-21 05:45:00;13;37;38;47;46;0;0;0;0;0;0;0
2020-07-21 06:00:00;10;41;37;44;34;0;0;0;0;0;0;0
2020-07-21 06:15:00;13;37;53;70;58;0;0;0;0;0;0;0
2020-07-21 06:30:00;8;54;49;79;78;0;2;0;0;0;1;3
2020-07-21 06:45:00;15;58;40;111;114;1;1;0;0;0;2;0
2020-07-21 07:00:00;11;61;46;91;99;13;3;0;0;50;2;3
2020-07-21 07:15:00;19;68;44;114;143;7;7;0;0;31;3;23
2020-07-21 07:30:00;25;63;46;112;127;3;17;0;0;44;4;4
2020-07-21 07:45:00;32;80;56;87;122;0;3;0;0;0;9;12
2020-07-21 08:00:00;20;69;63;93;87;3;2;0;0;20;2;1
2020-07-21 08:15:00;17;64;46;58;62;2;8;0;0;10;14;9
2020-07-21 08:30:00;21;54;37;66;56;3;5;0;0;13;4;1
2020-07-21 08:45:00;22;59;36;63;45;0;1;0;0;13;6;5
2020-07-21 09:00:00;18;59;39;73;59;4;2;0;0;22;0;1
2020-07-21 09:15:00;10;58;40;58;45;2;0;0;0;1;6;1
2020-07-21 09:30:00;17;65;35;56;73;1;2;0;0;2;5;1
2020-07-21 09:45:00;14;61;53;57;80;0;5;0;0;7;0;0
2020-07-21 10:00:00;21;51;46;57;53;1;7;0;0;78;7;14
2020-07-21 10:15:00;10;66;48;63;55;7;3;0;0;43;10;7
2020-07-21 10:30:00;22;81;67;60;60;5;4;0;1;40;7;12
2020-07-21 10:45:00;14;69;54;61;61;3;5;0;3;19;15;11
2020-07-21 11:00:00;28;89;62;60;52;2;3;0;0;29;12;2
2020-07-21 11:15:00;19;56;54;58;54;8;1;0;0;16;4;0
2020-07-21 11:30:00;20;77;58;49;33;4;8;0;0;6;9;23
2020-07-21 11:45:00;26;65;65;59;53;0;4;0;0;4;10;86
2020-07-21 12:00:00;21;78;85;51;49;4;1;0;0;33;11;1
2020-07-21 12:15:00;22;74;62;46;43;1;13;0;1;7;5;0
2020-07-21 12:30:00;30;70;74;55;41;1;4;0;0;8;9;2
2020-07-21 12:45:00;15;84;81;58;54;8;1;0;0;28;13;6
2020-07-21 13:00:00;23;99;57;55;60;3;3;0;0;29;12;23
2020-07-21 13:15:00;24;56;62;53;45;5;1;0;0;1;8;43
2020-07-21 13:30:00;24;71;77;66;78;2;0;0;0;15;5;10
2020-07-21 13:45:00;17;69;63;77;66;3;2;0;0;12;8;2
2020-07-21 14:00:00;22;78;64;67;61;4;0;0;0;0;10;2
2020-07-21 14:15:00;17;89;75;38;56;1;5;0;0;24;9;4
2020-07-21 14:30:00;22;99;90;51;102;0;3;0;0;0;1;11
2020-07-21 14:45:00;32;89;79;64;68;3;3;0;0;19;7;18
2020-07-21 15:00:00;26;103;81;69;60;4;2;0;0;9;7;14
2020-07-21 15:15:00;22;92;74;59;56;0;5;0;0;13;6;0
