DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-08-25 00:00:00;3;3;0;4;4;2;0;0;0;0
2020-08-25 00:15:00;4;2;2;8;3;4;1;0;0;0
2020-08-25 00:30:00;2;1;0;5;4;1;4;0;0;0
2020-08-25 00:45:00;5;5;2;3;0;4;0;0;0;0
2020-08-25 01:00:00;2;1;1;1;4;2;2;0;0;0
2020-08-25 01:15:00;5;2;1;3;2;0;0;0;0;0
2020-08-25 01:30:00;3;1;0;1;1;0;0;0;0;0
2020-08-25 01:45:00;1;3;3;2;2;6;3;0;0;0
2020-08-25 02:00:00;1;4;1;0;1;3;3;0;0;0
2020-08-25 02:15:00;2;2;0;4;3;2;0;0;0;0
2020-08-25 02:30:00;1;2;1;3;3;1;1;0;0;0
2020-08-25 02:45:00;1;0;2;1;2;4;2;0;0;0
2020-08-25 03:00:00;2;3;0;5;0;5;1;0;0;0
2020-08-25 03:15:00;3;0;2;1;4;1;0;0;0;0
2020-08-25 03:30:00;3;2;0;0;1;4;1;0;0;0
2020-08-25 03:45:00;2;2;1;2;0;4;3;0;0;0
2020-08-25 04:00:00;4;4;2;0;3;3;2;0;0;0
2020-08-25 04:15:00;0;2;0;0;0;3;3;0;0;0
2020-08-25 04:30:00;1;4;2;5;1;2;2;0;0;0
2020-08-25 04:45:00;8;4;6;14;4;2;3;0;0;0
2020-08-25 05:00:00;10;14;30;15;3;7;1;0;0;0
2020-08-25 05:15:00;20;30;61;51;9;5;11;0;0;0
2020-08-25 05:30:00;34;34;52;54;4;7;16;0;0;0
2020-08-25 05:45:00;34;37;35;112;3;14;21;0;0;0
2020-08-25 06:00:00;33;22;29;109;4;8;14;0;0;0
2020-08-25 06:15:00;38;30;40;67;5;10;28;0;0;0
2020-08-25 06:30:00;36;45;49;77;9;8;20;1;0;0
2020-08-25 06:45:00;39;41;63;73;4;14;18;0;0;0
2020-08-25 07:00:00;37;33;61;80;9;7;23;0;0;0
2020-08-25 07:15:00;40;33;43;96;11;11;17;0;0;0
2020-08-25 07:30:00;38;48;62;94;8;11;18;0;1;0
2020-08-25 07:45:00;47;35;39;87;8;12;23;0;0;0
2020-08-25 08:00:00;35;33;36;143;5;8;59;1;0;0
2020-08-25 08:15:00;48;41;43;72;13;10;21;0;0;0
2020-08-25 08:30:00;43;33;37;50;6;11;22;0;0;0
2020-08-25 08:45:00;39;29;30;56;14;11;15;0;0;0
2020-08-25 09:00:00;36;31;20;39;9;12;18;0;0;0
2020-08-25 09:15:00;40;25;27;52;12;10;28;0;0;0
2020-08-25 09:30:00;36;28;21;37;4;14;25;0;0;0
2020-08-25 09:45:00;48;31;18;32;12;9;8;0;0;0
2020-08-25 10:00:00;51;36;23;54;5;11;7;0;0;0
2020-08-25 10:15:00;47;29;23;54;12;10;24;0;0;0
2020-08-25 10:30:00;50;29;33;38;10;9;15;0;0;0
2020-08-25 10:45:00;39;33;19;51;7;8;12;0;0;0
2020-08-25 11:00:00;47;26;19;50;11;13;23;0;0;0
2020-08-25 11:15:00;31;29;19;52;13;16;15;0;0;0
2020-08-25 11:30:00;41;30;25;56;18;10;14;0;0;0
2020-08-25 11:45:00;36;28;24;44;14;10;6;0;1;0
2020-08-25 12:00:00;38;36;26;58;11;14;22;0;0;0
2020-08-25 12:15:00;25;30;20;75;9;9;11;0;1;0
2020-08-25 12:30:00;38;30;18;59;9;23;49;0;0;0
2020-08-25 12:45:00;36;24;26;63;12;10;16;0;0;0
2020-08-25 13:00:00;43;38;35;62;7;8;16;0;0;0
2020-08-25 13:15:00;39;21;22;50;12;15;17;1;0;0
