DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-07-13 00:00:00;8;3;0;2;4;0;0;0;0;0
2020-07-13 00:15:00;5;2;0;6;3;0;0;0;0;0
2020-07-13 00:30:00;10;4;0;2;0;1;0;0;0;0
2020-07-13 00:45:00;5;2;0;7;6;1;0;0;0;0
2020-07-13 01:00:00;4;1;0;4;2;0;0;0;0;0
2020-07-13 01:15:00;9;1;0;3;0;0;0;0;0;0
2020-07-13 01:30:00;5;5;1;4;1;1;0;0;0;0
2020-07-13 01:45:00;7;8;0;4;2;0;0;0;0;0
2020-07-13 02:00:00;4;0;0;2;2;0;0;0;0;0
2020-07-13 02:15:00;9;2;0;3;6;0;0;0;0;0
2020-07-13 02:30:00;10;5;0;4;1;0;0;0;0;0
2020-07-13 02:45:00;4;3;0;5;8;1;0;0;0;0
2020-07-13 03:00:00;7;5;0;9;5;0;0;0;0;0
2020-07-13 03:15:00;2;1;0;4;3;0;0;0;0;0
2020-07-13 03:30:00;3;3;0;4;6;0;0;0;0;0
2020-07-13 03:45:00;2;2;0;8;3;0;0;0;0;0
2020-07-13 04:00:00;5;1;0;14;8;0;0;0;0;0
2020-07-13 04:15:00;12;9;0;6;4;1;0;0;0;0
2020-07-13 04:30:00;7;2;0;6;1;0;0;0;0;0
2020-07-13 04:45:00;18;6;0;23;8;0;0;0;0;0
2020-07-13 05:00:00;12;5;4;30;13;0;0;0;0;0
2020-07-13 05:15:00;42;25;1;50;17;0;0;0;0;0
2020-07-13 05:30:00;48;26;2;50;16;0;0;0;0;0
2020-07-13 05:45:00;57;26;0;60;28;1;0;0;0;0
2020-07-13 06:00:00;51;18;0;45;16;2;0;0;0;0
2020-07-13 06:15:00;70;41;1;82;23;0;0;0;0;0
2020-07-13 06:30:00;93;54;0;88;42;2;0;0;0;0
2020-07-13 06:45:00;119;68;2;95;50;258;0;0;0;0
2020-07-13 07:00:00;99;47;0;91;70;8;0;0;0;0
2020-07-13 07:15:00;102;48;2;103;69;9;0;0;0;0
2020-07-13 07:30:00;97;68;0;121;72;10;1;0;0;0
2020-07-13 07:45:00;117;90;0;122;69;260;0;0;0;0
2020-07-13 08:00:00;83;60;5;104;62;10;0;0;0;0
2020-07-13 08:15:00;112;82;0;100;61;7;2;0;0;0
2020-07-13 08:30:00;102;81;0;88;64;5;0;0;0;0
2020-07-13 08:45:00;89;51;1;77;60;5;0;0;0;0
2020-07-13 09:00:00;83;68;1;87;55;4;0;0;0;0
2020-07-13 09:15:00;87;61;0;107;68;10;1;0;0;0
2020-07-13 09:30:00;101;68;2;93;57;13;6;0;0;0
2020-07-13 09:45:00;117;72;2;93;70;6;0;0;0;0
2020-07-13 10:00:00;122;91;4;96;73;7;0;0;0;0
2020-07-13 10:15:00;145;115;6;109;78;9;0;0;0;0
2020-07-13 10:30:00;134;98;2;96;55;10;2;0;0;0
2020-07-13 10:45:00;129;103;3;93;62;10;2;0;0;0
2020-07-13 11:00:00;117;89;5;108;51;9;1;0;0;0
2020-07-13 11:15:00;120;100;6;111;55;6;5;0;0;0
2020-07-13 11:30:00;116;79;4;104;65;10;1;0;0;0
2020-07-13 11:45:00;111;82;257;122;59;262;0;0;0;0
2020-07-13 12:00:00;106;88;10;113;64;10;3;0;0;0
2020-07-13 12:15:00;100;71;8;91;81;514;1;0;0;0
2020-07-13 12:30:00;95;86;5;124;56;9;0;0;0;0
2020-07-13 12:45:00;97;74;10;84;58;4;16;0;0;0
2020-07-13 13:00:00;66;112;4;100;68;3;3;0;0;0
2020-07-13 13:15:00;73;95;7;102;62;12;2;0;0;0
2020-07-13 13:30:00;79;79;6;95;59;5;1;0;0;0
2020-07-13 13:45:00;103;104;5;106;53;14;2;0;0;0
2020-07-13 14:00:00;101;66;5;111;61;8;0;0;0;0
2020-07-13 14:15:00;110;91;9;98;63;9;0;0;0;0
2020-07-13 14:30:00;91;69;6;88;56;6;7;0;0;0
2020-07-13 14:45:00;119;84;8;105;65;11;4;0;0;0
