DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DC1);7(DD1);8(DD2);9(DD3);10(tafga);11(tafgc);12(tafba);13(tafbb);14(tafbc);15(tafbd)
2020-11-17 00:00:00;1;2;0;1;1;0;0;1;1;0;0;0;0;0;0
2020-11-17 00:15:00;1;2;0;2;2;1;0;0;0;0;0;0;0;0;0
2020-11-17 00:30:00;3;1;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-11-17 00:45:00;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-11-17 01:00:00;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-11-17 01:15:00;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-17 01:30:00;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0
2020-11-17 01:45:00;2;1;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-11-17 02:00:00;1;2;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-17 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 02:30:00;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-11-17 02:45:00;2;0;0;0;0;1;0;2;1;0;0;0;0;0;0
2020-11-17 03:00:00;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-17 03:15:00;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-11-17 03:30:00;3;3;0;3;3;2;0;1;0;0;0;0;0;0;0
2020-11-17 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 04:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 04:15:00;1;2;0;1;2;0;0;0;0;0;0;0;0;0;0
2020-11-17 04:30:00;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-11-17 04:45:00;4;4;0;2;3;5;0;3;4;0;0;0;0;0;0
2020-11-17 05:00:00;5;6;0;6;6;15;0;1;1;0;0;0;0;0;0
2020-11-17 05:15:00;23;10;0;7;6;17;0;1;1;0;0;0;0;0;0
2020-11-17 05:30:00;33;14;1;11;11;23;0;4;4;0;0;0;0;0;0
2020-11-17 05:45:00;41;20;0;17;18;18;0;2;2;0;0;0;0;0;0
2020-11-17 06:00:00;36;24;0;24;24;22;0;4;4;0;0;0;0;0;0
2020-11-17 06:15:00;37;19;0;18;18;32;0;3;4;0;0;0;0;0;0
2020-11-17 06:30:00;39;37;0;32;34;40;0;4;5;0;0;0;0;0;0
2020-11-17 06:45:00;40;31;0;26;25;23;0;9;11;0;0;0;0;0;0
2020-11-17 07:00:00;49;52;0;49;44;39;0;16;10;0;0;0;0;0;0
2020-11-17 07:15:00;29;46;1;42;43;47;0;14;22;2;0;2;0;1;0
2020-11-17 07:30:00;41;45;4;43;34;40;0;14;13;3;0;3;0;0;0
2020-11-17 07:45:00;44;68;3;64;55;21;0;14;35;0;1;0;0;1;0
2020-11-17 08:00:00;42;40;0;35;36;38;0;7;7;0;0;0;0;0;0
2020-11-17 08:15:00;33;37;1;34;31;24;0;5;5;3;0;0;0;0;0
