DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-03-06 00:00:00;10;4;12;6;4;2;2
2020-03-06 00:15:00;11;6;13;2;6;6;3
2020-03-06 00:30:00;15;5;9;3;1;2;1
2020-03-06 00:45:00;15;3;11;2;0;3;8
2020-03-06 01:00:00;3;4;13;4;7;3;1
2020-03-06 01:15:00;9;4;10;2;3;0;4
2020-03-06 01:30:00;11;1;7;3;4;3;3
2020-03-06 01:45:00;7;2;7;3;5;5;1
2020-03-06 02:00:00;7;4;10;4;2;5;1
2020-03-06 02:15:00;7;0;11;0;1;2;1
2020-03-06 02:30:00;6;1;5;1;2;3;1
2020-03-06 02:45:00;6;1;8;3;1;6;4
2020-03-06 03:00:00;10;1;6;3;5;9;6
2020-03-06 03:15:00;10;2;6;0;3;9;2
2020-03-06 03:30:00;6;2;6;2;1;3;2
2020-03-06 03:45:00;6;5;8;1;7;5;6
2020-03-06 04:00:00;8;5;10;3;2;6;2
2020-03-06 04:15:00;10;8;12;5;3;3;2
2020-03-06 04:30:00;8;10;27;4;2;1;2
2020-03-06 04:45:00;18;15;45;9;1;1;0
2020-03-06 05:00:00;24;14;72;19;0;3;0
2020-03-06 05:15:00;43;20;99;37;0;0;0
2020-03-06 05:30:00;50;28;103;61;2;3;1
2020-03-06 05:45:00;63;54;136;68;1;0;0
2020-03-06 06:00:00;78;48;128;67;2;1;0
2020-03-06 06:15:00;86;47;166;85;4;0;1
2020-03-06 06:30:00;103;69;186;92;11;0;0
2020-03-06 06:45:00;146;71;178;118;4;2;2
2020-03-06 07:00:00;160;88;199;118;10;0;2
2020-03-06 07:15:00;222;104;203;121;16;2;0
2020-03-06 07:30:00;216;142;192;111;21;2;2
2020-03-06 07:45:00;161;120;207;115;20;2;0
2020-03-06 08:00:00;131;91;175;94;13;2;0
2020-03-06 08:15:00;126;95;152;99;9;1;1
2020-03-06 08:30:00;127;103;161;113;14;1;1
2020-03-06 08:45:00;142;98;175;92;10;2;3
2020-03-06 09:00:00;123;89;136;63;11;1;2
2020-03-06 09:15:00;134;102;144;80;10;1;0
2020-03-06 09:30:00;102;107;151;88;10;0;3
2020-03-06 09:45:00;111;97;163;86;5;1;3
2020-03-06 10:00:00;117;94;155;82;11;0;2
2020-03-06 10:15:00;133;89;151;88;5;1;3
2020-03-06 10:30:00;136;112;172;93;5;1;1
2020-03-06 10:45:00;143;120;177;92;9;3;0
2020-03-06 11:00:00;128;126;138;86;6;4;2
2020-03-06 11:15:00;99;77;141;72;7;3;0
2020-03-06 11:30:00;135;94;180;100;10;3;3
2020-03-06 11:45:00;148;96;160;87;11;1;1
2020-03-06 12:00:00;160;128;172;91;10;7;5
2020-03-06 12:15:00;187;137;186;93;10;6;6
2020-03-06 12:30:00;207;152;186;110;13;2;3
2020-03-06 12:45:00;164;156;177;102;10;6;4
2020-03-06 13:00:00;212;127;202;125;10;7;7
2020-03-06 13:15:00;196;138;210;108;11;6;4
2020-03-06 13:30:00;188;141;195;114;8;6;4
2020-03-06 13:45:00;203;152;202;114;8;2;3
2020-03-06 14:00:00;180;142;194;116;11;8;4
2020-03-06 14:15:00;186;142;197;95;6;2;3
2020-03-06 14:30:00;203;155;166;103;9;1;8
2020-03-06 14:45:00;201;175;188;72;9;6;2
2020-03-06 15:00:00;209;157;191;99;18;4;5
2020-03-06 15:15:00;200;152;200;91;15;5;4
2020-03-06 15:30:00;201;158;180;94;15;3;7
2020-03-06 15:45:00;211;165;202;105;13;1;2
2020-03-06 16:00:00;197;161;206;108;17;6;6
2020-03-06 16:15:00;187;128;175;111;9;7;6
2020-03-06 16:30:00;180;141;166;106;9;3;1
2020-03-06 16:45:00;214;158;168;113;11;3;4
2020-03-06 17:00:00;184;137;227;129;9;3;3
2020-03-06 17:15:00;197;161;186;97;13;2;3
2020-03-06 17:30:00;166;141;197;104;10;3;4
2020-03-06 17:45:00;189;143;176;81;9;5;1
2020-03-06 18:00:00;180;147;158;102;11;3;2
2020-03-06 18:15:00;172;126;185;101;5;2;5
2020-03-06 18:30:00;154;127;170;88;6;4;4
2020-03-06 18:45:00;172;125;164;78;1;4;2
2020-03-06 19:00:00;114;89;144;58;4;6;0
2020-03-06 19:15:00;125;74;127;61;8;4;6
2020-03-06 19:30:00;93;49;105;65;3;3;3
2020-03-06 19:45:00;105;71;113;53;0;3;2
2020-03-06 20:00:00;89;63;88;30;4;0;3
2020-03-06 20:15:00;86;65;109;57;6;2;0
2020-03-06 20:30:00;73;48;91;31;4;1;1
2020-03-06 20:45:00;82;56;119;55;4;2;1
2020-03-06 21:00:00;69;50;101;50;0;1;4
2020-03-06 21:15:00;77;47;93;44;1;2;2
2020-03-06 21:30:00;61;47;73;33;6;0;2
2020-03-06 21:45:00;87;56;71;21;9;1;2
2020-03-06 22:00:00;76;65;79;27;5;2;1
2020-03-06 22:15:00;61;46;84;34;6;1;2
2020-03-06 22:30:00;62;41;67;33;3;3;1
2020-03-06 22:45:00;53;51;67;34;2;1;1
2020-03-06 23:00:00;48;34;64;15;3;3;4
2020-03-06 23:15:00;39;27;56;14;4;1;3
2020-03-06 23:30:00;27;21;32;10;4;3;0
2020-03-06 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
