DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2019-10-06 00:00:00;13;10;5;7;0;6;9;0;0;0;0
2019-10-06 00:15:00;24;14;2;7;0;20;4;0;0;0;0
2019-10-06 00:30:00;18;10;7;4;0;8;6;0;0;0;0
2019-10-06 00:45:00;13;6;3;2;0;14;2;0;0;0;0
2019-10-06 01:00:00;22;12;3;5;0;12;3;0;0;0;0
2019-10-06 01:15:00;18;18;3;1;0;11;2;0;0;0;0
2019-10-06 01:30:00;18;8;1;2;0;9;1;0;0;0;0
2019-10-06 01:45:00;9;9;3;2;0;13;2;0;0;0;0
2019-10-06 02:00:00;15;6;0;2;0;6;2;0;0;0;0
2019-10-06 02:15:00;5;4;2;3;0;7;2;0;0;0;0
2019-10-06 02:30:00;6;4;0;1;0;7;3;0;0;0;0
2019-10-06 02:45:00;6;4;0;3;0;6;2;0;0;0;0
2019-10-06 03:00:00;8;2;2;1;0;12;3;0;0;0;0
2019-10-06 03:15:00;8;8;1;4;0;6;3;0;0;0;0
2019-10-06 03:30:00;6;3;0;4;0;5;0;0;0;0;0
2019-10-06 03:45:00;2;2;3;0;0;2;0;0;0;0;0
2019-10-06 04:00:00;7;6;0;1;0;3;2;0;0;0;0
2019-10-06 04:15:00;3;2;2;0;0;7;0;0;0;0;0
2019-10-06 04:30:00;5;2;0;0;0;6;2;0;0;0;0
2019-10-06 04:45:00;10;1;1;1;0;3;1;0;0;0;0
2019-10-06 05:00:00;5;2;2;4;0;9;1;0;0;0;0
2019-10-06 05:15:00;10;6;1;0;0;6;3;0;0;0;0
2019-10-06 05:30:00;10;4;3;6;0;12;3;0;0;0;0
2019-10-06 05:45:00;9;11;4;4;0;7;5;0;0;0;0
2019-10-06 06:00:00;14;11;2;3;0;5;3;0;0;0;0
2019-10-06 06:15:00;11;11;1;4;0;5;4;0;0;0;0
2019-10-06 06:30:00;7;4;0;2;0;7;2;0;0;0;0
2019-10-06 06:45:00;16;7;2;4;0;4;1;0;0;0;0
2019-10-06 07:00:00;13;7;2;3;0;4;2;0;0;0;0
2019-10-06 07:15:00;8;12;1;2;0;6;1;0;0;0;0
2019-10-06 07:30:00;22;8;4;8;0;3;2;0;0;0;0
2019-10-06 07:45:00;20;12;5;10;0;8;7;0;0;0;0
2019-10-06 08:00:00;19;13;4;3;0;5;4;0;0;0;0
2019-10-06 08:15:00;23;9;4;12;0;11;3;0;0;0;0
2019-10-06 08:30:00;19;9;3;11;0;14;6;0;0;0;0
2019-10-06 08:45:00;29;20;8;9;0;18;8;0;0;0;0
2019-10-06 09:00:00;27;24;3;19;0;18;7;0;0;0;0
2019-10-06 09:15:00;31;27;6;23;0;34;10;4;0;0;0
2019-10-06 09:30:00;35;27;6;20;0;28;9;0;0;0;0
2019-10-06 09:45:00;46;34;4;29;0;35;11;0;0;0;0
2019-10-06 10:00:00;45;37;5;14;0;35;12;0;0;0;0
2019-10-06 10:15:00;53;39;13;27;0;31;10;0;0;0;0
2019-10-06 10:30:00;39;32;11;24;0;45;16;0;0;0;0
2019-10-06 10:45:00;55;47;12;26;0;44;16;0;0;0;0
2019-10-06 11:00:00;66;38;17;21;0;46;22;0;9;0;0
2019-10-06 11:15:00;48;43;14;22;0;28;16;0;0;0;0
2019-10-06 11:30:00;67;56;19;31;0;40;22;0;0;0;6
2019-10-06 11:45:00;54;45;11;35;0;43;19;0;0;0;0
2019-10-06 12:00:00;64;54;21;22;0;45;14;0;0;0;0
2019-10-06 12:15:00;59;46;17;28;0;36;15;0;0;0;0
