DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2019-10-22 00:00:00;2;3;0;0;2;3;0;0
2019-10-22 00:15:00;2;2;0;0;5;3;0;0
2019-10-22 00:30:00;3;1;0;0;2;3;0;0
2019-10-22 00:45:00;3;1;0;0;4;7;0;0
2019-10-22 01:00:00;5;5;0;0;1;1;0;0
2019-10-22 01:15:00;3;0;0;0;4;5;0;0
2019-10-22 01:30:00;0;1;0;0;4;1;0;0
2019-10-22 01:45:00;3;1;0;0;3;5;0;0
2019-10-22 02:00:00;2;4;0;0;3;1;0;0
2019-10-22 02:15:00;0;4;0;0;2;1;0;0
2019-10-22 02:30:00;3;1;0;0;2;3;0;0
2019-10-22 02:45:00;1;1;1;0;1;1;0;0
2019-10-22 03:00:00;4;4;1;0;8;3;0;0
2019-10-22 03:15:00;3;0;0;0;5;3;0;0
2019-10-22 03:30:00;3;1;0;0;2;4;0;0
2019-10-22 03:45:00;4;1;0;0;1;4;0;0
2019-10-22 04:00:00;2;2;0;0;3;3;0;0
2019-10-22 04:15:00;1;1;0;0;5;8;0;0
2019-10-22 04:30:00;7;6;0;0;8;4;0;0
2019-10-22 04:45:00;5;6;0;0;18;27;0;0
2019-10-22 05:00:00;11;10;2;0;32;61;10;0
2019-10-22 05:15:00;8;33;5;0;94;140;21;2
2019-10-22 05:30:00;33;38;7;0;106;123;26;6
2019-10-22 05:45:00;88;121;9;0;70;96;15;5
2019-10-22 06:00:00;88;119;5;0;61;50;6;18
2019-10-22 06:15:00;39;83;2;0;87;48;15;13
2019-10-22 06:30:00;28;69;0;0;90;57;15;4
2019-10-22 06:45:00;36;69;1;0;94;75;16;2
2019-10-22 07:00:00;40;75;8;0;92;99;12;0
2019-10-22 07:15:00;42;91;8;0;77;85;22;0
2019-10-22 07:30:00;50;70;7;0;89;79;23;0
2019-10-22 07:45:00;46;79;6;0;88;86;16;0
2019-10-22 08:00:00;47;63;7;0;63;73;14;3
2019-10-22 08:15:00;67;100;11;0;77;62;17;0
2019-10-22 08:30:00;35;77;7;0;56;56;10;1
2019-10-22 08:45:00;35;54;12;0;42;66;7;1
2019-10-22 09:00:00;36;47;14;0;49;40;8;6
2019-10-22 09:15:00;24;49;14;0;47;41;7;1
2019-10-22 09:30:00;31;49;22;0;54;44;2;11
2019-10-22 09:45:00;39;47;13;0;44;47;6;0
2019-10-22 10:00:00;33;37;17;0;41;41;6;2
2019-10-22 10:15:00;28;49;10;0;49;26;10;10
2019-10-22 10:30:00;22;41;13;0;38;30;10;3
2019-10-22 10:45:00;32;37;9;0;39;45;1;3
2019-10-22 11:00:00;36;49;15;0;33;34;10;6
2019-10-22 11:15:00;35;43;14;0;23;39;2;9
2019-10-22 11:30:00;34;45;11;0;55;43;6;7
2019-10-22 11:45:00;34;34;11;0;41;36;5;4
2019-10-22 12:00:00;35;53;12;0;42;30;7;13
2019-10-22 12:15:00;28;36;11;0;37;46;2;8
2019-10-22 12:30:00;37;55;7;0;39;31;0;7
2019-10-22 12:45:00;29;41;16;0;36;92;7;10
2019-10-22 13:00:00;33;55;13;0;68;53;15;12
2019-10-22 13:15:00;42;48;9;0;101;101;10;18
2019-10-22 13:30:00;38;62;11;0;109;93;9;3
2019-10-22 13:45:00;51;57;13;0;92;115;13;4
2019-10-22 14:00:00;57;151;12;0;55;65;13;21
2019-10-22 14:15:00;121;162;10;0;57;56;10;23
2019-10-22 14:30:00;106;109;10;0;69;53;0;26
2019-10-22 14:45:00;72;80;11;0;69;36;2;19
2019-10-22 15:00:00;81;84;9;0;69;49;1;21
2019-10-22 15:15:00;70;92;15;0;93;69;7;12
2019-10-22 15:30:00;67;79;15;0;69;40;0;21
2019-10-22 15:45:00;65;79;13;0;76;45;1;19
2019-10-22 16:00:00;66;78;11;0;61;52;1;13
2019-10-22 16:15:00;50;73;16;0;77;64;0;13
2019-10-22 16:30:00;60;74;6;0;70;50;1;12
2019-10-22 16:45:00;66;79;13;0;75;52;0;9
2019-10-22 17:00:00;66;68;12;0;77;38;1;11
2019-10-22 17:15:00;63;74;7;0;63;41;0;13
2019-10-22 17:30:00;54;59;11;0;55;33;0;11
2019-10-22 17:45:00;57;68;12;0;62;37;0;8
2019-10-22 18:00:00;35;55;9;0;46;37;0;7
2019-10-22 18:15:00;50;44;14;0;54;40;0;4
2019-10-22 18:30:00;35;49;6;0;42;16;1;3
2019-10-22 18:45:00;31;44;7;0;42;31;2;7
2019-10-22 19:00:00;28;33;3;0;30;15;0;7
2019-10-22 19:15:00;30;30;5;0;26;23;0;2
2019-10-22 19:30:00;18;28;5;0;23;16;0;2
2019-10-22 19:45:00;18;25;3;0;18;15;0;7
2019-10-22 20:00:00;12;17;1;0;14;8;0;0
2019-10-22 20:15:00;12;12;1;0;20;13;0;0
2019-10-22 20:30:00;13;15;1;0;19;17;1;3
2019-10-22 20:45:00;10;14;1;0;30;38;16;3
2019-10-22 21:00:00;12;28;8;0;41;73;29;2
2019-10-22 21:15:00;14;19;2;0;77;97;25;0
2019-10-22 21:30:00;20;32;5;0;53;66;16;12
2019-10-22 21:45:00;46;103;8;0;42;26;1;65
2019-10-22 22:00:00;85;143;6;0;41;34;0;12
2019-10-22 22:15:00;28;33;2;0;16;16;1;7
2019-10-22 22:30:00;11;12;3;0;11;8;0;1
2019-10-22 22:45:00;3;5;1;0;10;1;0;0
2019-10-22 23:00:00;8;6;0;0;13;5;0;0
2019-10-22 23:15:00;2;6;0;0;4;4;0;0
2019-10-22 23:30:00;6;4;0;0;9;3;0;0
2019-10-22 23:45:00;3;1;0;0;5;4;0;0
