DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-11-15 00:00:00;14;11;0;0;7;4;1;0;5;0;0
2020-11-15 00:15:00;11;13;0;0;11;7;0;0;10;0;0
2020-11-15 00:30:00;10;10;1;0;11;7;1;0;9;0;0
2020-11-15 00:45:00;3;6;0;0;10;10;0;0;10;0;0
2020-11-15 01:00:00;13;8;0;0;5;5;2;0;6;0;0
2020-11-15 01:15:00;6;6;0;0;9;5;0;0;8;0;0
2020-11-15 01:30:00;5;7;0;0;15;3;0;0;4;0;0
2020-11-15 01:45:00;5;6;0;0;2;4;0;0;7;0;0
2020-11-15 02:00:00;4;4;0;0;7;7;0;0;7;0;0
2020-11-15 02:15:00;3;2;0;0;6;4;0;0;3;0;0
2020-11-15 02:30:00;3;4;0;0;5;3;0;0;2;0;0
2020-11-15 02:45:00;1;3;0;0;2;1;0;0;1;0;0
2020-11-15 03:00:00;4;6;0;0;3;3;0;0;5;0;0
2020-11-15 03:15:00;5;2;0;0;3;1;0;0;3;0;0
2020-11-15 03:30:00;1;0;0;0;2;1;0;0;1;0;0
2020-11-15 03:45:00;0;0;0;0;1;2;0;0;1;0;0
2020-11-15 04:00:00;1;2;0;0;1;2;0;0;3;0;0
2020-11-15 04:15:00;1;2;0;0;2;1;0;0;3;0;0
2020-11-15 04:30:00;0;0;0;0;1;0;0;0;1;0;0
2020-11-15 04:45:00;0;2;0;0;1;2;0;0;0;0;0
2020-11-15 05:00:00;0;2;0;0;3;1;0;0;1;0;0
2020-11-15 05:15:00;3;3;1;0;3;1;0;0;0;0;0
2020-11-15 05:30:00;2;5;1;0;11;4;0;0;5;0;0
2020-11-15 05:45:00;4;6;0;0;4;7;1;0;8;0;0
2020-11-15 06:00:00;6;8;0;0;5;5;0;0;5;0;0
2020-11-15 06:15:00;6;10;0;0;2;2;0;0;2;0;0
2020-11-15 06:30:00;5;4;1;0;5;4;0;0;7;0;0
2020-11-15 06:45:00;9;6;0;0;7;1;0;0;2;0;0
2020-11-15 07:00:00;7;10;1;0;11;2;0;0;3;0;0
2020-11-15 07:15:00;10;10;0;0;10;7;0;0;6;0;0
2020-11-15 07:30:00;19;18;1;0;8;2;1;0;0;0;0
2020-11-15 07:45:00;11;9;0;0;14;8;1;0;11;0;0
2020-11-15 08:00:00;16;19;1;0;9;6;0;0;5;0;0
2020-11-15 08:15:00;20;17;2;0;12;8;0;0;9;0;0
2020-11-15 08:30:00;32;28;1;0;18;9;0;0;11;0;0
2020-11-15 08:45:00;34;19;2;0;15;20;1;0;23;0;0
2020-11-15 09:00:00;32;30;0;0;15;15;4;0;15;0;0
2020-11-15 09:15:00;40;38;2;0;32;18;0;0;18;1;5
2020-11-15 09:30:00;35;33;2;0;27;20;0;0;18;0;3
2020-11-15 09:45:00;37;45;4;0;41;31;1;0;30;1;0
2020-11-15 10:00:00;45;47;4;0;44;21;1;0;20;4;0
2020-11-15 10:15:00;43;42;3;0;32;20;1;0;16;3;1
2020-11-15 10:30:00;42;44;2;0;38;31;2;0;32;2;0
2020-11-15 10:45:00;40;37;2;0;45;40;4;0;40;2;2
2020-11-15 11:00:00;44;48;3;0;31;27;0;0;21;2;1
2020-11-15 11:15:00;43;47;3;0;40;28;1;0;22;3;1
2020-11-15 11:30:00;34;50;4;0;38;34;1;0;32;2;2
2020-11-15 11:45:00;41;49;3;0;58;41;2;0;39;1;0
2020-11-15 12:00:00;33;41;1;0;42;28;2;0;32;1;10
2020-11-15 12:15:00;53;64;1;0;42;29;2;0;32;0;3
2020-11-15 12:30:00;41;54;1;0;29;32;2;0;32;1;0
2020-11-15 12:45:00;52;48;2;0;52;44;1;0;45;3;2
2020-11-15 13:00:00;38;39;2;0;56;39;2;0;35;2;0
2020-11-15 13:15:00;67;50;1;0;48;42;3;0;45;3;12
2020-11-15 13:30:00;52;56;1;0;62;48;2;0;54;2;4
2020-11-15 13:45:00;55;61;2;0;61;58;0;0;53;0;2
2020-11-15 14:00:00;43;54;4;0;55;42;3;0;46;1;3
2020-11-15 14:15:00;62;57;3;0;53;59;4;0;58;4;11
2020-11-15 14:30:00;59;74;3;0;60;61;1;0;61;3;0
2020-11-15 14:45:00;58;63;1;0;64;56;3;0;55;4;13
2020-11-15 15:00:00;51;71;4;0;60;51;2;0;47;2;19
2020-11-15 15:15:00;54;62;8;0;58;59;3;0;58;1;2
2020-11-15 15:30:00;56;61;1;0;68;56;4;0;58;5;19
2020-11-15 15:45:00;64;74;5;0;68;69;2;0;67;0;5
2020-11-15 16:00:00;61;75;5;0;72;59;2;0;56;2;7
2020-11-15 16:15:00;65;71;6;0;73;67;4;0;64;1;5
2020-11-15 16:30:00;59;59;8;0;62;62;2;0;59;2;3
2020-11-15 16:45:00;43;50;2;0;78;68;3;0;77;0;2
2020-11-15 17:00:00;52;62;4;0;68;78;4;0;74;2;6
2020-11-15 17:15:00;53;56;2;0;73;57;3;0;60;1;0
2020-11-15 17:30:00;39;48;3;0;85;64;4;0;70;0;0
2020-11-15 17:45:00;36;48;2;0;65;69;2;0;63;0;4
2020-11-15 18:00:00;43;49;2;0;82;53;2;0;57;0;0
2020-11-15 18:15:00;30;35;3;0;60;42;0;0;44;0;0
2020-11-15 18:30:00;51;47;2;0;58;42;0;0;43;0;0
2020-11-15 18:45:00;31;29;4;0;53;51;2;0;53;0;0
2020-11-15 19:00:00;51;42;6;0;64;42;2;0;44;0;0
2020-11-15 19:15:00;42;32;2;0;49;41;2;0;40;0;0
2020-11-15 19:30:00;31;32;1;0;56;51;1;0;55;0;0
2020-11-15 19:45:00;31;26;0;0;40;30;4;0;36;0;0
2020-11-15 20:00:00;27;32;1;0;38;29;2;0;29;2;0
2020-11-15 20:15:00;20;26;2;0;31;32;3;0;32;0;0
2020-11-15 20:30:00;24;23;3;0;44;27;1;0;32;0;0
2020-11-15 20:45:00;15;23;1;0;31;25;2;0;30;0;0
2020-11-15 21:00:00;27;27;6;0;47;22;0;0;16;0;1
2020-11-15 21:15:00;15;21;2;0;35;20;1;0;4;0;0
2020-11-15 21:30:00;20;18;2;0;46;17;0;0;3;0;0
2020-11-15 21:45:00;18;17;2;0;44;17;0;0;23;0;0
2020-11-15 22:00:00;13;14;6;0;25;18;1;0;17;0;0
2020-11-15 22:15:00;7;11;2;0;23;12;0;0;11;0;0
2020-11-15 22:30:00;6;4;0;0;19;10;0;0;13;0;0
2020-11-15 22:45:00;11;10;3;0;22;11;1;0;11;0;0
2020-11-15 23:00:00;3;10;1;0;20;5;0;0;10;0;0
2020-11-15 23:15:00;5;6;3;0;12;10;0;0;13;0;0
2020-11-15 23:30:00;5;4;0;0;16;9;1;0;8;0;0
2020-11-15 23:45:00;4;3;0;0;12;8;0;0;11;0;0
