DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2020-02-22 00:00:00;26;0;12;0;0;0;0;0;0;0;0;0
2020-02-22 00:15:00;25;0;21;0;0;0;0;0;0;0;0;0
2020-02-22 00:30:00;14;0;12;0;0;0;0;0;0;0;0;0
2020-02-22 00:45:00;17;0;10;0;0;0;0;0;0;0;0;0
2020-02-22 01:00:00;17;0;14;0;0;0;0;0;0;0;0;0
2020-02-22 01:15:00;12;0;7;0;0;0;0;0;0;0;0;0
2020-02-22 01:30:00;13;0;10;0;0;0;0;0;0;0;0;0
2020-02-22 01:45:00;4;0;6;0;0;0;0;0;0;0;0;0
2020-02-22 02:00:00;5;0;8;0;0;0;0;0;0;0;0;0
2020-02-22 02:15:00;10;0;8;0;0;0;0;0;0;0;0;0
2020-02-22 02:30:00;10;0;6;0;0;0;0;0;0;0;0;0
2020-02-22 02:45:00;6;0;7;0;0;0;0;0;0;0;0;0
2020-02-22 03:00:00;5;0;6;0;0;0;0;0;0;0;0;0
2020-02-22 03:15:00;7;0;7;0;0;0;0;0;0;0;0;0
2020-02-22 03:30:00;8;0;6;0;0;0;0;0;0;0;0;0
2020-02-22 03:45:00;5;0;7;0;0;0;0;0;0;0;0;0
2020-02-22 04:00:00;6;0;10;0;0;0;0;0;0;0;0;0
2020-02-22 04:15:00;3;0;3;0;0;0;0;0;0;0;0;0
2020-02-22 04:30:00;3;0;6;0;0;0;0;0;0;0;0;0
2020-02-22 04:45:00;5;0;11;0;0;0;0;0;0;0;0;0
2020-02-22 05:00:00;11;0;9;0;0;0;0;0;0;0;0;0
2020-02-22 05:15:00;9;0;26;0;0;0;0;0;0;0;0;0
2020-02-22 05:30:00;19;0;40;0;0;0;0;0;0;0;0;0
2020-02-22 05:45:00;31;0;15;0;0;0;0;0;0;0;0;0
2020-02-22 06:00:00;38;0;19;0;0;0;0;0;0;0;0;0
2020-02-22 06:15:00;18;0;20;0;0;0;0;0;0;0;0;0
2020-02-22 06:30:00;20;0;24;0;0;0;0;0;0;0;0;0
2020-02-22 06:45:00;19;0;30;0;0;0;0;0;0;0;0;0
2020-02-22 07:00:00;33;0;38;0;0;0;0;0;0;0;0;0
2020-02-22 07:15:00;29;0;46;0;0;0;0;0;0;0;0;0
2020-02-22 07:30:00;30;0;53;0;0;0;0;0;0;0;0;0
2020-02-22 07:45:00;31;0;69;0;0;0;0;0;0;0;0;0
2020-02-22 08:00:00;51;0;68;0;1;0;0;0;0;0;0;0
2020-02-22 08:15:00;31;0;88;0;1;1;0;0;0;1;0;0
2020-02-22 08:30:00;42;0;69;0;1;0;0;0;0;3;0;0
2020-02-22 08:45:00;55;0;96;0;3;0;0;0;0;1;0;0
2020-02-22 09:00:00;47;0;85;0;0;0;0;0;0;1;0;0
2020-02-22 09:15:00;61;0;132;0;2;0;0;0;0;3;0;0
2020-02-22 09:30:00;75;0;144;0;3;0;0;0;0;7;2;0
2020-02-22 09:45:00;70;0;141;0;6;0;0;0;0;4;0;0
2020-02-22 10:00:00;95;0;123;0;8;0;0;0;0;6;9;0
2020-02-22 10:15:00;98;0;142;0;6;3;0;0;0;9;0;0
2020-02-22 10:30:00;107;0;143;0;7;0;0;0;0;10;1;0
2020-02-22 10:45:00;97;0;125;0;4;1;0;0;0;7;0;0
2020-02-22 11:00:00;108;0;124;0;5;2;0;0;0;6;0;0
2020-02-22 11:15:00;110;0;122;0;5;1;0;0;0;4;0;0
2020-02-22 11:30:00;104;0;159;0;6;3;0;0;0;5;0;0
2020-02-22 11:45:00;122;0;121;0;7;1;0;0;0;6;6;0
2020-02-22 12:00:00;130;0;134;0;4;4;0;0;0;4;0;0
2020-02-22 12:15:00;136;0;140;0;2;8;0;0;0;12;0;0
2020-02-22 12:30:00;117;0;113;0;4;3;0;0;0;6;1;0
2020-02-22 12:45:00;128;0;112;0;2;3;0;0;0;6;0;0
2020-02-22 13:00:00;127;0;112;0;3;2;0;0;0;6;1;0
2020-02-22 13:15:00;122;0;120;0;7;2;0;0;0;2;0;0
2020-02-22 13:30:00;132;0;120;0;6;2;0;0;0;10;6;0
2020-02-22 13:45:00;127;0;137;0;3;8;0;0;0;3;2;0
2020-02-22 14:00:00;111;0;113;0;2;0;0;0;0;9;0;0
2020-02-22 14:15:00;124;0;100;0;3;4;0;0;0;10;2;0
2020-02-22 14:30:00;141;0;130;0;3;1;0;0;0;4;4;0
